measuring point,CON_L1,GF1,GF2,GF6,GF7,GF8,GF11,GF14,GF17,SEG1,GF3,GF4,CONV1,RIS10,RIS11,CONV2,SEG2,SEG3,SEG4,SEG5,dp2,ILS1,ILS2,dp1,GF19,GF22,GF23,ZL1,ZL2,CON_R1,CON_R2,RIS1,RIS2,RIS3,RIS4,RIS5,ULS1,ULS2,RIS12,RIS13,ZR1,ZR2
2025-08-20 14:42:25.702,75.05,22.89,5.29,1.04,0.88,0.78,0.18,-0.24,-0.18,83.29,0.91,1.49,0.26,11.42,10.57,0.16,65.04,45.15,5.83,0.9,2.99,41.97,40.33,7.05,-0.38,-0.33,-0.32,-0.42,-0.58,124.72,117.76,93.56,66.21,38.35,16.3,12.22,31.41,26.42,8.06,7.73,5.72,3.96
2025-08-20 14:42:25.979,74.23,22.48,4.48,0.55,0.23,0.37,-0.14,-0.65,-0.67,82.88,-0.32,0.47,-1.17,11.01,10.0,-0.25,62.79,43.93,5.22,0.29,2.71,40.74,39.1,6.81,-0.67,-0.58,-0.6,-0.62,-0.82,121.48,112.87,91.93,65.8,37.13,16.1,11.61,31.61,27.03,7.66,7.64,5.59,3.76
2025-08-20 14:42:26.210,75.45,23.3,5.09,0.71,0.72,0.53,0.02,-0.32,-0.26,84.51,0.91,1.08,0.05,11.33,10.33,0.07,64.63,44.74,5.62,0.9,2.89,41.15,40.53,7.18,-0.26,-0.37,-0.48,-0.54,-0.58,124.72,112.87,93.56,67.44,39.37,18.14,12.42,33.65,29.69,8.06,7.73,5.68,4.0
2025-08-20 14:42:26.460,74.23,22.07,4.28,0.63,0.48,0.37,-0.06,-0.32,-0.51,85.33,0.3,1.08,0.26,11.66,10.9,-0.17,64.63,45.36,6.03,1.31,3.03,42.17,41.35,7.5,-0.42,-0.49,-0.56,-0.79,-0.7,123.1,110.83,91.93,66.21,38.55,18.14,12.42,35.08,31.94,7.9,7.77,5.59,3.92
2025-08-20 14:42:26.710,74.23,22.48,4.89,0.55,0.4,0.21,-0.06,-0.4,-0.34,84.11,-0.11,0.87,0.26,11.99,10.9,0.24,64.02,44.54,5.62,0.9,3.3,41.56,39.72,7.58,-0.46,-0.49,-0.48,-0.62,-0.74,123.91,114.5,93.96,67.85,38.14,17.73,13.03,34.26,32.55,8.23,7.85,5.8,4.13
2025-08-20 14:42:26.961,75.05,22.28,4.89,0.39,0.4,0.21,-0.14,-0.32,-0.43,84.51,0.5,0.47,0.26,11.91,10.73,0.16,64.02,44.74,5.83,1.1,3.67,41.15,39.31,7.91,-0.46,-0.41,-0.48,-0.58,-0.66,123.51,118.57,94.37,67.03,38.14,17.53,12.83,34.88,31.94,8.06,7.73,5.59,4.08
2025-08-20 14:42:27.202,74.64,22.28,4.89,0.47,0.48,0.37,0.18,-0.16,-0.18,84.92,1.11,1.08,0.46,12.64,11.47,-0.01,64.22,45.36,6.44,1.71,3.79,41.76,40.33,8.19,-0.42,-0.49,-0.44,-0.5,-0.58,125.53,118.98,93.56,66.62,38.55,17.33,14.25,33.86,33.37,8.55,7.81,5.76,3.96
2025-08-20 14:42:27.452,75.86,21.67,4.69,0.63,0.48,0.61,0.18,-0.24,-0.1,85.74,1.32,1.69,0.67,12.88,11.71,0.16,63.82,45.56,5.83,2.33,3.99,41.97,40.33,8.4,-0.26,-0.29,-0.28,-0.42,-0.42,125.13,110.42,93.96,66.62,38.75,17.73,15.07,34.88,34.39,8.39,8.05,5.88,4.0
2025-08-20 14:42:27.702,75.45,22.28,4.89,0.63,0.48,0.29,0.18,-0.24,-0.1,84.92,0.7,0.67,0.67,13.21,11.55,0.16,64.22,44.74,6.23,1.51,4.34,41.76,40.74,8.88,-0.34,-0.37,-0.36,-0.5,-0.46,125.13,111.64,94.37,68.26,39.37,18.35,14.86,34.88,35.01,8.39,8.05,5.76,3.92
2025-08-20 14:42:27.951,74.64,22.48,5.09,0.63,0.23,0.61,0.1,-0.24,-0.26,84.51,-0.11,0.87,0.67,13.13,12.04,0.16,63.61,45.15,5.62,1.92,4.01,41.35,40.12,8.97,-0.38,-0.33,-0.36,-0.38,-0.42,124.72,115.31,95.6,67.85,39.98,20.19,14.05,35.49,35.21,9.04,8.46,5.92,4.17
2025-08-20 14:42:28.201,76.68,22.48,4.89,0.63,0.48,0.37,0.02,-0.24,-0.1,84.51,0.5,1.28,0.26,13.37,12.04,0.16,64.02,44.34,6.03,1.1,3.93,41.15,41.56,9.05,-0.3,-0.33,-0.36,-0.62,-0.58,123.1,114.5,95.6,69.49,40.59,19.57,14.66,36.92,33.37,9.04,8.46,5.68,4.13
2025-08-20 14:42:28.452,76.27,22.89,5.09,0.63,0.31,0.53,0.1,-0.24,-0.26,84.51,0.5,0.67,0.05,13.29,11.87,0.07,64.02,44.95,5.62,0.9,4.01,41.76,39.51,9.05,-0.38,-0.33,-0.28,-0.5,-0.54,122.29,113.27,93.56,68.67,39.16,18.35,14.46,35.49,30.71,9.04,8.5,5.8,4.04
2025-08-20 14:42:28.701,77.09,21.87,4.69,0.55,0.4,0.21,0.1,-0.4,-0.1,85.33,0.91,1.08,0.26,13.37,11.71,0.07,64.02,44.95,5.83,1.71,4.11,41.76,39.31,8.92,-0.42,-0.37,-0.4,-0.5,-0.5,123.51,114.5,93.96,67.03,39.37,17.94,14.46,35.08,32.55,8.88,8.42,5.68,4.13
2025-08-20 14:42:28.979,74.64,22.28,4.08,0.63,0.31,0.29,0.02,-0.48,-0.51,81.25,-0.52,0.06,-0.76,12.56,11.38,-0.25,63.2,43.31,5.42,0.29,3.91,40.33,38.28,8.44,-0.75,-0.7,-0.56,-0.75,-0.82,121.48,107.57,90.7,63.35,37.74,15.89,13.03,33.65,29.49,8.55,8.13,5.47,3.88
2025-08-20 14:42:29.202,75.45,23.3,4.89,1.12,0.8,0.7,0.35,-0.08,-0.02,85.33,1.11,1.49,0.05,13.05,11.55,0.24,64.63,44.95,6.44,1.51,4.34,41.76,40.33,8.8,-0.46,-0.41,-0.4,-0.46,-0.54,122.29,118.57,91.52,65.39,37.13,16.71,13.64,34.06,30.1,8.39,8.01,5.64,4.0
2025-08-20 14:42:29.452,76.27,23.09,4.28,0.79,0.64,0.53,-0.14,-0.16,-0.26,85.33,1.11,1.49,0.46,12.96,11.79,0.16,64.43,45.56,6.64,1.92,4.01,42.38,40.12,8.6,-0.42,-0.41,-0.44,-0.62,-0.54,123.1,111.24,93.15,67.03,37.74,17.12,13.64,33.86,30.71,8.47,8.13,5.64,3.96
2025-08-20 14:42:29.701,78.32,23.91,4.69,1.2,0.8,1.02,0.26,-0.08,-0.18,86.15,0.7,1.89,0.67,13.05,11.63,0.24,65.25,46.18,7.05,2.12,3.99,41.56,39.1,8.92,-0.26,-0.29,-0.32,-0.38,-0.46,123.91,122.24,92.74,67.44,38.75,17.73,14.25,34.06,29.9,8.8,8.26,5.59,3.88
2025-08-20 14:42:29.978,76.27,23.09,4.89,0.47,0.48,0.45,-0.14,-0.89,-0.51,83.7,-0.11,-0.15,-0.76,12.56,11.47,-0.33,64.02,44.54,5.01,0.08,3.56,40.74,38.9,8.6,-0.63,-0.62,-0.6,-0.62,-0.7,121.48,112.46,91.93,65.39,38.96,16.71,12.63,33.65,29.49,8.8,8.21,5.68,3.92
2025-08-20 14:42:30.201,76.68,23.7,5.09,1.12,0.56,0.78,0.18,-0.16,-0.26,83.7,0.7,1.28,0.26,13.05,11.63,0.24,65.25,45.56,7.45,1.51,3.85,41.35,40.74,8.88,-0.22,-0.29,-0.2,-0.34,-0.37,124.72,112.87,95.19,67.85,38.96,18.35,14.05,33.04,28.87,8.8,8.3,5.72,3.96
2025-08-20 14:42:30.452,75.86,23.7,4.89,0.88,0.8,0.29,0.1,-0.32,-0.26,83.7,0.5,1.08,0.46,12.8,11.63,0.16,64.22,45.97,6.23,1.51,3.67,42.17,38.9,8.56,-0.38,-0.33,-0.28,-0.22,-0.37,124.72,116.53,94.78,68.67,38.96,18.96,14.25,34.06,31.74,8.88,8.42,5.8,4.13
2025-08-20 14:42:30.702,75.05,23.3,5.29,0.71,0.8,0.7,-0.06,-0.16,-0.18,84.51,1.11,1.28,-0.15,12.8,11.79,0.24,64.43,45.15,6.64,1.71,3.79,42.17,38.9,8.52,-0.26,-0.41,-0.36,-0.5,-0.54,123.91,124.28,94.78,69.49,39.57,19.78,14.46,32.22,31.12,8.63,8.21,5.59,4.04
2025-08-20 14:42:30.951,75.45,22.68,4.28,0.55,0.4,0.53,0.1,-0.16,-0.34,85.33,1.11,1.28,0.26,12.96,11.71,0.4,64.22,44.95,6.03,0.69,3.91,41.97,38.69,8.72,-0.34,-0.49,-0.44,-0.58,-0.66,125.94,113.68,96.41,70.3,40.18,20.19,14.25,34.06,29.69,8.63,8.17,5.76,4.17
2025-08-20 14:42:31.202,75.05,22.68,4.89,0.79,0.56,0.61,0.26,-0.24,-0.1,84.92,0.7,1.08,0.46,13.13,11.95,0.24,64.63,45.97,5.83,1.71,3.75,41.35,39.72,8.56,-0.42,-0.25,-0.32,-0.34,-0.46,125.53,114.5,96.0,70.3,40.79,20.6,14.86,34.26,31.74,8.8,8.38,5.8,4.25
2025-08-20 14:42:31.452,75.05,22.48,4.28,0.47,0.4,0.37,-0.14,-0.4,-0.26,84.92,0.3,0.26,0.26,13.13,11.87,0.24,65.65,45.97,7.05,2.33,4.11,41.56,39.31,8.68,-0.38,-0.37,-0.36,-0.5,-0.66,124.72,121.42,95.19,68.26,39.16,19.17,14.66,32.63,32.96,8.39,8.17,5.64,3.84
2025-08-20 14:42:31.701,76.27,23.3,4.08,0.79,0.4,0.61,0.1,-0.24,-0.18,86.56,0.7,1.28,-0.15,13.05,11.63,0.16,66.27,46.79,7.45,2.73,4.26,41.35,38.49,9.13,-0.34,-0.37,-0.36,-0.38,-0.54,124.72,114.09,96.82,69.49,39.98,19.57,14.46,34.67,32.55,8.55,8.34,5.84,4.13
2025-08-20 14:42:31.978,75.45,22.68,4.28,0.47,0.48,0.29,-0.14,-0.57,-0.59,86.15,0.09,0.87,-0.76,12.8,11.38,-0.17,64.84,45.77,6.84,1.31,4.22,39.92,38.69,8.72,-0.58,-0.58,-0.52,-0.62,-0.74,124.72,125.5,91.52,67.44,38.14,17.33,13.85,35.29,33.37,8.31,8.05,5.59,3.84
2025-08-20 14:42:32.210,77.5,23.5,4.48,0.55,0.56,0.21,0.02,-0.08,-0.1,86.97,0.5,0.47,0.05,12.96,11.71,-0.5,65.86,45.97,6.64,0.08,4.34,40.12,40.74,8.92,-0.42,-0.53,-0.52,-0.54,-0.54,124.32,114.09,91.52,66.21,39.16,16.92,13.85,34.88,31.53,8.47,8.17,5.51,4.08
2025-08-20 14:42:32.459,75.86,22.68,4.08,0.39,0.4,0.45,-0.22,-0.4,-0.26,85.74,0.5,0.47,-0.15,13.45,12.36,0.07,64.63,45.56,7.05,1.51,4.28,41.35,41.35,9.05,-0.42,-0.41,-0.44,-0.5,-0.74,123.91,109.2,92.33,67.85,39.37,18.14,14.25,34.67,31.33,8.31,8.17,5.68,3.92
2025-08-20 14:42:32.710,75.05,23.3,4.69,0.55,0.8,0.53,0.18,-0.24,-0.1,85.74,0.7,1.08,0.05,13.62,12.44,0.16,65.04,45.56,7.05,2.12,4.26,41.35,38.69,9.25,-0.38,-0.45,-0.4,-0.5,-0.54,124.32,114.9,94.78,68.67,40.38,19.37,14.25,37.12,33.17,8.96,8.42,5.8,4.08
2025-08-20 14:42:32.960,75.45,23.5,5.29,0.55,0.64,0.61,0.1,-0.24,-0.18,85.33,1.11,1.28,0.26,13.78,12.77,0.24,64.22,45.56,6.84,1.51,4.28,41.56,38.49,9.33,-0.5,-0.41,-0.4,-0.67,-0.66,125.13,114.09,93.15,68.26,39.16,18.55,14.86,33.86,31.94,9.29,8.7,5.84,4.08
2025-08-20 14:42:33.202,75.86,24.11,5.29,1.04,0.64,0.94,0.26,-0.16,-0.1,85.33,0.7,1.49,0.46,13.62,12.52,-0.09,65.86,46.38,7.25,2.12,4.3,41.97,40.12,9.45,-0.3,-0.29,-0.36,-0.42,-0.54,124.72,120.2,93.56,67.03,38.75,18.14,15.68,33.86,30.1,9.2,8.54,5.84,4.13
2025-08-20 14:42:33.451,75.86,23.5,5.09,1.04,0.8,0.7,0.18,-0.32,-0.26,84.92,0.91,1.08,0.05,13.86,12.6,0.24,65.04,45.56,7.25,2.53,4.28,41.15,38.69,9.41,-0.3,-0.37,-0.36,-0.46,-0.42,124.32,111.24,93.56,67.03,38.35,17.12,14.86,35.29,30.71,9.04,8.54,5.8,4.08
2025-08-20 14:42:33.701,75.45,23.5,5.29,1.04,0.72,0.78,0.1,-0.16,-0.02,84.92,1.11,1.49,0.46,13.86,12.52,-0.01,65.04,45.77,6.84,1.31,4.46,42.17,40.33,9.29,-0.26,-0.21,-0.28,-0.34,-0.42,125.53,111.64,93.15,67.03,38.14,17.53,14.25,35.29,29.69,8.96,8.38,5.8,4.0
2025-08-20 14:42:33.978,75.45,23.09,4.28,0.55,0.23,0.37,-0.31,-0.57,-0.59,82.88,-0.32,0.06,-1.58,13.13,11.87,-0.09,63.41,43.31,5.22,0.08,4.24,39.71,39.92,9.05,-0.54,-0.49,-0.48,-0.58,-0.74,123.1,114.5,93.15,64.16,37.74,17.12,13.03,34.47,30.3,8.63,8.13,5.55,3.76
2025-08-20 14:42:34.201,77.91,23.3,5.09,0.96,0.72,0.7,0.35,-0.08,-0.1,86.15,0.91,1.69,0.67,13.62,12.44,0.32,66.27,45.77,7.25,1.92,4.34,41.56,41.56,9.25,-0.1,-0.25,-0.24,-0.38,-0.42,124.72,114.9,95.19,68.26,38.14,17.94,14.66,33.86,30.71,8.8,8.3,5.84,4.17
2025-08-20 14:42:34.451,76.68,23.09,4.89,0.79,0.72,0.7,0.26,-0.16,-0.18,86.56,0.7,1.49,0.26,13.45,12.12,0.16,65.86,45.97,7.66,1.92,4.3,41.35,39.72,9.17,-0.3,-0.29,-0.32,-0.38,-0.5,123.91,119.39,93.15,67.03,38.55,18.35,14.25,32.63,31.33,8.8,8.26,5.72,4.13
2025-08-20 14:42:34.702,76.27,23.7,4.89,0.96,0.8,0.53,0.35,-0.16,-0.1,86.15,0.91,0.87,0.26,13.62,12.6,0.4,66.27,46.99,7.66,2.94,4.18,42.17,40.94,9.13,-0.3,-0.29,-0.28,-0.42,-0.5,124.72,121.02,93.56,68.26,38.96,18.14,13.85,32.84,30.3,8.72,8.38,5.8,4.08
2025-08-20 14:42:34.951,77.5,24.31,4.69,1.04,0.72,0.86,0.35,-0.16,-0.18,86.56,1.32,2.1,0.26,13.45,12.69,0.4,66.27,46.58,7.25,2.12,3.95,41.76,40.53,9.21,-0.26,-0.29,-0.36,-0.5,-0.54,125.94,121.02,96.0,70.3,40.59,19.57,15.27,34.26,29.49,9.2,8.66,5.8,4.13
2025-08-20 14:42:35.201,77.09,24.31,5.5,1.12,0.8,0.86,0.26,-0.08,-0.1,86.56,1.32,1.69,0.87,13.37,12.6,0.32,65.86,45.97,7.25,1.92,3.97,41.76,39.72,9.13,-0.3,-0.33,-0.36,-0.46,-0.33,125.53,116.13,97.23,69.9,40.38,20.19,14.46,33.45,28.06,9.29,8.58,5.72,4.04
2025-08-20 14:42:35.452,76.68,24.31,4.28,1.04,0.88,0.7,0.26,-0.08,-0.1,84.92,1.32,1.89,0.05,13.29,12.12,0.16,65.45,46.58,6.84,1.92,4.03,41.15,37.87,8.97,-0.1,-0.33,-0.32,-0.42,-0.5,126.34,121.02,95.6,68.67,39.57,20.19,14.66,32.84,30.3,8.72,8.3,5.76,4.04
2025-08-20 14:42:35.701,77.09,24.52,5.5,0.88,0.8,0.86,0.26,-0.08,-0.26,86.97,1.52,1.69,0.87,13.45,11.87,0.24,66.27,47.2,7.05,2.73,4.13,41.56,40.33,9.01,-0.42,-0.25,-0.32,-0.42,-0.5,127.16,123.05,97.23,69.08,40.59,19.78,15.07,33.86,29.49,8.88,8.05,5.72,4.21
2025-08-20 14:42:35.952,77.91,24.31,5.09,1.2,1.04,1.02,0.35,-0.4,-0.02,86.97,1.52,1.69,0.67,13.45,12.36,0.16,66.47,47.81,8.47,2.53,4.42,41.56,40.33,9.17,-0.18,-0.25,-0.24,-0.38,-0.46,128.78,115.72,94.37,69.49,39.98,18.96,15.47,33.65,27.24,8.55,8.17,5.76,4.04
2025-08-20 14:42:36.202,76.68,23.5,5.29,1.04,0.96,1.19,0.51,0.09,-0.1,87.37,1.52,2.3,0.87,13.86,12.69,0.16,66.47,46.18,7.45,1.92,4.42,41.56,37.47,9.21,-0.46,-0.41,-0.36,-0.46,-0.33,125.94,116.13,94.37,68.26,39.77,18.76,16.08,35.08,28.26,8.8,8.3,5.76,4.04
2025-08-20 14:42:36.451,76.68,23.3,5.29,1.12,0.88,0.78,0.43,-0.32,-0.34,86.15,0.91,1.28,-0.35,13.86,12.77,-0.09,66.27,46.79,7.45,1.31,4.44,41.15,37.87,9.45,-0.3,-0.49,-0.36,-0.42,-0.58,127.16,118.16,92.74,68.26,38.96,17.53,15.68,37.53,34.39,9.12,8.42,5.96,4.33
2025-08-20 14:42:36.702,76.27,24.11,5.5,1.2,1.04,0.78,0.26,-0.08,-0.18,86.97,1.52,1.69,0.46,14.19,13.01,0.16,66.06,46.38,6.64,1.31,4.54,40.94,38.08,9.78,-0.38,-0.41,-0.4,-0.42,-0.54,127.56,113.27,94.37,67.85,38.14,17.73,15.68,36.71,31.33,9.37,8.66,5.96,4.21
2025-08-20 14:42:36.985,75.45,23.5,4.48,0.63,0.4,0.37,-0.22,-0.48,-0.51,82.88,0.09,0.06,-0.35,13.78,12.69,-0.17,63.41,44.95,5.62,0.49,4.42,40.33,38.08,9.33,-0.54,-0.41,-0.52,-0.75,-0.7,125.13,115.31,91.93,64.16,37.74,17.94,14.05,34.47,27.24,8.8,8.46,5.68,3.92
2025-08-20 14:42:37.201,75.86,23.7,5.5,0.96,0.88,0.7,0.35,-0.08,-0.02,85.33,1.11,1.69,0.87,14.27,12.77,0.32,65.04,45.77,7.86,1.31,4.52,41.15,39.1,9.74,-0.34,-0.33,-0.32,-0.34,-0.42,127.97,120.2,94.37,69.9,38.55,18.96,14.46,31.82,24.99,9.29,8.54,5.8,4.21
2025-08-20 14:42:37.452,76.27,23.7,5.29,1.12,0.8,0.78,0.43,-0.16,-0.1,83.7,0.91,1.28,0.26,14.11,12.93,0.24,64.22,44.74,6.84,0.9,4.09,41.15,38.69,9.53,-0.42,-0.41,-0.36,-0.58,-0.5,128.78,114.5,94.37,67.44,40.38,20.19,15.47,29.78,23.97,9.77,8.95,5.84,4.25
2025-08-20 14:42:37.702,77.09,24.52,5.5,1.36,1.21,0.94,0.43,0.01,-0.1,85.33,1.32,1.69,0.26,13.78,12.28,0.24,64.84,46.38,7.05,2.12,4.2,41.15,39.72,9.33,-0.42,-0.33,-0.4,-0.42,-0.42,127.16,116.53,94.37,67.44,38.96,18.76,13.85,27.74,24.17,9.37,8.58,5.84,4.21
2025-08-20 14:42:37.951,76.68,24.52,5.9,1.44,1.04,1.43,0.59,-0.08,-0.18,84.51,1.73,2.3,0.05,13.86,12.2,0.24,65.86,46.18,7.45,2.73,4.2,41.76,39.92,9.13,-0.42,-0.41,-0.4,-0.42,-0.58,126.75,111.64,94.37,67.03,38.96,18.35,14.46,29.98,25.81,8.96,8.58,6.0,4.21
2025-08-20 14:42:38.204,77.09,24.92,5.7,1.61,1.29,1.1,0.59,-0.16,-0.18,84.92,1.52,2.1,0.26,13.54,12.28,0.16,65.65,45.77,7.25,1.51,4.36,41.15,40.33,9.09,-0.34,-0.37,-0.36,-0.34,-0.37,127.56,115.72,95.6,69.49,39.37,19.57,14.05,29.98,28.26,8.47,8.21,5.8,4.0
2025-08-20 14:42:38.460,75.05,24.31,5.7,1.36,1.04,0.61,0.18,-0.16,-0.1,86.56,0.91,1.49,0.26,12.96,12.04,0.07,64.84,45.15,7.05,1.92,4.2,41.76,40.33,8.8,-0.26,-0.37,-0.44,-0.54,-0.62,124.72,110.83,93.56,67.44,37.94,17.53,13.03,32.22,28.67,8.55,8.09,5.59,3.96
2025-08-20 14:42:38.710,77.5,24.52,6.31,0.96,0.88,0.61,0.18,-0.32,-0.18,86.15,1.11,1.49,0.05,13.37,12.04,0.07,65.25,45.97,7.05,1.92,4.4,41.35,40.12,9.01,-0.38,-0.33,-0.32,-0.5,-0.62,126.34,118.57,93.15,66.62,38.55,18.55,14.05,33.04,29.49,8.47,8.05,5.72,4.04
2025-08-20 14:42:39.032,77.09,24.11,5.09,0.55,0.31,0.21,-0.22,-0.65,-0.26,86.56,0.5,0.67,0.26,13.29,12.12,-0.17,65.65,46.38,6.84,1.1,4.26,40.94,38.28,8.88,-0.54,-0.41,-0.4,-0.54,-0.62,126.34,115.72,93.15,67.03,38.55,18.76,14.46,33.65,31.74,8.55,8.26,5.8,4.0
2025-08-20 14:42:39.201,77.5,24.52,5.7,0.79,0.72,0.53,0.18,-0.24,-0.26,87.37,0.5,1.28,0.67,13.78,12.6,0.24,67.09,46.58,8.07,1.1,4.54,42.38,38.69,9.33,-0.18,-0.29,-0.28,-0.34,-0.46,126.75,117.35,95.19,69.9,39.98,19.37,14.25,33.86,29.49,8.63,8.21,5.8,3.92
2025-08-20 14:42:39.452,77.5,24.52,6.11,0.71,0.23,0.7,0.26,0.01,-0.02,87.37,0.7,1.49,0.87,13.62,12.85,0.24,66.06,45.77,7.86,1.92,4.07,41.35,38.69,9.25,-0.46,-0.33,-0.4,-0.5,-0.58,127.97,120.2,95.6,68.26,39.98,19.78,15.27,35.29,31.12,9.29,8.62,5.88,4.29
2025-08-20 14:42:39.702,77.09,24.72,5.9,0.63,0.56,0.53,0.02,-0.24,-0.02,86.56,0.91,1.49,0.87,14.19,12.85,0.24,65.86,46.38,8.27,1.31,4.15,41.15,37.67,9.37,-0.3,-0.37,-0.36,-0.46,-0.58,127.56,116.94,96.0,68.67,40.59,19.37,15.88,36.51,33.78,9.37,8.66,5.96,4.21
2025-08-20 14:42:39.951,76.68,24.52,5.29,0.71,0.64,0.7,0.18,-0.24,-0.18,86.56,0.5,0.87,0.67,14.27,12.77,0.48,66.88,46.99,7.66,1.71,4.18,41.56,38.9,9.53,-0.42,-0.33,-0.32,-0.46,-0.46,128.37,116.94,95.19,68.26,39.16,18.55,14.46,36.51,33.37,9.29,8.66,6.0,4.13
2025-08-20 14:42:40.202,77.09,24.92,5.9,0.79,0.72,0.78,0.1,-0.08,0.06,86.15,0.91,1.28,0.87,13.86,12.77,0.4,65.25,46.79,7.45,1.71,4.42,41.35,39.92,9.49,-0.3,-0.33,-0.28,-0.54,-0.58,127.56,110.83,93.56,67.03,38.55,18.55,14.66,35.9,30.51,8.96,8.46,5.96,4.33
2025-08-20 14:42:40.452,75.05,24.11,5.29,0.79,0.56,0.53,0.1,-0.08,-0.1,85.33,0.7,1.08,0.26,13.78,12.69,0.24,65.86,45.56,6.44,1.1,4.28,41.56,38.28,9.37,-0.26,-0.29,-0.28,-0.42,-0.46,127.56,117.35,94.37,67.85,37.33,17.94,14.05,36.51,30.71,9.29,8.62,5.76,4.13
2025-08-20 14:42:40.701,78.32,24.92,5.9,0.88,0.72,0.78,0.18,0.09,0.06,87.37,1.32,1.28,0.67,13.94,12.52,-0.01,66.47,46.58,7.25,1.51,4.13,41.35,38.69,9.33,-0.3,-0.33,-0.36,-0.5,-0.58,128.37,112.87,94.78,67.03,38.35,17.33,14.25,35.9,32.76,8.96,8.66,5.92,4.13
2025-08-20 14:42:40.978,75.86,23.09,5.29,0.79,0.4,0.45,-0.39,-0.48,-0.51,83.7,-0.52,0.26,-1.17,13.21,11.71,-0.25,64.43,45.56,6.44,0.9,4.11,39.71,37.87,9.09,-0.63,-0.62,-0.52,-0.58,-0.62,124.32,107.16,90.7,62.94,35.7,15.28,13.44,33.65,30.92,8.47,8.3,5.92,4.13
2025-08-20 14:42:41.202,77.09,24.31,5.9,0.88,0.64,0.7,0.26,-0.16,-0.18,86.15,0.3,1.08,0.87,13.62,12.36,0.16,64.84,46.18,7.86,1.51,4.05,41.35,38.69,9.21,-0.5,-0.37,-0.36,-0.46,-0.54,125.94,112.05,93.15,66.21,37.33,16.51,13.85,34.47,32.96,9.12,8.62,5.8,4.17
2025-08-20 14:42:41.451,77.5,24.31,5.9,0.96,0.56,0.45,-0.22,-0.16,-0.18,85.33,0.91,1.49,0.46,13.45,12.28,0.16,64.43,46.38,6.64,0.9,3.91,41.35,39.92,8.97,-0.42,-0.37,-0.44,-0.54,-0.5,124.32,110.42,91.52,64.57,37.13,15.49,13.64,34.06,32.35,8.96,8.5,5.88,4.04
2025-08-20 14:42:41.702,78.32,24.72,6.51,0.96,0.96,0.86,0.51,-0.16,-0.1,84.92,1.52,1.69,0.87,13.21,11.79,0.32,65.04,46.79,7.66,1.92,3.89,40.94,39.51,8.97,-0.26,-0.37,-0.32,-0.46,-0.42,125.13,120.61,91.93,65.39,36.92,16.1,13.24,34.26,31.33,8.88,8.3,5.92,4.08
2025-08-20 14:42:41.979,76.27,23.7,4.28,0.55,0.23,0.21,-0.31,-0.73,-0.59,82.47,0.09,0.06,-0.56,12.48,10.9,-0.58,64.02,45.15,6.64,0.9,3.54,40.12,39.31,8.36,-0.58,-0.53,-0.6,-0.67,-0.82,123.51,106.75,91.93,67.03,37.94,18.14,12.01,31.2,26.83,8.39,8.26,5.51,3.84
2025-08-20 14:42:42.201,76.68,23.91,5.7,0.96,0.88,0.94,0.35,-0.16,-0.1,84.92,1.11,1.49,0.46,12.64,11.3,0.16,65.25,46.18,7.45,1.92,3.34,41.35,39.51,7.99,-0.3,-0.41,-0.32,-0.38,-0.54,124.72,120.61,92.33,67.44,39.57,18.55,12.63,32.22,27.85,8.72,8.34,5.88,4.21
2025-08-20 14:42:42.452,75.45,23.5,4.69,0.96,0.8,0.53,0.18,-0.32,-0.26,84.11,1.11,1.49,0.67,12.31,11.22,0.24,65.45,45.97,7.05,0.9,3.14,41.35,40.94,7.79,-0.42,-0.45,-0.36,-0.46,-0.54,124.32,105.94,91.93,66.21,39.98,18.96,13.24,32.02,28.87,8.8,8.26,5.84,4.25
2025-08-20 14:42:42.702,77.5,24.52,5.5,1.12,1.21,0.94,0.51,0.01,0.06,86.15,1.52,1.49,0.67,12.15,11.06,0.32,64.63,45.56,7.86,1.1,3.16,40.74,41.76,7.62,-0.38,-0.25,-0.36,-0.38,-0.33,125.53,110.01,93.96,68.26,39.16,18.14,13.44,32.22,28.06,8.55,8.05,5.92,4.13
2025-08-20 14:42:42.951,76.68,24.11,5.9,1.04,0.88,0.86,0.43,0.01,0.06,85.33,1.11,1.28,0.67,12.23,11.38,0.32,64.63,45.77,8.07,1.71,3.14,40.53,39.1,7.58,-0.3,-0.33,-0.32,-0.34,-0.5,125.94,113.68,92.74,68.67,38.35,17.94,13.03,32.43,26.83,8.55,8.17,5.88,4.25
2025-08-20 14:42:43.202,77.09,23.3,5.7,1.04,0.96,0.94,0.35,-0.08,-0.18,85.74,0.7,1.89,0.87,12.23,11.55,0.24,64.84,45.56,7.25,1.51,3.28,41.56,39.1,7.83,-0.3,-0.29,-0.28,-0.34,-0.5,125.53,109.61,93.15,67.85,38.14,17.73,14.05,33.24,29.69,8.88,8.21,5.84,4.21
2025-08-20 14:42:43.452,76.27,23.91,5.5,0.96,0.48,0.61,0.35,-0.24,-0.18,82.88,0.7,1.28,0.26,12.48,11.71,0.24,64.02,45.77,7.45,1.71,3.28,40.53,40.33,7.99,-0.38,-0.33,-0.36,-0.42,-0.54,123.1,118.98,91.52,67.85,37.53,17.33,13.44,32.02,31.33,8.72,8.3,6.04,4.21
