measuring point,CON_L1,GF1,GF2,GF6,GF7,GF8,GF11,GF14,GF17,SEG1,GF3,GF4,CONV1,RIS10,RIS11,CONV2,SEG2,SEG3,SEG4,SEG5,dp2,ILS1,ILS2,dp1,GF19,GF22,GF23,ZL1,ZL2,CON_R1,CON_R2,RIS1,RIS2,RIS3,RIS4,RIS5,ULS1,ULS2,RIS12,RIS13,ZR1,ZR2
2025-08-20 14:42:15.979,76.27,23.7,4.89,0.79,0.56,0.53,-0.06,-0.73,-0.59,82.88,-0.32,0.47,-0.76,11.58,10.49,-0.09,63.61,44.74,5.62,0.49,3.26,39.71,38.28,7.66,-0.63,-0.62,-0.6,-0.79,-0.74,123.51,115.72,87.85,61.71,33.66,12.01,11.2,31.82,29.49,8.23,7.89,5.55,4.04
2025-08-20 14:42:16.201,76.68,24.52,5.9,0.88,0.8,0.7,0.26,0.01,-0.18,85.74,1.52,1.49,0.67,12.15,10.98,0.32,63.61,45.15,5.83,1.92,3.11,41.15,39.92,7.62,-0.3,-0.45,-0.44,-0.5,-0.62,123.91,107.98,89.48,61.71,35.29,14.46,11.81,30.8,29.49,8.55,8.05,5.88,4.04
2025-08-20 14:42:16.452,75.86,23.5,5.29,0.88,0.56,0.61,0.02,-0.32,-0.34,83.29,0.7,0.87,0.05,11.5,10.49,0.07,63.61,44.95,6.03,0.9,2.97,40.33,38.08,7.34,-0.34,-0.45,-0.44,-0.5,-0.66,121.89,112.46,89.89,63.75,34.68,14.67,11.61,30.18,29.69,8.15,7.85,5.47,3.84
2025-08-20 14:42:16.702,76.68,23.5,5.7,0.79,0.31,0.37,0.02,-0.24,-0.18,84.11,0.91,1.28,0.05,11.33,10.41,0.24,64.43,45.36,6.44,1.51,2.71,41.56,38.28,7.01,-0.3,-0.41,-0.44,-0.5,-0.42,122.7,113.27,91.52,65.39,35.7,15.69,11.61,30.39,29.69,8.39,7.81,5.72,3.92
2025-08-20 14:42:16.951,74.64,23.5,5.09,0.63,0.56,0.45,0.1,-0.16,-0.02,84.11,0.7,1.08,-0.35,11.17,10.08,0.32,65.25,45.15,6.44,1.1,2.5,40.94,38.28,6.85,-0.38,-0.25,-0.36,-0.5,-0.54,122.29,115.72,91.11,64.57,36.11,15.49,11.61,31.82,31.33,7.98,7.81,5.72,4.13
2025-08-20 14:42:17.202,77.09,23.09,5.09,0.63,0.64,0.61,-0.06,-0.16,-0.18,84.11,0.5,1.08,0.67,10.93,10.16,0.32,64.22,45.36,5.83,0.9,2.46,40.12,38.69,6.48,-0.34,-0.37,-0.32,-0.42,-0.37,121.48,115.72,91.11,65.39,35.7,15.49,11.61,33.45,31.33,8.31,7.81,5.8,4.0
2025-08-20 14:42:17.452,76.27,22.89,4.48,0.79,0.31,0.45,0.1,-0.08,-0.02,83.7,0.09,1.28,0.87,10.85,10.0,0.32,64.02,45.56,6.23,1.31,2.52,41.15,37.87,6.65,-0.22,-0.25,-0.24,-0.46,-0.46,121.89,117.76,92.74,66.21,35.29,14.67,11.81,32.02,29.49,7.98,7.6,5.8,3.84
2025-08-20 14:42:17.701,75.86,22.68,4.69,0.79,0.31,0.61,-0.06,-0.4,-0.02,85.74,0.7,0.87,0.67,10.85,10.0,0.24,63.61,44.95,6.64,1.1,2.5,41.35,38.49,6.53,-0.38,-0.45,-0.36,-0.42,-0.42,121.48,113.68,91.93,67.44,36.31,15.89,12.01,33.24,30.1,7.9,7.64,5.8,4.0
2025-08-20 14:42:17.952,74.23,23.09,4.89,0.79,0.8,0.7,0.35,-0.08,-0.1,84.92,0.91,1.69,0.87,11.01,10.33,0.16,64.84,45.56,7.05,1.51,2.75,41.35,39.72,6.81,-0.3,-0.33,-0.4,-0.46,-0.42,122.29,123.05,92.33,64.16,34.68,14.87,11.81,34.88,32.96,7.74,7.68,5.8,4.0
2025-08-20 14:42:18.202,75.45,22.89,4.48,0.79,0.64,0.53,0.1,-0.24,0.06,86.15,0.91,1.69,0.46,11.42,10.65,-0.01,64.22,45.36,6.84,0.9,2.85,41.35,40.53,7.01,-0.5,-0.33,-0.4,-0.42,-0.58,122.29,110.83,91.52,64.57,36.31,15.28,12.42,35.9,34.19,7.9,7.77,5.84,4.08
2025-08-20 14:42:18.451,75.86,22.28,5.09,0.71,0.48,0.45,0.02,-0.32,-0.43,84.51,0.7,1.28,0.05,11.42,10.49,0.07,63.61,44.74,6.84,1.31,2.93,41.56,41.15,7.01,-0.38,-0.41,-0.36,-0.42,-0.5,119.45,117.76,92.33,66.62,37.53,17.33,12.63,34.67,32.14,7.82,7.6,5.64,3.96
2025-08-20 14:42:18.702,76.68,22.28,5.5,0.55,0.56,0.37,0.18,-0.16,-0.1,84.11,0.91,1.49,0.46,11.66,10.98,0.24,63.61,45.36,6.64,1.31,2.99,42.38,42.58,7.42,-0.14,-0.29,-0.36,-0.5,-0.5,121.48,120.2,93.96,67.44,38.75,18.14,13.64,35.69,33.58,8.23,7.85,5.8,4.0
2025-08-20 14:42:18.985,75.05,22.48,4.28,0.23,-0.01,0.37,-0.06,-0.57,-0.59,82.47,-0.72,-0.15,-0.56,11.33,10.81,-0.17,63.0,43.93,4.81,0.29,2.81,39.92,38.08,7.18,-0.63,-0.62,-0.56,-0.62,-0.74,121.07,114.5,91.93,68.26,39.98,19.57,12.22,34.67,32.76,8.31,7.93,5.64,3.96
2025-08-20 14:42:19.201,76.27,23.5,5.29,0.79,0.96,0.78,0.35,-0.16,-0.26,86.15,0.91,1.89,0.67,11.74,11.22,0.24,65.25,45.56,7.05,1.92,3.28,41.35,39.31,7.5,-0.38,-0.37,-0.36,-0.42,-0.46,121.07,121.83,94.37,70.3,40.79,20.6,12.83,35.49,36.44,8.31,7.97,5.76,4.13
2025-08-20 14:42:19.452,76.27,23.5,5.09,0.88,0.8,0.61,-0.14,-0.4,-0.43,83.7,0.91,1.28,0.46,11.99,10.98,0.24,64.63,45.56,7.05,1.71,3.3,41.35,38.49,7.58,-0.26,-0.49,-0.44,-0.58,-0.54,122.7,120.61,97.23,70.71,42.83,21.21,13.64,34.88,35.01,8.23,7.85,5.76,4.13
2025-08-20 14:42:19.702,75.86,23.3,5.29,0.71,0.8,0.78,0.35,-0.16,-0.02,85.74,1.11,1.69,0.26,12.23,11.3,0.4,65.04,45.15,7.25,1.71,3.44,41.15,38.49,7.87,-0.3,-0.29,-0.44,-0.5,-0.54,123.51,113.27,96.0,70.3,42.22,22.23,14.05,33.65,33.37,8.31,7.89,5.84,4.08
2025-08-20 14:42:19.951,75.86,22.89,4.89,0.88,0.64,0.61,0.26,-0.08,-0.18,84.51,0.3,1.08,0.05,12.64,11.71,0.32,64.22,44.95,7.66,1.31,3.69,41.56,40.74,8.11,-0.3,-0.29,-0.4,-0.5,-0.5,122.29,122.24,97.63,71.94,42.62,21.82,14.86,33.24,29.9,8.39,7.89,5.76,4.0
2025-08-20 14:42:20.210,76.27,22.68,5.29,0.71,0.64,0.53,0.02,-0.4,-0.26,84.51,0.7,0.67,0.05,12.64,11.55,-0.01,63.82,44.95,6.03,0.9,3.99,40.53,38.69,8.48,-0.42,-0.45,-0.48,-0.58,-0.74,122.29,118.16,96.0,71.53,42.42,21.62,14.66,33.86,29.49,8.15,7.93,5.68,3.92
2025-08-20 14:42:20.460,74.23,21.46,4.69,0.79,0.64,0.37,0.1,-0.4,-0.34,84.51,0.5,0.87,-0.15,13.05,12.28,0.24,64.63,45.36,6.03,1.92,4.44,41.35,39.92,9.01,-0.46,-0.37,-0.4,-0.5,-0.5,124.72,125.5,96.82,70.71,42.83,22.44,15.88,37.33,34.39,8.39,8.01,5.84,4.13
2025-08-20 14:42:20.710,75.86,22.68,5.29,0.79,0.56,0.45,-0.06,-0.32,-0.18,84.11,0.5,0.87,0.46,13.54,12.69,-0.01,64.02,44.34,6.03,0.9,4.58,40.53,36.85,9.33,-0.42,-0.49,-0.52,-0.67,-0.58,124.72,121.83,96.82,71.53,42.83,21.01,15.88,36.92,29.9,8.72,8.13,5.72,4.13
2025-08-20 14:42:20.960,75.45,22.28,5.29,0.63,0.4,0.45,-0.06,-0.32,-0.18,85.33,0.3,1.08,0.05,14.02,12.77,0.24,64.43,44.95,6.44,0.9,4.79,41.15,38.08,9.78,-0.38,-0.41,-0.48,-0.54,-0.58,125.13,125.09,96.82,70.71,40.59,20.8,15.47,35.08,30.51,8.55,8.26,5.72,4.13
2025-08-20 14:42:21.201,75.45,23.3,5.29,0.96,0.48,0.7,0.18,-0.16,0.06,85.33,0.91,1.49,0.87,14.6,13.58,-0.01,64.43,44.34,6.64,2.12,5.01,41.56,38.9,10.23,-0.54,-0.45,-0.36,-0.42,-0.54,126.34,117.76,96.82,69.9,42.01,21.21,16.69,35.08,29.69,9.2,8.46,5.88,4.17
2025-08-20 14:42:21.452,75.45,23.3,4.48,0.71,0.56,0.7,-0.06,-0.08,-0.26,84.11,0.3,1.89,1.07,14.68,13.74,0.16,63.82,44.54,7.25,1.31,5.26,40.94,37.87,10.47,-0.38,-0.37,-0.32,-0.42,-0.46,125.94,118.98,96.82,70.71,41.2,20.39,16.9,35.9,32.14,9.12,8.62,5.8,4.17
2025-08-20 14:42:21.701,75.05,22.89,5.29,0.79,0.64,0.61,0.1,-0.16,-0.1,82.88,0.7,1.69,0.46,15.17,13.82,0.24,63.82,44.74,6.84,1.1,5.22,40.33,38.49,10.63,-0.3,-0.33,-0.36,-0.5,-0.58,124.72,119.39,96.0,67.85,40.38,19.78,16.9,35.29,32.55,9.2,8.78,5.84,3.96
2025-08-20 14:42:21.951,75.45,23.09,5.29,0.79,0.48,0.45,0.18,-0.08,-0.02,84.11,0.91,1.49,0.26,15.25,13.58,0.24,63.82,44.95,6.23,0.9,5.54,40.53,39.1,10.75,-0.34,-0.25,-0.36,-0.5,-0.5,125.94,117.76,94.78,67.85,39.16,18.55,15.88,35.08,35.01,9.12,8.62,5.8,4.04
2025-08-20 14:42:22.202,75.45,22.68,4.89,0.55,0.31,0.29,-0.31,-0.16,-0.02,85.33,0.5,1.08,0.46,15.08,13.26,0.16,63.2,44.95,6.23,1.51,5.54,40.53,39.72,10.71,-0.5,-0.41,-0.32,-0.54,-0.54,126.34,120.2,95.6,69.49,39.98,19.37,15.68,36.31,35.42,9.04,8.5,5.72,4.08
2025-08-20 14:42:22.451,74.23,22.07,3.87,0.31,0.15,0.21,-0.06,-0.24,-0.43,84.11,0.3,0.67,0.67,14.92,13.42,0.24,63.61,44.74,7.05,1.51,5.19,40.53,39.51,10.59,-0.46,-0.53,-0.48,-0.5,-0.62,126.34,122.24,94.78,67.85,38.55,18.55,15.88,36.31,31.33,9.37,8.74,5.72,4.04
2025-08-20 14:42:22.701,75.45,22.89,4.48,0.47,0.4,0.21,0.02,-0.16,-0.18,84.51,0.3,0.87,0.87,15.0,13.34,0.32,64.63,45.56,6.44,1.51,4.91,40.74,39.1,10.67,-0.38,-0.33,-0.36,-0.38,-0.46,126.34,112.87,95.19,68.67,38.55,17.73,15.47,35.69,31.74,9.53,9.03,5.84,4.0
2025-08-20 14:42:22.978,75.05,21.67,3.87,0.31,-0.17,-0.2,-0.47,-0.48,-0.51,82.88,-1.34,0.06,-0.56,14.19,12.6,-0.33,63.41,43.52,4.81,-0.32,4.58,39.3,36.03,9.98,-0.63,-0.66,-0.6,-0.71,-0.82,123.51,114.9,92.33,64.57,37.74,16.3,14.05,33.65,29.69,9.45,8.74,5.59,3.92
2025-08-20 14:42:23.201,77.09,22.89,5.09,0.71,0.8,0.86,0.59,-0.24,-0.18,86.15,1.32,1.89,0.46,14.43,12.52,0.16,65.25,45.77,7.05,1.92,4.69,40.94,39.72,10.02,-0.3,-0.33,-0.4,-0.42,-0.54,125.53,116.53,93.15,65.39,37.13,16.3,14.25,33.65,29.28,8.96,8.58,5.64,4.04
2025-08-20 14:42:23.452,75.86,22.68,5.09,1.2,1.04,0.94,0.26,-0.32,-0.26,84.92,1.52,1.49,-0.56,13.78,12.28,0.07,64.43,45.15,6.03,1.51,4.34,40.74,39.51,9.45,-0.38,-0.41,-0.48,-0.58,-0.54,123.91,109.2,91.93,64.98,35.7,15.89,14.05,34.26,31.53,9.45,8.66,5.72,4.04
2025-08-20 14:42:23.702,76.27,23.3,4.89,1.12,1.13,0.94,0.1,-0.16,-0.18,85.33,1.93,2.3,1.07,13.7,12.12,0.4,65.04,45.77,6.84,2.12,4.18,40.74,40.94,9.25,-0.3,-0.37,-0.36,-0.34,-0.54,124.72,117.76,91.11,64.98,34.89,15.49,13.24,34.26,29.9,8.96,8.38,5.59,4.0
2025-08-20 14:42:23.951,76.68,23.3,5.09,1.2,0.8,0.7,0.43,-0.24,-0.18,86.15,1.52,1.69,0.87,13.21,11.87,0.16,65.25,45.56,7.25,1.92,4.03,41.15,39.1,8.88,-0.42,-0.45,-0.4,-0.34,-0.54,125.94,118.16,91.52,66.21,36.31,16.3,12.63,34.67,29.49,8.8,8.34,5.64,4.04
2025-08-20 14:42:24.205,76.68,23.91,5.29,1.12,1.21,1.1,0.35,-0.08,-0.1,86.15,1.32,1.69,0.46,12.72,11.47,0.32,65.04,45.97,6.64,1.51,3.56,40.94,40.74,8.44,-0.46,-0.37,-0.4,-0.46,-0.46,124.32,110.83,90.29,64.57,37.13,17.33,13.85,35.08,30.3,9.12,8.46,5.8,4.25
2025-08-20 14:42:24.452,74.64,23.09,4.28,0.79,0.8,0.94,0.43,-0.32,-0.34,83.7,1.11,1.69,0.46,12.07,11.14,0.16,64.63,45.36,7.66,1.71,3.52,40.74,40.94,8.11,-0.42,-0.45,-0.44,-0.54,-0.66,123.91,114.9,89.89,63.75,36.72,16.3,12.01,32.22,29.08,8.23,8.05,5.55,4.0
2025-08-20 14:42:24.701,74.23,23.3,5.09,1.2,0.96,0.61,0.43,-0.08,-0.1,85.33,1.32,1.49,0.67,11.82,10.81,0.16,63.82,45.15,7.25,1.92,3.22,40.74,40.94,7.66,-0.46,-0.37,-0.4,-0.54,-0.54,123.91,118.57,90.7,65.8,35.9,15.28,12.01,31.0,29.69,8.47,8.01,5.76,4.08
2025-08-20 14:42:24.951,75.05,23.7,5.5,1.28,1.13,1.1,0.51,-0.4,-0.26,84.51,1.11,1.69,0.46,11.74,10.73,0.24,64.63,45.56,6.64,2.12,3.09,41.56,39.92,7.42,-0.38,-0.37,-0.4,-0.58,-0.5,125.13,118.16,91.52,64.16,36.31,15.89,11.81,32.22,29.28,8.23,7.81,5.55,3.92
2025-08-20 14:42:25.202,75.86,24.11,6.11,0.96,0.96,0.78,0.02,-0.16,-0.18,85.33,1.32,1.69,0.87,11.42,10.65,0.24,63.82,44.95,6.03,1.71,2.95,41.35,41.76,7.01,-0.34,-0.33,-0.4,-0.5,-0.58,123.91,113.27,91.52,66.21,37.33,16.51,11.81,32.84,28.46,8.23,7.89,5.68,4.04
2025-08-20 14:42:25.451,75.05,23.09,4.89,0.79,0.72,0.45,0.18,-0.32,-0.34,84.92,0.7,1.28,0.26,11.33,10.41,0.16,65.04,44.54,7.05,1.71,2.91,40.94,39.31,7.05,-0.5,-0.45,-0.48,-0.46,-0.7,123.91,116.53,90.7,64.98,36.72,16.1,11.81,34.06,27.65,7.9,7.64,5.76,3.96
