measuring point,CON_L1,GF1,GF2,GF6,GF7,GF8,GF11,GF14,GF17,SEG1,GF3,GF4,CONV1,RIS10,RIS11,CONV2,SEG2,SEG3,SEG4,SEG5,dp2,ILS1,ILS2,dp1,GF19,GF22,GF23,ZL1,ZL2,CON_R1,CON_R2,RIS1,RIS2,RIS3,RIS4,RIS5,ULS1,ULS2,RIS12,RIS13,ZR1,ZR2
sensor number,1,3,4,6,7,8,9,10,11,13,15,16,17,21,22,23,25,26,27,28,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,48,49,50,51,52,53
sensor range,500,250,250,100,100,100,100,100,100,500,250,250,250,100,100,100,250,250,250,250,25,250,250,50,50,50,50,50,50,500,500,500,500,250,250,250,250,250,100,50,50,50
sensor height,-0.187,-0.046,0.033,0.233,0.349,0.449,0.599,0.749,0.899,-0.245,0.083,0.131,0.178,0.601,1.101,0.478,-0.205,-0.165,-0.084,-0.023,nan,0.628,0.628,nan,0.999,1.295,1.488,1.154,1.592,-0.35,-0.35,-0.29,-0.225,-0.16,-0.128,-0.03,1.056,1.056,1.637,1.735,1.401,1.839
2025-08-20 14:47:05.210,81.18,28.79,10.17,0.39,0.15,0.13,0.02,-0.24,-0.43,88.19,0.09,0.87,0.46,15.98,14.56,0.24,69.54,50.06,11.73,0.69,6.07,41.15,37.87,11.81,-0.42,-0.41,-0.52,-0.58,-0.58,127.56,116.13,94.37,67.44,40.38,20.6,16.9,34.06,33.58,9.69,8.95,5.72,4.0
2025-08-20 14:47:05.460,82.0,29.61,10.38,0.63,0.48,0.29,0.18,-0.24,-0.18,90.23,0.3,1.08,-0.56,16.14,14.31,0.07,69.33,50.26,12.34,0.69,5.89,41.56,37.47,11.57,-0.42,-0.33,-0.44,-0.67,-0.58,126.75,116.53,93.96,66.62,38.14,19.17,16.49,34.26,34.19,9.77,8.83,5.68,4.13
2025-08-20 14:47:05.710,82.0,29.2,10.17,0.39,0.48,0.45,0.02,-0.32,-0.18,88.6,0.7,1.08,0.05,15.74,14.31,0.07,69.13,49.65,11.12,1.1,5.52,41.56,40.74,11.28,-0.38,-0.41,-0.4,-0.67,-0.58,126.75,117.76,93.56,65.8,39.57,20.19,16.69,35.29,35.21,9.77,8.99,5.72,4.04
2025-08-20 14:47:05.966,82.41,28.18,9.97,0.88,0.64,0.86,0.43,-0.08,0.14,90.23,0.7,1.28,0.26,15.41,13.99,0.32,69.74,50.26,12.14,1.51,5.26,41.35,39.31,10.92,-0.34,-0.29,-0.48,-0.5,-0.54,127.56,114.5,93.15,66.21,39.16,19.78,16.08,34.67,31.94,9.77,8.83,5.76,4.0
2025-08-20 14:47:06.210,82.0,29.0,10.58,0.55,0.72,0.7,0.26,-0.32,-0.18,88.6,0.7,1.08,0.26,14.84,13.66,0.07,68.72,49.85,11.53,0.29,5.05,40.94,39.31,10.63,-0.42,-0.33,-0.36,-0.46,-0.62,127.16,108.38,92.33,65.8,39.37,19.78,16.08,33.65,30.1,9.45,8.74,5.72,3.96
2025-08-20 14:47:06.460,82.81,29.4,10.99,1.2,0.96,1.02,0.43,-0.08,-0.1,89.83,1.11,1.49,0.26,14.84,13.74,0.07,70.35,50.67,12.34,1.51,5.05,40.33,39.72,10.47,-0.3,-0.33,-0.36,-0.46,-0.46,126.75,115.72,91.52,67.44,39.37,19.78,16.49,34.67,32.55,9.77,8.87,5.92,4.21
2025-08-20 14:47:06.709,82.81,29.4,10.99,1.36,1.21,1.19,0.51,-0.16,-0.1,90.64,1.93,1.89,0.46,14.84,13.42,0.07,70.15,50.67,12.14,1.71,4.91,40.74,38.69,10.51,-0.38,-0.49,-0.44,-0.54,-0.5,124.72,109.61,91.11,63.35,37.13,18.14,15.68,34.67,32.96,9.37,8.74,5.76,4.13
2025-08-20 14:47:06.966,82.41,29.61,10.17,1.28,1.21,0.94,0.35,-0.4,-0.34,89.83,0.91,1.49,0.05,14.35,13.01,-0.01,69.54,50.47,11.93,2.53,4.81,40.94,39.92,10.23,-0.26,-0.33,-0.32,-0.42,-0.42,127.56,117.76,93.15,69.08,38.75,19.78,15.68,33.86,32.96,9.53,8.74,5.84,4.04
2025-08-20 14:47:07.212,83.22,30.02,10.99,1.52,1.37,1.1,0.51,-0.24,-0.26,88.6,1.32,2.1,0.46,14.27,12.85,0.24,70.15,50.67,11.73,1.71,4.81,41.56,40.33,9.94,-0.54,-0.41,-0.4,-0.54,-0.58,126.75,114.09,93.96,66.62,38.75,18.76,14.66,31.82,29.9,9.04,8.46,5.76,4.13
2025-08-20 14:47:07.460,83.63,30.42,11.39,1.61,1.37,1.35,0.51,0.01,-0.18,91.46,1.73,1.69,0.46,14.19,13.01,0.16,69.74,51.08,12.95,1.92,4.64,41.15,39.92,10.02,-0.34,-0.45,-0.44,-0.58,-0.74,126.75,112.05,93.15,67.03,38.75,19.78,15.47,31.41,30.92,9.12,8.62,5.68,4.04
2025-08-20 14:47:07.710,82.81,30.42,11.6,1.36,1.37,0.78,0.59,-0.32,-0.02,90.64,0.7,1.69,-0.35,14.02,12.6,-0.01,69.54,50.67,12.34,1.92,4.89,40.94,40.33,10.02,-0.46,-0.49,-0.44,-0.67,-0.62,125.94,112.87,92.74,64.57,39.37,18.76,15.27,30.59,30.51,9.29,8.38,5.59,3.96
2025-08-20 14:47:07.960,82.81,29.61,11.19,1.12,0.96,0.86,0.43,-0.16,-0.26,91.05,0.91,1.28,-0.15,13.94,12.52,-0.17,70.15,51.69,12.14,1.92,4.77,41.35,39.31,9.86,-0.3,-0.37,-0.36,-0.46,-0.58,125.13,118.16,94.78,68.26,38.75,21.01,15.07,33.04,30.71,8.96,8.21,5.55,3.96
2025-08-20 14:47:08.211,82.0,29.81,10.99,1.2,0.88,0.78,0.1,-0.24,-0.1,90.64,0.91,1.69,0.46,13.86,12.52,0.16,70.35,50.26,12.14,1.71,4.6,40.74,41.15,9.74,-0.34,-0.33,-0.32,-0.38,-0.46,125.94,115.31,94.37,70.3,40.59,21.01,14.86,34.88,32.76,9.04,8.21,5.68,4.04
2025-08-20 14:47:08.460,82.0,29.4,10.58,1.12,0.56,0.7,0.26,-0.32,-0.18,90.23,1.11,1.49,0.46,13.94,12.93,-0.01,70.15,50.26,11.53,2.12,4.42,40.74,39.72,9.53,-0.42,-0.41,-0.48,-0.58,-0.7,125.13,112.05,93.56,67.03,39.77,21.41,15.68,34.06,28.87,9.04,8.46,5.8,4.21
2025-08-20 14:47:08.711,81.59,29.4,10.78,1.04,0.96,1.02,0.35,-0.08,-0.18,91.05,0.7,1.28,0.05,14.11,13.17,0.07,69.54,50.26,12.75,2.33,4.73,41.15,39.31,9.74,-0.34,-0.25,-0.4,-0.38,-0.42,126.75,112.87,93.15,66.62,39.37,20.6,15.88,34.26,31.12,9.04,8.42,5.88,4.17
2025-08-20 14:47:08.960,82.41,30.22,10.78,1.12,0.72,0.94,0.35,-0.08,-0.1,90.23,0.5,1.69,0.26,14.35,13.01,0.24,70.76,51.49,12.55,1.71,5.19,41.15,40.53,10.06,-0.46,-0.37,-0.44,-0.54,-0.66,126.75,114.9,94.78,68.67,40.59,22.23,15.47,33.04,29.08,8.72,8.09,5.59,3.96
2025-08-20 14:47:09.211,83.63,30.63,10.78,1.12,0.96,1.1,0.35,-0.08,-0.1,89.01,0.91,1.49,0.46,14.43,12.6,0.07,69.95,51.28,11.32,1.51,5.38,40.94,38.69,10.39,-0.26,-0.37,-0.4,-0.54,-0.54,126.34,117.76,96.82,72.76,43.03,25.71,14.86,34.06,29.9,8.55,7.97,5.47,3.72
2025-08-20 14:47:09.460,82.81,29.81,10.58,1.2,0.88,0.86,0.18,-0.24,-0.02,91.05,1.11,1.28,0.05,14.92,13.26,0.16,69.95,50.88,12.14,1.51,5.34,41.35,38.08,10.63,-0.38,-0.49,-0.4,-0.5,-0.54,125.53,119.79,98.04,73.17,45.07,26.93,17.1,33.45,28.87,9.37,8.58,5.84,4.13
2025-08-20 14:47:09.710,83.22,30.02,10.99,1.04,0.88,0.78,0.26,-0.24,-0.18,91.46,0.91,1.08,0.26,15.0,13.42,0.16,71.38,52.1,12.55,1.31,5.46,41.56,38.49,10.75,-0.42,-0.49,-0.4,-0.5,-0.54,126.75,122.65,98.45,73.17,44.66,25.09,17.71,33.65,29.49,9.2,8.42,5.84,4.08
2025-08-20 14:47:09.960,82.81,29.81,10.78,1.28,0.96,1.02,0.26,-0.24,-0.1,92.28,0.91,1.28,0.26,15.82,13.82,0.07,71.58,51.28,12.14,1.71,6.01,40.53,38.69,11.24,-0.34,-0.37,-0.4,-0.58,-0.66,125.53,115.31,95.6,69.49,43.03,23.87,17.91,32.84,29.69,9.37,8.58,5.8,4.04
2025-08-20 14:47:10.211,80.77,29.4,10.38,1.12,0.72,0.7,-0.14,-0.32,-0.26,91.46,1.11,0.67,-0.15,15.98,14.07,-0.25,70.76,51.49,12.75,1.51,6.44,40.12,39.1,11.73,-0.34,-0.41,-0.4,-0.38,-0.62,126.34,116.94,94.78,68.67,41.2,22.85,18.32,33.86,31.74,9.2,8.54,5.8,4.13
2025-08-20 14:47:10.460,82.41,30.22,10.38,1.12,0.96,0.7,0.02,-0.32,-0.18,91.87,0.91,0.67,0.26,16.55,14.64,-0.01,70.35,51.28,12.55,1.71,6.79,40.53,39.1,12.26,-0.46,-0.33,-0.44,-0.54,-0.58,126.75,119.79,93.56,67.44,38.75,21.01,17.91,34.26,31.12,8.96,8.54,5.8,4.0
2025-08-20 14:47:10.710,82.81,30.22,11.19,0.96,0.72,0.53,-0.31,-0.32,-0.26,91.05,0.5,1.49,-0.15,16.96,14.64,0.07,69.54,50.67,11.93,1.51,7.17,40.33,37.87,12.42,-0.22,-0.41,-0.44,-0.54,-0.54,125.13,118.98,96.0,69.49,40.79,22.64,18.12,34.47,33.78,9.29,8.42,5.68,3.92
2025-08-20 14:47:10.968,83.22,30.42,10.78,0.79,0.56,0.37,-0.06,-0.4,-0.43,89.42,-0.11,1.08,0.26,16.96,14.88,-0.09,68.92,50.26,11.73,0.69,7.07,40.33,38.49,12.67,-0.42,-0.33,-0.48,-0.54,-0.66,126.34,112.46,94.78,69.08,41.61,23.25,18.73,32.84,30.1,9.61,8.91,5.8,4.0
2025-08-20 14:47:11.210,83.22,30.42,11.19,0.63,0.23,0.37,-0.06,-0.24,-0.34,89.83,0.5,0.87,-0.56,17.12,14.72,0.07,69.13,50.47,11.93,0.49,6.95,40.53,38.9,12.87,-0.34,-0.37,-0.32,-0.54,-0.74,124.72,112.87,96.41,69.9,41.4,22.23,18.73,32.22,26.22,9.69,9.03,5.68,3.96
2025-08-20 14:47:11.460,82.81,30.63,10.99,0.88,0.72,0.7,0.35,-0.32,-0.34,90.64,0.5,0.87,0.26,17.12,14.88,0.16,68.52,50.06,11.73,0.49,6.6,40.53,38.28,12.58,-0.38,-0.41,-0.44,-0.54,-0.74,124.72,115.72,93.96,68.67,40.38,21.62,17.91,29.98,26.01,10.18,9.15,5.76,4.04
2025-08-20 14:47:11.710,82.41,30.83,10.58,1.2,0.64,0.86,0.26,-0.16,-0.18,89.83,0.91,1.28,0.05,16.63,14.64,0.16,69.33,49.65,12.14,0.9,6.05,39.92,40.33,12.26,-0.5,-0.45,-0.44,-0.5,-0.58,124.72,114.5,93.56,67.44,39.98,21.21,17.71,30.18,29.49,10.26,9.31,5.72,4.0
2025-08-20 14:47:11.967,82.81,30.22,11.19,1.12,1.04,0.7,0.1,-0.4,-0.26,89.83,0.7,1.49,0.05,15.9,14.07,-0.09,69.33,50.26,12.14,0.9,5.36,40.33,39.31,11.32,-0.42,-0.45,-0.52,-0.62,-0.54,125.13,118.57,92.74,67.44,39.16,20.6,16.08,30.18,28.26,9.94,9.19,5.68,4.08
2025-08-20 14:47:12.210,82.41,30.22,11.39,0.79,0.96,0.61,0.1,-0.16,-0.26,90.23,1.11,1.28,0.67,15.08,14.15,0.16,70.76,51.28,11.93,1.71,5.13,40.53,38.9,10.96,-0.58,-0.49,-0.44,-0.67,-0.58,125.53,115.72,92.33,65.8,39.16,20.39,15.88,30.18,29.69,9.69,9.03,5.64,4.08
2025-08-20 14:47:12.460,82.41,30.42,12.0,1.12,0.96,0.86,0.35,-0.08,-0.1,89.42,0.91,1.69,0.46,14.84,13.17,0.24,70.76,50.88,12.75,1.31,5.24,40.74,40.74,10.59,-0.46,-0.37,-0.36,-0.42,-0.5,125.13,123.87,91.93,67.85,38.55,19.57,15.07,31.2,28.67,9.29,8.62,5.68,4.0
2025-08-20 14:47:12.710,83.22,30.63,11.6,1.28,0.96,0.94,0.18,-0.32,-0.26,90.64,0.5,1.28,0.26,14.84,12.85,0.16,70.76,51.28,13.77,1.1,5.3,40.74,39.31,10.55,-0.42,-0.45,-0.48,-0.58,-0.58,126.34,113.27,93.96,69.49,39.16,21.41,16.49,33.65,29.9,9.29,8.66,5.84,4.21
2025-08-20 14:47:12.968,82.41,30.42,11.19,1.12,0.8,0.61,0.1,-0.4,-0.43,89.83,0.5,1.28,-0.76,14.6,13.09,-0.01,69.54,50.67,12.34,0.9,5.03,40.33,39.51,10.1,-0.58,-0.41,-0.44,-0.46,-0.58,123.51,110.01,92.74,67.03,38.96,21.41,15.68,35.69,30.71,9.29,8.66,5.84,4.0
2025-08-20 14:47:13.211,83.22,29.61,11.39,1.12,0.88,0.78,0.18,-0.32,-0.1,90.23,0.91,1.28,0.26,14.02,12.77,0.16,69.95,50.88,12.55,1.31,4.64,39.92,41.35,9.9,-0.42,-0.25,-0.44,-0.54,-0.66,125.13,116.94,93.56,67.85,39.37,20.6,15.47,35.08,29.49,9.53,8.74,5.96,4.25
2025-08-20 14:47:13.461,82.41,30.42,10.99,1.04,0.8,0.7,0.18,-0.4,-0.26,90.64,0.91,1.28,0.26,14.02,12.77,-0.01,69.54,50.67,12.14,0.9,4.52,40.74,39.72,9.74,-0.3,-0.41,-0.4,-0.5,-0.54,125.53,113.68,93.96,68.67,39.16,20.8,16.29,34.88,31.12,9.29,8.5,5.76,4.04
2025-08-20 14:47:13.711,82.81,30.22,11.19,0.79,0.31,0.53,-0.06,-0.24,-0.18,91.05,0.7,1.28,0.26,14.27,12.85,0.16,70.15,50.67,12.55,1.51,4.66,40.12,38.49,9.9,-0.34,-0.45,-0.44,-0.67,-0.58,125.13,113.68,93.56,68.26,37.74,19.57,15.68,36.1,32.76,9.29,8.54,5.8,4.08
2025-08-20 14:47:13.968,83.63,29.81,10.78,0.63,0.4,0.37,0.02,-0.65,-0.34,89.83,0.5,0.87,-0.15,14.11,12.69,0.07,70.15,50.67,11.93,0.69,4.91,40.33,38.28,9.82,-0.58,-0.45,-0.44,-0.67,-0.7,124.72,114.5,92.33,67.44,38.14,19.57,15.27,35.29,32.96,9.12,8.34,5.84,4.13
2025-08-20 14:47:14.210,82.81,29.81,10.38,0.79,0.64,0.61,0.18,-0.4,-0.26,90.23,0.91,1.49,-0.56,14.43,12.93,0.16,70.15,51.28,12.34,1.31,4.99,40.53,39.51,10.1,-0.3,-0.37,-0.48,-0.5,-0.66,123.51,114.09,93.15,68.26,38.35,19.37,15.47,34.88,31.74,8.96,8.3,5.8,3.96
2025-08-20 14:47:14.460,81.59,29.4,10.38,0.55,0.64,0.61,0.18,-0.08,-0.18,91.05,0.7,1.28,0.26,14.51,12.85,0.07,70.15,51.08,12.55,0.9,5.11,40.74,39.92,10.19,-0.3,-0.41,-0.36,-0.46,-0.33,124.32,116.53,94.37,67.85,38.35,19.98,14.86,34.88,30.71,8.88,8.34,5.84,4.04
2025-08-20 14:47:14.711,82.41,29.4,11.39,0.96,0.72,0.78,0.35,-0.32,-0.26,91.05,1.11,1.69,0.26,14.35,13.01,0.07,70.97,51.9,12.75,1.71,4.93,40.53,39.1,10.02,-0.3,-0.37,-0.4,-0.46,-0.62,123.1,121.83,96.0,70.3,41.81,22.23,15.88,33.45,30.92,9.2,8.3,5.68,4.0
2025-08-20 14:47:14.960,82.0,30.22,11.19,1.12,0.96,0.86,0.26,-0.24,-0.1,91.87,0.91,1.49,0.05,14.27,13.42,0.07,71.38,52.72,12.95,1.31,5.03,41.15,39.92,10.1,-0.34,-0.33,-0.4,-0.54,-0.54,124.32,113.27,94.78,68.67,40.79,22.44,15.68,32.63,29.49,9.29,8.5,5.88,4.13
2025-08-20 14:47:15.210,82.41,29.81,11.39,1.2,1.13,1.02,0.59,0.09,0.14,92.28,1.52,1.69,0.46,14.76,13.17,-0.01,71.58,52.1,12.75,1.71,5.09,40.33,40.12,10.31,-0.42,-0.37,-0.4,-0.46,-0.5,125.53,117.76,92.74,67.44,38.96,20.8,17.1,33.45,30.1,9.2,8.58,5.84,4.13
2025-08-20 14:47:15.460,82.0,29.81,10.99,1.04,0.96,0.78,0.35,-0.08,-0.1,91.05,0.3,1.49,0.67,14.84,13.58,0.07,70.76,51.28,12.75,1.1,5.32,40.94,39.51,10.63,-0.42,-0.37,-0.4,-0.5,-0.42,125.94,112.87,92.33,67.85,39.57,20.19,17.1,34.88,33.37,9.53,8.7,5.88,4.21
2025-08-20 14:47:15.710,82.41,29.61,11.19,1.12,0.88,0.94,0.35,-0.32,-0.1,91.05,1.11,1.89,0.05,14.76,13.26,0.07,70.35,51.9,12.34,1.51,5.6,40.74,39.92,10.67,-0.54,-0.45,-0.44,-0.46,-0.66,124.32,117.35,93.15,68.67,40.59,21.01,16.08,34.26,34.19,8.96,8.3,5.59,3.96
2025-08-20 14:47:15.966,83.63,30.02,10.58,0.88,0.64,0.61,0.02,-0.48,-0.34,90.64,0.91,0.67,0.05,15.17,13.58,0.07,70.35,50.67,12.14,1.1,5.62,40.33,40.94,10.92,-0.5,-0.49,-0.56,-0.62,-0.7,124.32,120.61,97.23,70.3,40.59,22.23,17.1,35.29,32.96,9.12,8.54,5.88,4.13
2025-08-20 14:47:16.210,83.63,30.02,10.99,0.88,0.72,0.86,0.18,-0.4,-0.26,90.64,0.91,1.28,-0.56,15.66,13.74,-0.01,70.56,51.28,11.73,1.31,5.87,40.53,39.51,11.16,-0.42,-0.37,-0.36,-0.5,-0.54,125.13,112.05,95.6,68.67,41.4,22.23,17.71,34.06,30.3,9.29,8.74,6.0,4.13
2025-08-20 14:47:16.460,83.22,29.81,10.38,1.04,0.88,0.86,0.18,-0.32,-0.18,91.05,0.3,1.49,0.26,15.82,13.5,0.16,70.76,51.69,12.34,1.51,5.99,40.33,40.33,11.49,-0.26,-0.29,-0.36,-0.46,-0.54,124.72,122.24,95.19,68.67,41.81,22.85,18.12,32.84,29.69,9.53,8.62,5.68,4.0
2025-08-20 14:47:16.709,81.59,30.63,11.6,1.2,0.96,0.78,0.43,-0.08,-0.18,89.01,0.3,1.08,0.05,15.9,14.31,0.16,69.74,51.28,12.95,0.9,5.83,40.94,40.12,11.65,-0.3,-0.41,-0.44,-0.54,-0.54,124.72,108.79,96.0,69.9,43.23,22.85,17.3,32.43,29.08,9.86,9.11,5.92,4.21
2025-08-20 14:47:16.967,83.63,30.22,10.78,1.12,0.88,0.7,0.35,-0.24,-0.26,90.23,0.5,1.28,-0.15,15.9,14.23,-0.17,70.76,51.08,12.55,1.71,5.52,40.33,40.33,11.53,-0.3,-0.33,-0.4,-0.54,-0.66,123.51,124.68,95.19,67.85,42.62,22.64,17.3,31.61,28.67,9.94,9.27,5.76,4.13
2025-08-20 14:47:17.211,82.41,30.22,11.19,1.36,1.04,1.02,0.51,-0.16,-0.18,90.23,1.52,1.49,0.05,15.9,14.48,0.07,69.95,51.28,12.34,1.71,5.36,40.94,41.56,11.41,-0.3,-0.37,-0.4,-0.54,-0.66,125.53,111.64,94.78,68.26,40.99,21.62,17.3,33.04,30.3,10.02,9.4,5.92,4.21
2025-08-20 14:47:17.460,81.18,30.22,10.99,1.28,1.37,0.86,0.35,-0.16,-0.1,91.05,1.52,1.69,0.46,15.66,13.99,0.24,70.56,51.28,12.55,1.71,5.54,41.15,41.76,11.16,-0.42,-0.37,-0.44,-0.58,-0.58,126.34,110.01,92.74,66.21,40.79,21.01,16.9,32.43,29.49,9.45,8.91,5.88,4.13
2025-08-20 14:47:17.710,83.22,30.22,10.99,1.04,1.04,0.78,0.26,-0.16,-0.43,90.64,0.91,1.28,0.46,15.74,13.82,0.07,69.95,50.47,11.73,1.31,5.91,41.35,40.74,11.2,-0.42,-0.53,-0.44,-0.54,-0.54,124.72,104.72,93.15,66.21,39.57,21.41,17.3,34.06,32.55,9.69,8.83,6.0,4.33
2025-08-20 14:47:17.960,83.22,30.63,10.78,1.04,0.8,0.78,-0.06,-0.08,-0.34,91.05,0.3,1.28,0.46,15.9,13.5,0.16,70.76,51.08,12.34,1.71,5.97,41.15,39.92,11.32,-0.42,-0.33,-0.4,-0.46,-0.58,125.94,120.61,94.78,68.26,39.98,19.98,17.3,33.86,29.28,9.37,8.66,5.64,4.08
2025-08-20 14:47:18.210,83.63,30.63,11.19,1.2,0.8,0.86,0.1,-0.32,-0.18,90.23,0.7,1.08,0.46,15.82,14.15,0.07,71.17,51.08,12.75,0.9,5.75,41.15,41.56,11.61,-0.5,-0.45,-0.44,-0.5,-0.54,126.34,109.61,92.74,67.85,40.38,21.01,16.9,33.86,28.06,9.69,8.95,5.8,4.13
2025-08-20 14:47:18.460,82.81,30.63,11.19,1.12,0.72,0.86,0.35,-0.08,-0.18,91.46,0.3,1.69,0.05,15.49,13.99,-0.17,70.97,51.28,12.55,1.51,5.34,41.35,40.74,11.08,-0.42,-0.41,-0.44,-0.54,-0.58,126.75,115.31,95.19,69.9,41.4,23.05,16.29,32.02,28.67,9.77,9.07,5.8,4.25
2025-08-20 14:47:18.710,84.45,31.24,10.99,1.36,0.96,1.19,0.67,-0.08,-0.18,91.87,1.32,1.69,-0.56,15.25,13.42,0.07,71.78,51.9,12.95,1.51,4.99,40.74,40.53,10.71,-0.26,-0.29,-0.36,-0.42,-0.58,126.75,121.42,95.6,70.3,42.62,23.87,15.68,32.84,29.49,9.77,9.11,5.84,4.21
2025-08-20 14:47:18.960,84.04,31.44,12.0,1.36,1.13,1.19,0.51,-0.24,-0.18,91.87,1.11,1.89,0.26,15.08,13.42,0.07,70.56,51.49,12.34,1.51,5.01,41.35,40.53,10.55,-0.38,-0.33,-0.32,-0.46,-0.42,126.75,116.13,94.37,69.49,42.42,22.85,16.49,33.65,29.49,9.53,8.87,5.84,4.13
2025-08-20 14:47:19.210,84.86,31.44,11.8,1.44,1.04,0.78,0.43,-0.16,-0.1,90.64,1.52,1.08,0.26,15.0,13.42,0.16,70.56,51.08,12.95,0.9,5.19,40.74,39.92,10.55,-0.3,-0.33,-0.4,-0.46,-0.5,125.94,120.2,93.15,67.44,42.22,21.62,16.29,33.24,28.46,9.29,8.74,5.76,4.0
2025-08-20 14:47:19.460,84.86,31.64,12.41,1.04,0.64,0.7,0.18,-0.24,0.06,91.05,0.91,1.69,-0.15,15.08,13.34,-0.01,70.56,50.26,11.93,1.1,5.11,40.74,39.92,10.63,-0.42,-0.45,-0.4,-0.58,-0.66,127.56,109.2,96.0,68.26,40.38,21.21,16.29,34.26,31.12,9.37,8.7,5.84,4.13
2025-08-20 14:47:19.710,84.86,32.46,11.6,0.96,0.8,0.45,0.26,-0.4,-0.02,89.83,0.91,1.08,0.46,14.92,13.26,0.24,70.76,50.88,11.93,1.1,5.19,41.35,40.33,10.59,-0.34,-0.37,-0.32,-0.5,-0.5,127.56,112.87,93.96,67.03,40.59,20.8,15.68,33.04,29.28,9.29,8.46,5.76,4.04
2025-08-20 14:47:19.966,84.04,31.03,11.39,0.79,0.56,0.53,0.02,-0.24,-0.26,90.23,1.11,1.69,0.87,15.49,13.82,0.16,70.76,51.9,12.55,1.51,5.5,41.56,39.31,10.88,-0.38,-0.33,-0.36,-0.58,-0.66,126.34,111.24,94.37,67.44,40.38,21.62,17.1,33.45,30.51,9.45,8.78,5.96,4.17
2025-08-20 14:47:20.210,82.81,30.83,11.39,0.63,0.72,0.45,0.1,-0.48,-0.18,90.23,-0.11,1.08,0.26,15.41,13.74,-0.01,70.56,50.88,12.34,1.51,5.7,40.94,39.51,11.12,-0.5,-0.45,-0.4,-0.5,-0.66,126.34,118.16,93.96,67.85,39.57,21.82,16.29,36.31,33.78,9.29,8.62,5.92,4.08
2025-08-20 14:47:20.460,82.81,31.24,11.39,0.79,0.48,0.53,0.02,-0.16,-0.34,89.42,0.5,1.08,0.26,15.9,13.99,-0.01,70.35,51.08,11.93,1.1,5.73,41.15,39.1,11.41,-0.46,-0.49,-0.44,-0.42,-0.62,126.75,111.24,95.19,68.26,41.2,22.03,17.91,37.73,35.21,9.69,8.91,6.0,4.29
2025-08-20 14:47:20.709,83.22,31.03,10.99,0.71,0.56,0.45,0.26,-0.32,-0.18,91.05,0.7,0.87,-0.35,15.9,13.91,-0.09,70.56,51.28,12.75,1.31,5.75,41.35,39.72,11.41,-0.34,-0.41,-0.4,-0.58,-0.54,127.97,118.16,94.78,69.08,40.59,21.21,17.3,36.71,32.55,9.69,8.99,5.84,4.13
2025-08-20 14:47:20.966,83.63,31.24,10.58,0.55,0.56,0.61,0.02,-0.32,-0.26,89.42,0.5,1.49,0.26,15.57,14.07,-0.01,70.97,51.28,11.93,1.1,5.48,41.97,40.74,11.28,-0.38,-0.33,-0.44,-0.46,-0.62,127.16,116.13,93.15,67.85,40.18,19.98,17.1,39.37,35.62,10.02,9.07,6.04,4.33
2025-08-20 14:47:21.210,84.04,31.44,11.39,0.96,0.4,0.7,0.26,-0.24,-0.18,91.87,0.91,1.49,0.05,15.49,13.82,0.16,70.97,52.1,12.34,1.31,5.32,41.15,41.76,10.96,-0.5,-0.45,-0.44,-0.5,-0.58,127.56,111.24,92.74,64.57,36.72,19.17,15.88,38.14,35.42,9.37,8.83,5.8,4.13
2025-08-20 14:47:21.460,83.22,31.24,10.58,1.04,0.88,0.86,0.18,-0.08,-0.34,91.46,0.91,1.28,-0.15,15.33,13.99,-0.01,70.76,51.08,12.34,1.1,5.36,40.33,39.72,10.88,-0.38,-0.33,-0.36,-0.38,-0.58,127.16,112.05,92.33,67.85,37.74,19.17,16.29,35.49,35.62,9.61,8.95,5.88,4.17
2025-08-20 14:47:21.710,83.63,30.83,11.39,1.04,0.88,0.86,0.26,-0.24,-0.26,91.87,0.91,1.49,0.26,15.41,13.58,0.24,70.76,51.28,12.34,1.1,5.44,41.15,39.92,10.88,-0.42,-0.33,-0.36,-0.54,-0.54,126.75,112.87,92.74,65.8,36.92,18.55,15.68,34.06,30.71,9.53,8.7,5.88,4.21
2025-08-20 14:47:21.960,83.63,31.03,11.19,1.04,0.88,0.86,0.35,-0.24,-0.26,91.87,0.91,1.89,-0.15,15.41,13.82,0.07,70.35,50.67,11.93,1.51,5.3,40.94,39.51,10.75,-0.42,-0.41,-0.44,-0.58,-0.54,125.53,108.38,91.52,65.39,36.72,18.55,16.29,34.47,28.67,9.77,9.11,5.96,4.21
2025-08-20 14:47:22.211,83.22,31.03,11.19,1.36,1.29,1.43,0.35,0.01,-0.1,92.28,1.32,1.69,0.05,15.0,13.58,0.16,71.17,50.88,12.75,1.92,5.03,40.94,40.33,10.71,-0.38,-0.37,-0.4,-0.62,-0.62,126.34,113.68,92.33,65.8,37.74,17.33,14.86,34.26,27.85,9.2,8.7,5.68,3.92
2025-08-20 14:47:22.460,83.22,30.63,11.8,1.44,1.37,1.1,0.67,-0.08,-0.1,92.28,1.73,2.3,0.67,14.27,13.01,0.07,70.15,51.28,12.55,2.12,4.64,40.94,39.1,10.06,-0.34,-0.37,-0.36,-0.5,-0.42,125.53,110.42,92.74,67.44,39.98,21.01,14.86,33.45,30.1,9.37,8.74,5.8,4.0
