measuring point,CON_L1,GF1,GF2,GF6,GF7,GF8,GF11,GF14,GF17,SEG1,GF3,GF4,CONV1,RIS10,RIS11,CONV2,SEG2,SEG3,SEG4,SEG5,dp2,ILS1,ILS2,dp1,GF19,GF22,GF23,ZL1,ZL2,CON_R1,CON_R2,RIS1,RIS2,RIS3,RIS4,RIS5,ULS1,ULS2,RIS12,RIS13,ZR1,ZR2
sensor number,1,3,4,6,7,8,9,10,11,13,15,16,17,21,22,23,25,26,27,28,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,48,49,50,51,52,53
sensor range,500,250,250,100,100,100,100,100,100,500,250,250,250,100,100,100,250,250,250,250,25,250,250,50,50,50,50,50,50,500,500,500,500,250,250,250,250,250,100,50,50,50
sensor height,-0.187,-0.046,0.033,0.233,0.349,0.449,0.599,0.749,0.899,-0.245,0.083,0.131,0.178,0.601,1.101,0.478,-0.205,-0.165,-0.084,-0.023,nan,0.628,0.628,nan,0.999,1.295,1.488,1.154,1.592,-0.35,-0.35,-0.29,-0.225,-0.16,-0.128,-0.03,1.056,1.056,1.637,1.735,1.401,1.839
2025-08-20 14:46:47.710,82.0,30.22,11.39,1.12,0.72,0.94,0.59,0.01,-0.26,91.05,1.32,1.69,0.67,15.41,13.82,0.07,70.56,51.69,12.95,1.51,5.32,41.35,38.9,11.0,-0.34,-0.25,-0.36,-0.54,-0.54,125.94,121.42,92.33,64.57,38.35,17.94,15.47,36.51,32.76,9.77,8.95,5.59,3.88
2025-08-20 14:46:47.960,82.41,30.02,11.39,1.2,1.13,1.1,0.59,-0.16,-0.26,91.05,0.91,1.49,0.26,14.6,12.93,-0.09,71.78,51.28,12.75,2.33,4.95,40.94,38.9,10.55,-0.46,-0.29,-0.4,-0.5,-0.66,127.16,111.64,90.29,65.8,37.94,16.51,15.27,35.9,32.35,9.37,8.54,5.59,3.96
2025-08-20 14:46:48.208,82.0,29.4,11.6,1.2,1.21,1.19,0.51,-0.16,-0.26,91.05,0.91,1.69,0.46,13.94,12.77,0.24,69.95,51.49,12.55,1.71,4.54,40.12,39.51,9.9,-0.38,-0.53,-0.44,-0.62,-0.66,124.72,107.98,91.11,64.57,37.94,17.12,14.25,36.1,33.37,8.88,8.3,5.47,3.92
2025-08-20 14:46:48.459,80.77,29.81,12.41,1.36,0.88,1.02,0.18,-0.24,-0.18,91.46,1.32,1.69,0.26,13.54,12.36,0.07,70.35,51.08,12.34,1.51,4.44,40.12,39.1,9.41,-0.34,-0.33,-0.48,-0.71,-0.62,125.94,107.98,91.11,64.16,38.35,19.98,14.05,33.65,33.37,8.8,8.21,5.55,3.92
2025-08-20 14:46:48.710,81.18,30.22,12.21,1.2,1.13,0.86,0.02,-0.16,-0.26,90.23,1.32,1.69,0.26,13.13,11.95,0.16,70.15,51.49,12.14,1.71,4.24,40.74,39.1,9.09,-0.42,-0.45,-0.52,-0.5,-0.62,125.94,121.02,93.96,67.03,39.77,21.01,14.46,33.04,31.53,8.63,8.05,5.47,3.76
2025-08-20 14:46:48.967,82.81,30.83,12.0,1.04,0.96,0.78,0.1,-0.48,-0.43,89.83,0.91,1.28,0.26,13.13,11.79,-0.09,70.15,50.06,12.14,1.1,4.24,40.94,39.72,9.09,-0.54,-0.58,-0.48,-0.79,-0.66,125.13,111.64,96.41,69.08,42.42,23.25,14.25,32.84,29.9,8.31,7.81,5.31,3.67
2025-08-20 14:46:49.210,83.22,30.83,12.21,1.2,1.13,0.94,0.43,-0.32,-0.26,91.46,0.91,1.28,0.26,13.29,12.2,-0.01,70.15,50.67,12.75,1.1,4.24,40.74,40.12,9.09,-0.46,-0.53,-0.56,-0.54,-0.58,125.53,114.09,98.45,71.53,44.25,24.28,15.07,33.45,32.35,8.88,8.21,5.64,4.04
2025-08-20 14:46:49.460,82.41,31.03,11.8,1.2,0.88,0.86,0.35,-0.08,-0.1,89.83,0.91,1.89,0.46,13.78,12.28,0.07,70.15,50.88,11.73,1.51,4.73,40.94,41.15,9.41,-0.46,-0.45,-0.52,-0.62,-0.66,126.75,117.35,96.0,67.85,41.4,23.46,16.29,35.08,33.58,8.39,8.09,5.72,4.04
2025-08-20 14:46:49.709,84.45,31.03,11.6,1.04,0.8,0.61,0.35,-0.16,-0.26,92.28,1.11,1.69,0.26,14.27,12.69,-0.01,71.17,50.88,12.55,1.31,5.07,40.74,41.15,9.94,-0.46,-0.41,-0.52,-0.5,-0.66,126.34,119.39,96.41,69.08,41.4,22.64,16.69,33.86,31.94,8.72,8.17,5.64,3.88
2025-08-20 14:46:49.966,82.81,30.83,12.0,0.71,0.48,0.53,0.02,-0.48,-0.26,90.23,0.5,1.08,0.05,14.84,13.5,-0.17,69.74,50.47,12.55,1.51,5.93,41.35,40.74,10.8,-0.22,-0.45,-0.48,-0.5,-0.7,125.94,110.01,91.93,67.85,39.98,21.21,16.69,34.26,30.51,8.47,8.09,5.59,4.04
2025-08-20 14:46:50.211,82.41,30.22,10.38,0.63,0.23,0.04,-0.47,-0.57,-0.59,89.42,-0.32,0.06,-0.35,15.0,13.34,-0.17,69.13,49.65,11.32,1.1,6.23,40.74,43.4,11.36,-0.38,-0.49,-0.56,-0.67,-0.66,126.75,117.76,95.6,69.9,41.2,21.41,16.9,33.86,31.53,8.55,8.05,5.47,3.84
2025-08-20 14:46:50.460,83.22,30.63,11.8,0.96,0.88,0.86,0.18,-0.32,-0.18,92.28,0.91,1.28,0.26,16.47,14.31,0.16,71.17,51.49,12.75,1.31,6.62,40.94,41.35,11.97,-0.5,-0.41,-0.52,-0.62,-0.54,127.16,110.01,94.78,68.26,41.81,21.62,17.91,32.84,31.12,9.29,8.54,5.76,3.96
2025-08-20 14:46:50.710,84.04,31.03,11.6,1.36,1.21,1.02,0.35,-0.24,-0.1,91.87,1.32,1.69,0.05,16.39,14.31,0.16,71.38,51.9,12.14,1.31,6.56,41.35,40.33,12.14,-0.63,-0.58,-0.48,-0.58,-0.58,127.16,118.57,93.56,69.08,39.57,20.6,17.91,32.84,32.14,9.61,8.54,5.68,3.92
2025-08-20 14:46:50.966,84.45,31.03,11.6,1.04,0.96,0.78,0.18,-0.4,-0.43,90.64,0.91,0.67,-0.35,16.72,14.64,-0.25,70.76,51.69,12.75,0.9,6.36,40.33,41.56,12.38,-0.54,-0.49,-0.52,-0.67,-0.62,126.75,108.79,92.33,67.44,39.98,21.21,17.91,34.06,33.58,9.86,8.95,5.59,4.0
2025-08-20 14:46:51.210,82.41,31.03,11.8,1.04,0.96,0.94,0.1,-0.32,-0.26,91.46,0.91,1.69,0.46,16.72,15.13,0.07,70.56,51.49,11.93,1.31,6.05,41.15,39.51,12.18,-0.54,-0.45,-0.48,-0.54,-0.58,125.13,114.9,93.56,68.67,40.79,21.82,17.1,34.67,31.94,10.18,9.03,5.59,3.96
2025-08-20 14:46:51.460,82.81,30.83,11.8,0.88,0.48,0.53,-0.06,-0.24,-0.18,92.28,0.91,1.08,0.26,15.74,14.39,0.07,70.35,51.08,13.36,1.31,5.64,40.74,39.72,11.61,-0.34,-0.45,-0.4,-0.5,-0.54,125.13,114.9,94.37,67.44,41.61,21.41,17.1,35.9,32.76,10.02,8.87,5.72,4.0
2025-08-20 14:46:51.710,82.41,30.63,11.19,0.79,0.56,0.45,0.1,-0.24,-0.1,91.87,0.5,1.28,0.26,15.41,13.99,0.16,70.35,51.49,12.75,1.71,5.38,41.15,39.1,11.0,-0.42,-0.29,-0.44,-0.58,-0.58,125.13,119.39,91.93,67.03,39.16,20.19,15.68,34.88,30.92,9.69,8.78,5.68,4.08
2025-08-20 14:46:51.959,83.63,30.02,11.19,0.79,0.8,0.61,0.35,-0.24,-0.02,92.28,0.91,1.08,0.46,15.0,13.74,-0.01,69.74,50.88,12.75,1.51,5.19,41.76,41.35,10.71,-0.46,-0.37,-0.48,-0.54,-0.5,126.34,110.42,93.56,66.21,38.96,20.39,15.47,35.29,29.9,9.53,8.66,5.76,4.0
2025-08-20 14:46:52.210,84.04,30.63,11.8,0.79,0.48,0.7,0.18,-0.24,-0.1,91.46,1.11,1.28,0.46,14.76,13.26,-0.01,71.17,52.1,12.75,1.31,5.32,41.15,39.72,10.47,-0.38,-0.45,-0.48,-0.67,-0.58,127.16,115.72,91.52,64.16,37.74,19.37,15.47,34.26,28.67,8.88,8.26,5.51,3.96
2025-08-20 14:46:52.459,85.27,30.83,11.39,1.12,0.8,0.86,0.43,-0.32,-0.18,93.5,1.32,1.49,0.46,14.51,13.01,0.24,72.6,52.92,13.77,1.31,5.46,41.97,37.87,10.27,-0.42,-0.37,-0.36,-0.54,-0.62,126.75,119.79,90.7,65.39,37.33,18.96,15.88,33.04,28.46,8.72,8.21,5.51,3.92
2025-08-20 14:46:52.710,86.5,30.63,12.21,1.12,1.04,0.78,0.35,-0.32,-0.18,93.91,1.11,1.28,-0.15,14.76,13.09,-0.09,72.19,52.92,14.38,2.12,5.4,40.53,39.51,10.35,-0.38,-0.33,-0.32,-0.5,-0.58,128.37,116.53,91.52,64.57,37.13,17.94,15.47,32.43,27.85,8.72,8.21,5.55,3.92
2025-08-20 14:46:52.967,84.04,31.24,12.0,1.04,0.56,0.86,0.18,-0.4,-0.26,93.09,0.5,1.08,0.05,14.35,13.01,0.07,71.58,51.9,13.56,1.1,5.15,41.15,38.9,10.02,-0.38,-0.37,-0.44,-0.62,-0.46,127.97,112.05,89.48,64.16,35.9,17.33,14.86,34.26,28.26,8.72,8.34,5.68,3.96
2025-08-20 14:46:53.210,85.27,31.03,11.6,1.12,0.96,1.1,0.35,-0.16,0.06,93.5,1.11,1.69,0.05,14.02,12.93,-0.01,70.97,52.72,13.56,1.71,4.97,41.15,39.92,9.9,-0.34,-0.49,-0.44,-0.46,-0.54,129.18,116.94,90.29,65.8,36.31,16.71,14.25,32.84,28.87,8.55,8.21,5.51,4.04
2025-08-20 14:46:53.460,85.68,31.03,11.6,1.04,1.04,0.94,0.18,-0.16,-0.26,92.68,1.11,1.28,0.46,14.11,12.85,0.16,70.97,52.31,13.77,0.9,4.77,41.15,38.08,9.74,-0.42,-0.41,-0.48,-0.67,-0.7,127.16,109.61,91.93,65.8,35.9,17.33,14.05,35.49,32.14,9.04,8.09,5.51,3.88
2025-08-20 14:46:53.710,83.22,30.83,12.21,1.2,0.88,0.94,0.51,-0.57,-0.34,92.28,0.3,1.69,0.05,13.86,12.52,0.07,71.58,51.08,13.56,0.9,4.73,41.15,38.49,9.66,-0.5,-0.45,-0.48,-0.42,-0.66,127.16,114.9,90.7,66.21,36.11,18.14,15.27,35.9,33.17,8.63,8.26,5.51,4.0
2025-08-20 14:46:53.966,84.45,30.83,11.39,1.04,0.88,0.7,0.02,-0.08,-0.02,92.68,0.91,1.49,-0.15,13.62,12.6,-0.09,71.58,52.1,13.36,1.51,4.54,41.35,39.92,9.78,-0.46,-0.37,-0.36,-0.58,-0.58,127.97,120.61,91.52,63.35,35.9,17.53,13.85,34.67,29.9,9.12,8.38,5.72,3.92
2025-08-20 14:46:54.210,83.22,30.63,12.0,1.04,0.72,0.78,0.35,-0.16,-0.26,90.23,0.7,1.69,0.26,14.02,12.77,0.07,70.76,51.69,12.95,1.51,4.36,40.74,38.69,9.62,-0.54,-0.41,-0.48,-0.5,-0.62,129.18,110.42,91.52,65.39,35.7,17.53,14.86,34.06,30.51,8.96,8.38,5.72,3.96
2025-08-20 14:46:54.460,81.59,30.63,12.0,1.04,1.13,0.94,0.35,-0.16,-0.18,90.64,0.5,1.49,0.46,13.62,12.44,0.16,69.95,51.49,12.75,1.31,4.2,40.94,40.74,9.13,-0.58,-0.58,-0.48,-0.58,-0.7,125.94,113.27,91.52,63.75,36.72,18.14,14.25,34.88,33.17,9.04,8.21,5.76,3.96
2025-08-20 14:46:54.709,82.41,30.02,11.8,1.2,0.88,0.86,0.26,-0.24,-0.1,91.46,1.11,1.28,0.46,13.45,12.36,0.16,69.95,51.28,12.14,1.71,4.24,40.94,39.1,8.97,-0.5,-0.49,-0.52,-0.71,-0.7,125.94,110.42,91.93,66.21,36.72,18.35,14.05,36.1,34.8,8.8,8.21,5.68,3.84
2025-08-20 14:46:54.966,82.41,30.22,11.8,0.79,0.64,0.7,0.02,-0.4,-0.26,89.83,0.5,1.08,0.26,13.13,12.36,0.16,70.56,50.88,12.14,1.1,4.09,40.74,39.1,8.97,-0.63,-0.53,-0.56,-0.75,-0.7,125.13,110.83,92.33,67.03,39.77,20.6,14.46,35.69,36.85,8.8,8.3,5.8,3.88
2025-08-20 14:46:55.210,82.0,30.63,11.39,0.96,0.48,0.61,0.1,-0.32,-0.18,92.28,0.91,0.87,0.26,13.29,12.04,0.16,71.38,51.9,12.95,1.1,4.22,40.33,38.69,8.88,-0.46,-0.53,-0.48,-0.62,-0.66,125.53,126.72,93.56,66.21,39.37,21.41,14.46,36.71,37.67,8.55,8.05,5.64,3.96
2025-08-20 14:46:55.460,83.63,30.22,11.6,0.71,0.56,0.53,-0.14,-0.4,-0.26,91.87,0.5,1.08,0.26,13.13,12.12,-0.01,71.58,52.31,13.16,1.31,4.32,40.53,38.28,9.13,-0.38,-0.45,-0.4,-0.5,-0.54,126.34,119.39,94.78,68.67,39.98,21.82,14.66,34.67,34.19,8.55,7.97,5.68,3.96
2025-08-20 14:46:55.710,82.41,29.81,11.19,0.88,0.8,0.61,0.02,-0.16,-0.1,91.46,0.5,0.47,0.46,13.7,12.28,0.16,70.76,52.31,13.77,1.51,4.54,40.74,40.12,9.25,-0.38,-0.29,-0.44,-0.46,-0.5,125.53,113.27,93.15,65.8,39.16,20.19,15.27,33.45,32.96,8.72,8.3,5.64,4.13
2025-08-20 14:46:55.960,83.22,30.02,11.19,1.04,0.96,1.02,0.51,-0.08,-0.02,91.46,0.7,1.28,-0.15,13.86,12.52,0.16,70.76,51.9,13.16,1.31,4.77,40.74,39.72,9.49,-0.46,-0.53,-0.56,-0.5,-0.42,126.75,115.31,91.11,66.62,37.74,19.78,15.68,33.24,32.76,8.72,8.17,5.64,3.96
2025-08-20 14:46:56.210,82.81,30.63,11.39,1.04,0.88,0.94,0.35,-0.24,-0.18,91.05,1.11,1.69,0.05,14.19,12.85,0.24,71.38,52.1,13.16,1.71,5.09,41.35,40.94,9.82,-0.46,-0.49,-0.48,-0.54,-0.66,126.34,113.68,93.15,65.8,38.35,18.96,15.27,34.26,30.1,8.55,8.01,5.64,3.92
2025-08-20 14:46:56.459,84.04,30.22,10.99,1.04,1.04,0.94,0.51,-0.08,-0.1,91.05,0.91,0.87,0.05,14.11,12.93,0.07,71.58,51.69,12.55,1.31,5.01,40.53,39.72,9.74,-0.63,-0.58,-0.52,-0.67,-0.66,125.13,117.35,90.7,63.75,37.13,18.35,15.27,33.65,30.71,8.63,8.34,5.64,4.04
2025-08-20 14:46:56.710,82.81,30.22,11.6,1.12,0.88,0.86,0.26,-0.32,-0.51,89.83,1.11,1.69,0.26,14.51,13.09,-0.01,71.58,52.31,12.55,1.1,5.11,41.35,38.9,10.14,-0.42,-0.58,-0.44,-0.58,-0.54,126.34,114.09,90.7,65.8,38.14,19.17,14.86,34.06,31.33,8.88,8.34,5.72,3.88
2025-08-20 14:46:56.967,81.59,29.61,11.39,0.88,0.72,0.45,-0.06,-0.48,-0.43,89.42,0.3,0.47,-0.15,14.51,13.17,0.16,70.76,51.08,12.75,1.51,5.13,41.15,40.33,10.19,-0.58,-0.53,-0.56,-0.67,-0.7,125.94,110.01,91.93,65.39,37.53,18.55,15.47,33.45,31.12,9.04,8.46,5.68,4.04
2025-08-20 14:46:57.210,82.41,29.81,11.6,0.88,0.72,0.78,0.02,-0.16,-0.34,90.64,0.7,1.08,-0.56,14.43,12.93,0.07,71.38,51.28,12.95,0.69,5.11,41.15,38.28,10.35,-0.46,-0.53,-0.48,-0.5,-0.66,126.34,118.16,91.11,66.62,37.33,18.96,14.86,35.69,33.58,8.72,8.5,5.64,3.84
2025-08-20 14:46:57.460,82.41,30.63,12.0,0.96,0.8,0.94,0.35,-0.08,-0.02,91.87,1.32,1.69,0.46,14.19,12.93,0.16,71.17,52.1,13.56,1.51,4.81,41.15,38.49,9.82,-0.42,-0.41,-0.4,-0.54,-0.54,127.16,112.05,93.15,66.21,38.55,19.37,14.46,35.69,31.53,8.8,8.5,5.72,4.17
2025-08-20 14:46:57.709,84.04,29.81,11.6,0.96,0.64,0.53,0.26,-0.24,-0.34,91.05,0.91,1.08,0.05,13.7,12.6,0.07,70.76,51.69,12.75,1.71,4.89,40.94,39.31,9.82,-0.46,-0.49,-0.44,-0.62,-0.54,126.75,116.94,93.15,66.62,38.14,18.96,14.66,35.69,29.9,8.88,8.26,5.59,4.0
2025-08-20 14:46:57.967,83.63,30.63,10.99,0.71,0.64,0.53,-0.14,-0.48,-0.34,89.83,-0.11,0.87,0.05,14.02,12.69,-0.25,69.95,51.69,13.36,0.9,4.79,41.35,40.12,9.86,-0.34,-0.37,-0.36,-0.46,-0.62,125.53,118.57,91.93,64.57,37.33,18.96,14.86,34.26,29.28,8.96,8.3,5.64,3.96
2025-08-20 14:46:58.210,82.41,30.22,10.78,0.63,0.4,0.45,0.02,-0.4,-0.34,90.23,0.91,1.28,0.26,13.94,12.2,-0.09,69.95,50.47,12.14,0.29,4.62,40.53,37.67,9.66,-0.42,-0.58,-0.4,-0.5,-0.42,127.16,118.98,91.93,62.94,36.92,17.94,14.86,33.04,28.87,8.63,8.42,5.72,4.04
2025-08-20 14:46:58.460,83.22,30.63,11.6,1.2,0.96,1.02,0.51,-0.24,-0.26,91.46,1.11,1.28,0.26,13.94,12.77,0.16,69.54,51.49,12.34,1.31,4.54,40.33,38.9,9.74,-0.5,-0.41,-0.48,-0.71,-0.62,125.94,113.68,91.11,65.39,36.11,17.53,14.66,33.86,30.92,9.04,8.46,5.59,3.96
2025-08-20 14:46:58.710,82.81,31.44,13.02,1.2,1.04,0.86,0.35,-0.24,-0.18,90.64,0.91,1.28,-0.35,13.78,12.52,-0.17,70.76,50.88,12.34,1.1,4.42,40.53,38.69,9.66,-0.54,-0.49,-0.52,-0.62,-0.7,125.94,112.46,90.29,64.16,35.5,17.12,14.66,33.65,31.74,8.88,8.46,5.68,4.0
2025-08-20 14:46:58.966,83.63,31.24,11.6,0.88,0.88,0.61,0.1,-0.32,-0.34,90.64,0.5,1.08,0.05,13.7,12.12,-0.17,69.74,50.47,11.32,1.1,4.46,40.33,38.49,9.58,-0.54,-0.37,-0.48,-0.62,-0.66,124.72,110.42,91.52,66.21,38.35,17.73,14.66,33.45,29.69,8.88,8.38,5.72,4.04
2025-08-20 14:46:59.211,83.22,30.83,11.8,1.04,0.72,0.86,0.35,-0.24,-0.26,91.46,0.91,0.87,-0.15,13.78,12.36,0.16,70.76,51.49,12.34,1.51,4.42,41.15,39.31,9.29,-0.46,-0.41,-0.56,-0.58,-0.82,123.51,114.9,89.07,62.94,36.92,16.71,13.03,32.84,27.44,8.63,8.21,5.64,3.84
2025-08-20 14:46:59.460,84.04,31.24,11.6,0.96,0.8,0.86,0.26,0.01,-0.18,91.87,0.91,1.49,0.46,13.62,12.44,0.24,70.15,50.67,12.55,1.71,4.2,41.15,39.72,9.21,-0.38,-0.33,-0.4,-0.46,-0.5,125.13,113.68,89.48,63.75,36.31,17.33,14.05,33.04,28.87,8.96,8.3,5.8,3.96
2025-08-20 14:46:59.710,84.45,30.42,12.0,1.2,1.04,0.94,0.43,-0.08,-0.18,91.05,1.32,1.89,0.05,13.05,12.2,0.07,70.56,51.28,12.14,1.71,4.11,41.56,38.49,8.97,-0.42,-0.29,-0.36,-0.42,-0.54,125.94,118.98,90.29,64.98,36.72,18.55,14.46,34.06,31.94,9.04,8.34,5.84,4.04
2025-08-20 14:46:59.959,83.22,31.03,11.6,1.12,0.8,0.86,0.35,-0.16,-0.18,91.46,0.91,0.87,0.26,12.96,12.36,0.07,70.97,51.49,11.93,1.71,3.91,40.74,39.92,8.8,-0.46,-0.41,-0.4,-0.46,-0.46,125.94,106.35,89.07,63.75,36.11,17.12,14.05,33.86,30.3,9.12,8.5,5.92,4.08
2025-08-20 14:47:00.210,83.63,31.44,11.39,1.04,0.8,0.94,0.02,-0.32,-0.1,90.64,0.91,1.28,0.46,12.96,11.95,0.24,70.76,50.88,11.53,1.1,3.83,41.56,39.92,8.8,-0.42,-0.33,-0.44,-0.5,-0.54,125.13,115.31,91.11,63.75,36.51,17.33,13.64,33.86,32.35,9.12,8.38,5.92,4.13
2025-08-20 14:47:00.460,83.22,31.44,11.19,0.96,0.72,0.45,0.18,-0.32,-0.26,92.28,0.5,1.28,0.46,12.88,11.87,0.24,71.78,51.69,12.34,1.71,3.67,41.56,40.74,8.56,-0.5,-0.49,-0.48,-0.62,-0.62,123.91,107.98,91.11,64.98,36.31,17.12,13.64,34.88,34.19,8.8,8.3,5.72,4.0
2025-08-20 14:47:00.710,83.63,31.03,12.0,0.55,0.64,0.37,0.1,-0.32,-0.26,91.05,0.7,1.28,0.26,12.72,11.63,0.07,70.97,51.49,10.71,0.69,3.73,41.15,38.69,8.31,-0.46,-0.58,-0.56,-0.58,-0.58,125.13,106.35,91.11,65.39,36.51,16.92,13.03,36.51,33.78,8.63,8.09,5.92,4.21
2025-08-20 14:47:00.960,82.41,30.42,10.78,0.55,0.4,0.29,-0.06,-0.24,-0.18,89.83,0.5,1.08,0.67,12.48,11.63,0.07,71.17,51.9,11.93,1.1,3.83,40.94,38.28,8.27,-0.5,-0.49,-0.44,-0.67,-0.54,124.32,114.09,91.52,65.8,37.94,17.53,13.03,38.35,33.78,8.47,8.01,5.84,4.08
2025-08-20 14:47:01.208,82.0,29.81,10.58,0.63,0.48,0.29,-0.31,-0.32,-0.18,90.23,0.5,0.06,0.26,12.8,11.63,-0.25,69.33,50.47,11.93,0.69,3.79,41.15,38.9,8.36,-0.5,-0.45,-0.48,-0.42,-0.54,125.13,114.9,90.7,64.98,38.35,19.57,13.24,37.33,32.14,8.55,7.89,5.84,4.04
2025-08-20 14:47:01.460,82.0,30.42,11.39,0.71,0.4,0.37,-0.14,-0.32,-0.18,90.64,0.3,0.67,0.05,12.56,11.63,-0.17,69.74,50.88,11.73,1.51,3.62,41.56,38.28,8.36,-0.42,-0.45,-0.52,-0.54,-0.62,123.91,110.01,94.37,67.85,40.59,20.39,13.03,37.73,34.8,8.55,8.05,5.84,4.0
2025-08-20 14:47:01.710,82.81,30.02,11.19,0.55,0.64,0.53,0.26,-0.24,-0.26,90.23,0.7,1.28,0.05,12.72,11.63,-0.17,69.74,50.47,12.14,0.9,3.64,40.53,38.49,8.4,-0.38,-0.41,-0.4,-0.54,-0.58,124.72,116.94,96.41,70.71,43.44,22.64,14.25,34.88,29.28,8.63,8.09,5.84,4.21
2025-08-20 14:47:01.960,82.41,29.81,10.58,0.79,0.56,0.61,0.26,-0.57,-0.43,90.64,0.91,0.47,0.26,12.96,11.63,0.16,69.13,50.47,11.12,1.1,3.93,40.33,38.9,8.68,-0.46,-0.33,-0.4,-0.54,-0.7,123.91,112.87,97.23,70.71,44.66,23.87,14.25,31.41,26.62,8.47,7.89,5.59,3.96
2025-08-20 14:47:02.210,82.81,30.42,11.6,0.96,0.72,0.7,0.35,-0.32,-0.34,91.05,0.91,1.08,0.46,13.29,11.95,0.16,70.35,51.08,12.34,1.51,4.32,41.35,40.12,8.92,-0.34,-0.33,-0.4,-0.58,-0.5,123.1,119.79,96.0,69.49,43.03,24.48,14.66,29.57,27.85,8.39,7.97,5.68,4.08
2025-08-20 14:47:02.460,84.04,30.42,10.99,1.44,1.21,1.19,0.67,0.01,-0.26,91.46,1.32,0.87,0.26,13.62,12.36,0.07,70.76,51.08,12.95,1.71,4.56,41.15,40.74,9.45,-0.42,-0.49,-0.4,-0.58,-0.5,125.13,115.31,96.82,72.76,43.44,23.25,15.88,28.96,26.22,8.63,8.13,5.76,4.04
2025-08-20 14:47:02.710,84.04,30.63,11.19,1.69,1.37,1.1,0.59,-0.24,-0.18,89.83,1.73,1.89,0.05,13.86,12.28,-0.09,70.97,51.69,13.56,1.92,4.99,41.15,39.72,9.66,-0.3,-0.21,-0.28,-0.5,-0.54,124.32,120.61,98.45,72.76,44.25,25.5,15.88,29.16,28.26,8.47,8.05,5.47,3.84
2025-08-20 14:47:02.960,83.63,31.44,11.19,1.44,1.45,1.02,0.35,0.01,-0.43,90.23,1.52,2.1,0.05,14.6,12.69,0.07,71.17,51.49,13.97,2.53,5.54,41.35,40.94,10.39,-0.42,-0.53,-0.44,-0.62,-0.54,124.72,122.24,97.63,71.94,45.07,25.71,16.9,30.39,28.67,8.63,8.13,5.72,3.92
2025-08-20 14:47:03.210,84.04,31.24,11.19,1.52,1.37,0.94,0.59,-0.08,-0.1,91.46,1.32,1.89,0.05,15.33,13.42,-0.01,71.17,51.9,13.36,1.71,5.87,40.94,39.92,11.04,-0.38,-0.49,-0.4,-0.54,-0.58,125.94,118.98,97.23,72.76,44.66,24.89,17.71,29.78,29.08,9.12,8.42,5.84,4.0
2025-08-20 14:47:03.460,82.41,31.24,10.78,1.12,0.96,0.61,0.1,-0.16,-0.26,91.87,0.91,0.87,0.05,15.57,13.91,0.07,70.76,51.9,12.95,0.9,6.05,40.94,39.31,11.28,-0.5,-0.41,-0.4,-0.5,-0.58,126.75,126.31,95.6,69.9,42.01,22.85,17.71,30.59,28.26,9.12,8.58,5.88,4.17
2025-08-20 14:47:03.710,83.22,30.63,10.78,0.96,0.56,0.61,0.02,-0.24,-0.1,91.05,0.3,0.87,0.46,16.06,14.56,0.07,71.17,50.67,12.34,1.31,6.34,41.15,40.12,11.73,-0.42,-0.45,-0.44,-0.58,-0.54,126.75,115.31,97.23,71.12,43.03,23.66,18.12,32.22,28.67,9.45,8.7,5.76,4.08
2025-08-20 14:47:03.959,83.22,30.42,10.38,0.79,0.48,0.37,0.02,-0.4,-0.1,91.46,0.5,0.26,0.05,16.31,14.56,0.07,70.97,51.49,11.93,1.1,6.21,41.35,41.56,11.73,-0.46,-0.41,-0.44,-0.5,-0.58,126.75,125.5,96.41,71.94,44.46,24.48,17.51,32.63,30.71,9.61,8.87,5.84,4.13
2025-08-20 14:47:04.210,82.41,30.63,10.99,0.55,0.23,0.37,0.1,-0.24,0.06,90.64,0.3,0.67,0.46,16.39,14.8,0.16,70.76,51.08,12.14,0.08,6.26,41.56,40.53,12.02,-0.38,-0.41,-0.44,-0.5,-0.54,127.97,117.35,98.04,70.71,44.46,24.69,18.73,33.86,31.53,9.69,8.99,5.88,4.13
2025-08-20 14:47:04.460,84.86,30.63,10.78,0.47,0.15,0.21,0.02,-0.32,-0.1,90.64,-0.32,0.87,0.26,16.31,14.39,0.16,70.35,51.9,11.93,1.1,6.15,41.35,39.92,11.93,-0.38,-0.41,-0.44,-0.46,-0.54,127.56,116.94,96.0,69.49,41.61,22.85,17.1,35.49,34.39,9.61,8.87,5.84,4.0
2025-08-20 14:47:04.710,83.22,30.02,9.97,0.39,-0.01,0.21,-0.06,-0.32,-0.26,89.83,0.09,0.67,-0.15,16.23,14.39,-0.33,69.74,50.26,11.93,0.08,6.01,41.35,37.47,11.81,-0.38,-0.41,-0.48,-0.58,-0.7,127.56,116.53,95.6,68.67,41.4,21.82,17.91,36.92,35.01,9.86,9.03,6.0,4.21
2025-08-20 14:47:04.967,82.41,29.61,9.97,0.14,-0.01,0.21,-0.06,-0.32,-0.26,89.83,-0.32,0.47,-0.76,16.55,14.56,0.24,69.54,50.06,11.53,0.9,6.13,40.74,38.08,11.77,-0.46,-0.49,-0.48,-0.58,-0.66,126.75,117.76,95.19,69.49,40.79,21.21,17.51,35.49,36.23,9.61,8.91,5.72,4.04
