measuring point,CON_L1,GF1,GF2,GF6,GF7,GF8,GF11,GF14,GF17,SEG1,GF3,GF4,CONV1,RIS10,RIS11,CONV2,SEG2,SEG3,SEG4,SEG5,dp2,ILS1,ILS2,dp1,GF19,GF22,GF23,ZL1,ZL2,CON_R1,CON_R2,RIS1,RIS2,RIS3,RIS4,RIS5,ULS1,ULS2,RIS12,RIS13,ZR1,ZR2,gm1,gm2
sensor number,1,3,4,6,7,8,9,10,11,13,15,16,17,21,22,23,25,26,27,28,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,48,49,50,51,52,53,101,102
sensor range,500,250,250,100,100,100,100,100,100,500,250,250,250,100,100,100,250,250,250,250,25,250,250,50,50,50,50,50,50,500,500,500,500,250,250,250,250,250,100,50,50,50,1,1
sensor height,-0.187,-0.046,0.033,0.233,0.349,0.449,0.599,0.749,0.899,-0.245,0.083,0.131,0.178,0.601,1.101,0.478,-0.205,-0.165,-0.084,-0.023,nan,0.628,0.628,nan,0.999,1.295,1.488,1.154,1.592,-0.35,-0.35,-0.29,-0.225,-0.16,-0.128,-0.03,1.056,1.056,1.637,1.735,1.401,1.839,0.0,0.0
2025-09-11 18:02:15.730,77.09,25.94,9.97,1.77,1.45,1.35,0.92,0.66,0.55,86.15,1.11,1.89,-0.15,13.45,12.12,-0.01,65.86,47.2,8.07,2.53,4.81,41.15,41.15,8.97,0.88,0.94,0.87,0.84,0.81,125.13,114.09,96.0,70.71,41.81,21.82,15.47,28.76,29.28,8.88,8.62,6.29,4.86,62.25,124.75
2025-09-11 18:02:15.968,75.05,26.55,9.97,1.69,1.53,1.68,1.08,0.74,0.87,85.74,1.73,1.69,-0.35,14.11,12.44,-0.09,65.65,47.2,8.07,1.92,4.81,40.94,39.1,9.17,0.8,0.65,0.7,0.64,0.69,122.29,116.94,93.15,69.9,41.2,20.6,15.07,28.96,27.03,8.63,8.46,5.96,4.53,62.25,124.75
2025-09-11 18:02:16.219,77.91,26.96,10.58,1.77,1.45,1.68,1.24,0.66,0.95,86.15,1.73,2.1,0.05,14.02,12.52,-0.25,65.25,45.77,6.84,1.31,4.52,40.12,39.31,9.09,0.68,0.53,0.62,0.6,0.64,123.1,118.98,93.96,67.44,42.01,20.8,15.07,31.0,29.49,8.96,8.83,6.33,4.74,62.25,124.75
2025-09-11 18:02:16.471,77.91,26.76,9.97,1.77,1.61,1.76,1.0,0.99,1.03,88.6,2.34,2.71,0.26,13.78,12.52,-0.01,65.65,46.99,7.25,2.53,4.58,40.74,38.69,8.92,0.68,0.73,0.66,0.64,0.69,124.32,117.35,95.6,70.3,42.01,21.82,15.27,32.84,32.55,9.04,8.7,6.37,4.86,62.25,124.75
2025-09-11 18:02:16.729,78.32,27.37,9.97,1.69,1.53,1.19,1.08,0.74,0.79,86.15,1.52,1.28,-0.35,14.02,12.6,-0.01,66.06,46.79,8.47,2.12,4.95,40.53,39.92,9.05,0.96,0.9,0.82,0.84,0.81,125.94,121.02,95.19,70.3,42.83,22.44,15.68,34.67,30.3,8.88,8.38,6.45,4.82,62.25,124.75
2025-09-11 18:02:16.970,75.86,26.76,9.77,1.61,1.61,1.35,1.16,0.99,1.03,85.74,1.32,2.51,0.26,14.11,12.85,-0.09,66.06,46.99,8.07,1.1,5.17,40.94,40.94,9.21,0.84,0.85,0.74,0.64,0.69,125.13,118.16,95.19,69.49,42.01,21.62,15.88,32.22,27.65,8.88,8.38,6.25,4.74,62.25,124.75
2025-09-11 18:02:17.212,78.32,26.35,9.77,1.77,1.61,1.76,1.4,1.07,1.11,86.56,2.13,2.3,0.67,14.92,13.17,0.32,66.27,48.22,8.47,2.73,5.52,41.97,39.92,9.78,0.92,0.85,0.95,0.72,0.85,126.34,123.05,95.6,71.12,40.99,22.03,16.49,32.22,28.26,8.96,8.46,6.45,4.78,62.25,124.75
2025-09-11 18:02:17.461,76.68,26.15,9.56,1.61,1.45,1.43,1.24,0.82,0.71,86.56,0.7,2.3,-0.15,14.51,13.09,0.07,66.68,48.22,8.68,2.12,5.54,40.74,39.51,9.74,0.8,0.85,0.74,0.76,0.6,125.53,122.24,93.56,69.08,42.01,21.62,16.08,29.16,27.85,8.8,8.42,6.25,4.86,62.25,124.75
2025-09-11 18:02:17.737,75.86,26.55,9.77,1.77,1.45,1.35,1.32,0.66,0.63,86.56,1.32,1.28,-0.15,14.68,12.85,-0.42,67.7,47.61,8.47,2.12,5.6,39.92,39.1,9.98,0.8,0.57,0.74,0.64,0.64,125.13,114.5,94.78,68.67,40.59,21.01,16.29,28.55,25.81,8.63,8.5,6.13,4.58,62.25,124.75
2025-09-11 18:02:17.962,78.73,27.98,11.8,2.74,2.5,2.57,2.22,1.72,1.76,93.91,3.77,3.53,1.48,14.92,12.85,0.07,66.88,48.01,9.29,2.33,5.5,40.53,38.28,9.9,0.72,0.65,0.66,0.6,0.69,123.91,122.65,91.52,66.62,38.96,18.96,14.86,27.74,26.62,8.47,8.38,6.04,4.7,62.25,124.75
2025-09-11 18:02:18.212,78.73,26.96,10.78,2.26,1.61,1.84,1.4,1.31,1.44,91.46,3.97,4.34,1.89,15.82,13.91,1.13,70.97,50.88,11.12,3.75,5.66,41.76,39.92,10.02,0.84,0.77,0.82,0.72,0.69,127.56,113.68,93.56,68.67,40.79,19.37,14.86,28.14,28.46,8.72,8.42,6.0,4.49,62.25,124.75
2025-09-11 18:02:18.462,77.09,26.35,9.77,1.52,1.37,1.51,1.0,0.9,0.87,88.6,1.93,2.51,0.67,14.84,13.09,-0.01,67.9,48.42,9.08,2.33,5.4,41.15,40.74,9.82,0.88,0.77,0.78,0.64,0.73,124.72,118.98,93.96,69.49,39.77,20.8,15.68,30.59,31.74,8.96,8.42,6.25,4.7,62.25,124.75
2025-09-11 18:02:18.737,77.91,26.35,8.75,1.36,1.04,1.19,0.75,0.5,0.63,85.74,0.3,0.67,-0.56,14.11,12.6,-0.42,65.25,45.97,7.86,0.9,5.11,39.92,39.92,9.41,0.43,0.53,0.58,0.51,0.48,124.72,114.09,92.74,67.85,40.38,20.8,14.66,29.16,27.85,8.63,8.5,6.21,4.62,62.25,124.75
2025-09-11 18:02:18.961,78.32,26.55,10.17,1.52,1.37,1.59,1.4,0.99,0.87,88.6,1.93,2.3,0.67,15.0,13.26,0.16,66.68,47.4,9.29,1.51,5.36,41.56,39.92,9.78,0.88,0.73,0.82,0.88,0.64,127.97,116.13,96.41,68.67,41.61,20.8,15.88,31.61,29.49,9.29,8.62,6.29,4.7,62.25,124.75
2025-09-11 18:02:19.212,77.91,26.55,9.77,1.44,1.45,1.59,1.24,0.9,0.95,87.78,1.73,2.3,0.05,15.17,13.26,0.07,66.47,47.61,8.88,2.33,5.4,41.35,39.1,9.98,0.72,0.9,0.74,0.68,0.77,127.16,118.16,94.37,68.26,40.79,20.39,16.9,33.86,32.96,9.29,8.78,6.29,4.94,62.25,124.75
2025-09-11 18:02:19.462,79.13,27.57,9.97,1.77,1.45,1.76,1.32,1.07,1.2,87.78,1.93,2.71,0.87,15.25,13.42,0.24,66.68,47.4,8.88,2.33,5.38,41.15,38.9,10.31,0.8,0.85,0.78,0.84,0.81,126.75,111.24,95.6,69.49,40.59,19.78,16.08,32.84,32.76,9.45,8.99,6.33,4.94,62.25,124.75
2025-09-11 18:02:19.737,77.5,26.55,9.16,1.28,1.04,1.1,0.43,0.33,0.47,84.92,-0.11,0.47,-1.37,14.43,12.6,-0.33,65.45,46.38,7.05,1.31,4.83,40.12,39.72,9.49,0.72,0.65,0.66,0.56,0.52,123.91,116.94,93.56,68.67,40.79,20.19,14.66,32.02,31.74,9.12,8.87,6.29,4.7,62.25,124.75
2025-09-11 18:02:19.962,78.32,26.35,9.16,1.44,1.13,1.43,1.0,0.9,0.87,87.37,1.32,2.1,0.46,14.6,13.01,0.24,67.29,47.2,8.88,1.51,4.91,41.15,40.12,9.49,0.8,0.85,0.82,0.8,0.73,128.37,112.46,96.0,68.26,41.81,21.01,14.86,33.65,33.37,9.45,8.83,6.25,4.82,62.25,124.75
2025-09-11 18:02:20.213,80.36,26.96,9.97,1.44,1.29,1.43,1.08,0.99,1.03,86.56,1.52,2.3,0.67,14.35,12.77,-0.01,66.47,47.61,8.68,2.33,4.81,41.15,39.31,9.53,0.8,0.85,0.78,0.96,0.81,127.16,115.72,94.78,68.26,39.77,20.8,16.08,34.26,30.1,9.45,8.66,6.33,4.78,62.25,124.75
2025-09-11 18:02:20.461,78.73,26.35,9.77,1.52,1.45,1.43,1.24,0.99,1.03,88.19,1.73,2.3,0.46,14.35,12.77,0.24,66.06,47.81,8.27,1.92,4.69,41.35,39.51,9.41,0.88,0.77,0.74,0.72,0.89,126.75,116.94,96.41,69.49,41.2,21.01,15.47,36.31,32.76,9.45,8.83,6.25,4.82,62.25,124.75
2025-09-11 18:02:20.737,76.68,25.33,8.95,1.28,1.04,1.19,0.92,0.66,0.55,85.33,0.09,1.28,-0.76,13.86,12.6,-0.17,65.04,45.36,6.84,1.1,4.38,40.33,38.69,8.97,0.68,0.65,0.58,0.56,0.56,124.72,114.9,93.96,68.26,39.77,19.37,14.66,36.51,28.87,9.12,8.74,6.13,4.74,62.25,124.75
2025-09-11 18:02:20.972,77.91,25.74,9.56,1.69,1.45,1.51,1.08,0.66,0.47,85.33,0.7,1.28,-0.35,13.54,12.44,-0.25,65.25,46.38,7.05,0.69,4.3,40.12,39.51,8.92,0.63,0.69,0.62,0.51,0.52,124.72,116.94,90.7,63.75,37.74,17.94,13.85,31.61,28.06,8.96,8.62,6.08,4.62,62.25,124.75
2025-09-11 18:02:21.241,77.5,25.74,8.55,1.85,1.77,1.68,1.0,0.82,0.71,85.74,1.52,1.69,-0.56,13.94,12.52,-0.01,65.86,45.77,7.25,1.31,4.54,40.33,39.92,8.84,0.72,0.69,0.7,0.64,0.81,124.72,107.57,92.74,67.44,39.37,18.76,14.66,30.39,25.81,8.55,8.46,6.0,4.41,62.25,124.75
2025-09-11 18:02:21.462,77.91,26.55,10.58,2.09,1.94,2.0,1.65,1.23,1.2,86.56,2.54,2.91,0.26,14.27,12.85,0.24,66.47,47.61,8.88,2.33,4.58,41.15,40.53,9.21,0.96,1.06,0.95,0.92,0.81,127.56,118.98,94.78,67.85,39.77,20.39,15.88,32.22,28.06,9.45,8.62,6.25,4.82,62.25,124.75
2025-09-11 18:02:21.737,78.32,26.55,9.56,1.85,1.77,1.68,1.08,0.5,0.71,84.92,0.91,1.89,-0.35,13.7,12.36,-0.25,66.27,46.38,7.86,1.92,4.36,39.71,37.67,8.88,0.51,0.69,0.62,0.47,0.73,126.34,119.39,93.96,68.26,39.98,19.78,14.66,30.59,26.62,9.37,8.7,6.13,4.66,62.25,124.75
2025-09-11 18:02:21.961,77.91,27.57,10.78,2.42,2.1,2.33,1.81,1.07,1.2,87.78,2.75,3.53,0.67,14.27,12.93,0.32,66.88,48.22,8.47,2.94,4.44,41.15,39.92,9.13,1.08,0.94,0.95,0.72,0.73,126.75,113.27,95.19,69.9,42.01,21.21,15.27,30.59,27.24,9.37,8.95,6.37,4.82,62.25,124.75
2025-09-11 18:02:22.266,78.32,27.98,10.99,2.58,2.34,2.17,1.57,1.15,0.87,87.37,2.54,3.12,0.46,14.02,12.6,0.16,67.09,47.81,8.47,2.12,4.71,41.35,40.12,8.92,0.8,0.81,0.78,0.76,0.77,127.16,114.9,93.56,67.03,40.38,19.98,14.66,30.39,26.62,8.55,8.3,6.0,4.58,62.25,124.75
2025-09-11 18:02:22.462,79.13,27.98,10.17,2.34,2.26,2.0,1.49,1.15,0.87,86.15,2.34,3.12,0.67,14.19,12.77,0.24,66.68,47.81,8.47,2.53,4.81,40.94,40.12,9.01,0.88,0.98,0.91,0.76,0.81,127.97,112.05,94.78,69.9,41.61,20.6,15.47,30.8,28.67,8.96,8.46,6.45,4.9,62.25,124.75
2025-09-11 18:02:22.738,79.54,27.57,9.77,1.77,1.37,1.35,0.92,0.58,0.63,85.33,0.91,1.69,-0.76,13.45,12.12,-0.25,65.45,46.38,7.45,0.9,4.62,40.33,38.49,8.6,0.68,0.65,0.66,0.56,0.52,124.32,113.68,93.96,67.03,40.38,21.41,14.66,28.35,27.24,8.55,8.17,6.0,4.62,62.25,124.75
2025-09-11 18:02:22.962,80.77,27.57,10.58,1.77,1.53,1.43,1.32,1.07,1.11,87.37,1.52,2.3,0.67,13.7,12.69,0.16,67.29,47.2,8.88,1.92,4.85,41.76,40.12,8.8,0.88,0.85,0.91,0.84,0.93,127.16,119.79,96.82,68.67,42.01,21.41,15.68,31.2,30.3,8.88,8.42,6.37,4.82,62.25,124.75
2025-09-11 18:02:23.212,79.54,27.37,10.17,1.69,1.37,1.59,1.24,1.07,1.03,86.97,1.73,2.71,0.87,14.27,12.77,0.32,67.49,47.81,8.47,2.33,5.15,41.97,40.53,9.33,1.0,0.9,0.87,0.72,0.77,126.75,115.31,95.19,69.49,42.42,21.41,16.29,32.84,30.1,8.88,8.42,6.33,5.03,62.25,124.75
2025-09-11 18:02:23.461,79.95,26.96,9.97,1.52,1.53,1.59,1.24,0.99,1.2,86.15,1.73,2.3,0.46,14.76,12.77,0.32,67.49,47.81,8.47,1.71,5.54,41.56,39.1,9.66,0.92,0.9,0.87,0.8,0.85,127.56,116.53,96.82,71.94,41.81,21.41,16.29,30.18,28.26,8.88,8.42,6.17,4.9,62.25,124.75
2025-09-11 18:02:23.736,76.68,26.35,8.95,1.36,0.96,1.19,0.75,0.66,0.63,83.7,0.5,1.28,-0.56,14.27,12.12,-0.25,65.25,45.77,7.45,1.1,5.38,39.3,39.51,9.62,0.63,0.65,0.62,0.72,0.4,124.32,118.98,93.56,68.26,41.4,20.39,15.07,29.78,27.44,8.72,8.34,5.96,4.58,62.25,124.75
2025-09-11 18:02:23.962,78.32,26.55,10.17,1.69,1.61,1.59,1.24,0.99,1.2,87.78,2.34,1.69,0.46,15.0,13.34,0.32,66.88,47.4,8.68,2.12,5.24,41.35,39.72,9.7,0.92,0.9,0.91,0.88,0.69,127.16,116.13,97.63,70.71,42.22,22.03,16.29,29.98,28.67,9.29,8.83,6.37,4.86,62.25,124.75
2025-09-11 18:02:24.212,77.09,26.35,9.77,1.69,1.53,1.59,1.32,0.9,1.03,87.78,1.93,2.51,0.87,14.92,13.34,0.32,66.27,47.4,8.07,2.33,4.97,41.35,38.9,9.78,0.88,0.9,0.87,0.8,0.85,127.16,112.46,97.23,71.53,43.23,22.64,16.29,30.8,31.53,9.53,9.07,6.33,4.82,62.25,124.75
2025-09-11 18:02:24.462,77.91,26.15,9.56,1.61,1.37,1.51,1.32,1.15,0.87,86.97,1.11,2.1,0.67,14.68,13.17,0.24,66.47,47.4,7.45,1.71,4.54,41.97,39.51,9.33,0.88,0.85,0.82,0.8,0.81,127.16,118.57,98.45,70.3,43.85,23.05,16.08,33.04,34.19,9.86,9.11,6.49,4.98,62.25,124.75
2025-09-11 18:02:24.737,77.91,25.94,8.95,1.04,0.96,1.1,0.59,0.58,0.55,82.47,0.7,1.28,-0.35,13.7,11.95,-0.42,65.45,45.77,6.23,0.9,4.3,39.51,38.08,8.88,0.72,0.65,0.58,0.6,0.48,124.72,124.28,93.56,68.26,41.4,19.98,14.66,32.63,32.76,9.2,8.58,6.13,4.74,62.25,124.75
2025-09-11 18:02:24.961,79.54,26.96,9.36,1.69,1.37,1.59,1.4,0.82,1.11,87.37,1.93,2.3,0.87,14.02,12.44,0.4,65.45,46.58,7.25,2.33,4.6,41.56,39.72,8.97,0.92,1.1,0.91,0.76,0.85,127.56,118.57,94.78,71.94,42.42,20.8,15.47,32.63,29.08,8.88,8.58,6.33,4.9,62.25,124.75
2025-09-11 18:02:25.212,79.95,26.96,9.77,1.69,1.21,1.51,1.08,1.23,1.28,86.56,1.32,2.51,0.26,14.19,12.77,0.4,66.27,46.38,8.07,3.14,4.79,40.94,40.12,9.09,1.08,0.98,0.95,0.92,0.81,127.97,116.53,96.0,70.3,41.81,20.6,16.29,31.41,30.3,9.2,8.54,6.33,4.86,62.25,124.75
2025-09-11 18:02:25.462,78.32,26.96,10.17,1.61,1.45,1.76,1.32,1.07,0.95,87.37,1.93,3.32,1.89,15.08,13.66,1.3,68.92,49.04,9.49,4.77,5.07,43.61,41.76,9.41,1.16,1.02,0.95,0.76,0.89,127.56,112.87,94.78,68.26,41.61,20.19,15.27,33.24,32.35,8.63,8.46,6.17,4.74,62.25,124.75
2025-09-11 18:02:25.711,78.32,26.35,9.97,1.93,1.29,1.43,1.08,0.9,0.95,87.37,1.93,2.71,0.87,14.27,12.77,0.16,67.09,48.01,8.47,2.53,4.97,41.15,38.28,9.37,0.88,0.9,0.74,0.8,0.81,127.97,120.2,98.45,71.94,43.44,22.44,17.3,37.12,35.21,10.18,9.15,6.86,5.35,62.25,124.75
2025-09-11 18:02:25.962,78.32,26.35,9.56,1.77,1.29,1.68,1.4,0.74,1.03,86.56,1.52,2.91,0.87,14.35,13.09,0.4,65.86,46.38,7.66,2.73,5.05,40.74,37.87,9.62,0.88,0.81,0.82,0.92,0.6,126.34,113.27,94.78,69.9,40.79,20.6,15.27,32.63,29.28,9.2,8.58,6.25,4.78,62.25,124.75
2025-09-11 18:02:26.212,78.32,26.96,10.17,1.77,1.77,1.59,1.49,1.15,1.2,86.56,1.93,2.51,0.87,14.68,13.01,-0.09,66.06,46.58,8.27,2.53,4.95,40.74,38.9,9.58,0.76,0.81,0.87,0.76,0.6,126.75,121.42,95.19,69.49,40.59,20.6,15.07,32.63,26.83,9.2,8.58,6.04,4.62,62.25,124.75
2025-09-11 18:02:26.461,76.68,26.76,10.38,2.09,1.86,1.92,1.57,1.07,1.11,86.97,1.93,2.71,0.46,14.76,13.09,0.07,65.86,47.2,8.07,2.73,4.73,39.71,40.33,9.41,0.84,0.77,0.82,0.64,0.77,126.34,114.5,93.96,68.26,39.57,19.98,15.27,32.02,27.44,9.45,8.83,6.41,4.94,62.25,124.75
2025-09-11 18:02:26.736,79.13,27.16,9.36,1.93,1.86,1.76,1.16,0.58,0.55,85.74,1.52,1.69,-0.96,13.86,12.2,-0.5,65.45,46.38,7.45,1.1,4.64,39.3,39.31,9.13,0.63,0.81,0.7,0.72,0.69,125.13,115.72,93.96,67.85,40.79,20.8,14.66,30.39,24.99,8.72,8.46,5.92,4.62,62.25,124.75
2025-09-11 18:02:26.966,79.13,26.76,9.77,1.93,2.02,1.76,1.4,0.99,1.2,88.6,3.15,3.32,0.67,14.43,12.69,0.4,67.09,47.4,9.9,3.75,5.05,41.76,39.51,9.45,1.0,0.98,1.07,0.92,0.97,127.16,121.83,97.63,71.53,42.22,22.23,16.08,30.8,26.22,9.29,8.54,6.25,4.74,62.25,124.75
2025-09-11 18:02:27.211,79.54,27.98,10.99,1.61,1.61,1.51,1.16,0.9,0.87,85.33,1.11,1.89,-0.56,13.86,12.28,-0.5,65.04,45.97,7.86,0.9,4.73,39.51,38.49,8.97,0.59,0.73,0.66,0.68,0.52,125.13,112.05,94.78,69.08,41.2,21.62,14.66,30.18,28.46,8.72,8.34,6.0,4.7,62.25,124.75
2025-09-11 18:02:27.465,78.73,27.57,11.19,1.61,1.61,1.59,1.32,0.82,1.03,86.56,1.93,2.3,0.67,13.86,12.69,0.07,66.06,46.38,7.86,2.33,4.69,41.15,39.31,9.13,0.88,0.73,0.74,0.72,0.64,126.34,114.5,93.56,68.26,40.79,21.41,15.27,31.82,28.06,9.2,8.54,6.25,4.86,62.25,124.75
2025-09-11 18:02:27.787,77.91,26.96,10.38,1.69,1.53,1.59,0.92,0.58,0.71,85.33,0.5,1.28,-0.35,13.62,12.6,-0.33,65.25,46.18,8.07,1.71,4.77,40.12,39.31,9.17,0.88,0.9,0.74,0.56,0.77,126.34,115.31,93.15,65.39,39.16,19.17,15.68,31.41,28.67,8.96,8.46,6.29,4.82,62.25,124.75
2025-09-11 18:02:27.961,78.32,27.37,10.38,1.77,1.69,1.68,1.4,0.99,1.2,88.6,2.54,2.51,0.87,14.27,12.69,0.16,67.49,48.01,8.47,2.53,5.01,41.15,40.33,9.25,0.96,0.98,0.87,0.92,0.89,127.16,114.9,93.56,69.08,39.57,18.96,15.47,33.04,29.49,9.29,8.46,6.29,4.9,62.25,124.75
2025-09-11 18:02:28.212,78.32,27.16,10.99,1.85,1.45,1.43,1.08,1.07,1.03,88.19,2.34,1.89,0.87,14.35,12.28,0.4,66.88,47.4,8.47,2.33,5.13,41.15,40.12,9.33,0.92,1.06,0.82,0.72,0.77,126.34,116.53,94.37,69.08,38.96,20.39,16.29,32.63,32.35,8.72,8.13,6.21,4.74,62.25,124.75
2025-09-11 18:02:28.462,76.68,27.37,10.38,1.69,1.61,1.59,1.08,1.07,1.2,88.19,1.73,2.71,0.87,14.51,12.28,0.16,66.88,48.22,8.68,2.12,5.42,40.74,38.69,9.49,0.84,0.73,0.87,0.76,0.69,127.56,119.39,96.82,71.12,41.2,22.85,16.9,33.65,32.55,8.47,8.17,6.21,4.74,62.25,124.75
2025-09-11 18:02:28.711,77.91,27.16,9.97,1.44,1.45,1.59,1.16,0.82,1.11,89.42,1.32,2.51,0.26,14.76,12.85,0.32,68.31,48.01,8.47,1.92,5.56,41.35,39.1,9.66,0.88,0.77,0.87,0.84,0.77,127.97,121.42,98.45,72.35,43.64,23.46,16.49,34.67,30.1,8.88,8.38,6.08,4.78,62.25,124.75
2025-09-11 18:02:28.962,79.13,26.76,10.17,1.69,1.53,1.68,1.49,1.15,1.2,89.83,1.73,1.89,0.26,15.08,13.01,0.32,68.92,48.63,9.69,2.53,5.46,41.35,38.69,9.78,0.96,0.94,0.91,0.88,0.85,127.56,123.05,98.04,73.17,45.07,24.89,16.29,32.22,29.08,9.12,8.7,6.41,4.78,62.25,124.75
2025-09-11 18:02:29.212,78.73,26.96,9.77,1.85,1.69,1.84,1.49,1.15,0.95,89.01,1.32,3.12,0.46,15.08,13.09,0.32,69.13,49.04,10.31,2.94,5.4,41.15,40.33,10.06,0.96,0.85,0.87,0.8,0.81,128.37,129.57,97.63,71.94,44.25,23.66,17.3,32.63,29.08,9.45,8.62,6.21,4.82,62.25,124.75
2025-09-11 18:02:29.461,78.73,26.76,9.97,1.93,1.86,1.84,1.4,1.07,0.95,89.42,2.13,2.91,0.87,15.25,13.58,0.4,67.9,48.42,9.69,2.73,5.3,41.15,39.51,10.06,0.8,0.85,0.91,0.84,0.81,127.97,120.2,98.04,72.35,43.44,23.25,17.1,32.84,30.3,9.77,8.95,6.33,4.94,62.25,124.75
2025-09-11 18:02:29.712,78.32,26.55,9.56,1.69,1.61,1.59,1.08,0.9,0.87,84.92,1.32,1.49,-0.56,14.84,13.17,-0.01,66.47,47.4,8.27,2.53,5.22,40.33,40.33,9.74,0.72,0.69,0.66,0.47,0.64,125.94,125.91,96.0,69.9,42.62,22.03,16.9,34.88,31.33,9.86,9.11,6.25,5.07,62.25,124.75
2025-09-11 18:02:29.962,77.5,27.16,9.77,2.01,2.02,2.17,1.97,1.56,1.52,89.42,2.54,3.12,0.87,15.17,13.17,0.24,67.49,47.4,8.47,2.33,5.5,40.74,40.53,9.94,0.8,0.81,0.78,0.72,0.69,127.16,123.87,95.19,70.3,43.64,23.66,16.29,33.65,29.28,8.88,8.58,5.96,4.53,62.25,124.75
2025-09-11 18:02:30.212,76.68,25.33,8.75,1.04,1.13,1.19,0.83,0.58,0.71,85.74,0.09,1.28,-1.17,15.25,13.17,-0.17,66.47,46.79,8.47,1.51,5.68,40.12,40.33,10.23,0.92,0.98,0.99,0.92,1.01,130.4,126.72,102.12,75.63,44.25,24.89,19.34,35.49,33.37,9.69,8.95,6.61,5.11,62.25,124.75
2025-09-11 18:02:30.462,79.13,27.16,10.17,1.93,1.86,2.0,1.73,1.31,1.44,89.01,1.93,2.51,0.46,15.33,13.42,0.16,66.06,47.81,9.08,1.1,5.42,40.74,39.1,10.39,0.8,0.73,0.66,0.76,0.69,129.99,121.42,96.82,70.3,42.42,22.03,16.69,33.65,30.71,9.37,8.78,6.25,4.66,62.25,124.75
2025-09-11 18:02:30.737,78.32,26.15,8.95,0.96,1.21,0.78,0.67,0.58,0.55,85.74,0.91,1.28,-0.35,15.0,12.93,-0.25,66.27,46.38,7.45,0.9,5.38,39.71,38.69,10.1,0.68,0.73,0.62,0.51,0.64,125.94,116.94,94.37,68.26,41.61,21.01,16.29,31.0,28.06,8.96,8.7,6.0,4.66,62.25,124.75
2025-09-11 18:02:30.962,77.5,25.54,8.95,1.44,1.21,1.27,1.0,0.99,0.79,86.56,1.11,1.69,0.05,15.08,13.34,0.24,66.47,47.2,8.47,2.12,5.56,40.53,40.74,10.23,0.88,0.9,0.78,0.72,0.69,127.97,118.57,95.19,69.9,42.01,21.41,16.9,32.43,28.26,9.29,8.7,6.17,4.74,62.25,124.75
2025-09-11 18:02:31.211,77.5,25.94,8.75,1.69,1.53,1.68,1.4,0.82,0.87,88.19,1.52,2.1,0.05,15.08,13.66,0.07,67.7,48.22,9.08,2.12,5.64,40.12,40.74,10.23,0.88,0.9,0.87,0.8,0.73,127.16,118.98,96.41,69.9,40.59,21.62,16.69,31.61,29.28,9.2,8.7,6.17,4.74,62.25,124.75
2025-09-11 18:02:31.462,78.32,26.15,9.36,2.09,1.86,1.59,1.73,1.07,1.28,90.23,1.93,2.91,0.87,15.33,13.82,0.24,68.31,49.04,10.1,2.94,5.81,41.76,40.53,10.39,1.08,0.94,0.87,0.88,0.77,127.97,119.79,96.0,70.3,41.2,21.01,16.49,32.22,30.92,9.29,8.7,6.13,4.74,62.25,124.75
2025-09-11 18:02:31.760,77.09,26.15,9.16,2.01,1.69,1.84,1.49,1.07,0.95,88.6,2.13,2.91,0.67,15.57,13.82,0.07,67.49,48.63,9.49,1.92,5.62,39.92,40.12,10.19,0.63,0.49,0.58,0.43,0.36,123.51,124.68,93.15,66.62,41.2,21.41,16.29,29.57,28.46,8.88,8.54,5.96,4.62,62.25,124.75
2025-09-11 18:02:31.962,77.5,26.15,9.36,2.01,1.94,1.92,1.32,0.9,1.11,88.19,2.13,2.51,0.26,15.57,13.74,0.24,67.7,49.04,9.69,3.75,5.75,41.15,39.92,10.47,0.92,0.94,0.87,0.76,0.81,128.37,127.94,96.41,69.49,42.22,22.64,16.9,30.59,27.24,9.29,8.78,6.13,4.86,62.25,124.75
2025-09-11 18:02:32.212,77.5,26.55,9.77,2.09,1.77,1.76,1.49,1.07,1.11,89.42,2.34,3.12,0.67,15.82,13.58,0.24,68.31,49.85,10.1,2.94,5.95,41.56,39.31,10.71,1.0,0.98,0.91,0.92,0.81,129.59,120.61,97.23,70.71,43.23,22.85,16.9,31.61,27.03,9.45,8.78,6.33,4.9,62.25,124.75
2025-09-11 18:02:32.462,76.68,26.35,10.17,2.01,2.1,1.76,1.49,1.07,1.11,89.01,2.34,2.71,1.07,15.74,13.82,0.32,68.52,49.85,11.12,2.94,5.85,41.35,41.15,10.67,0.88,0.9,0.91,0.84,0.77,128.78,118.98,96.41,71.53,42.01,21.82,17.1,32.84,29.08,9.2,8.78,6.21,4.9,62.25,124.75
2025-09-11 18:02:32.711,75.86,26.15,9.77,1.93,1.94,1.51,1.32,1.07,0.95,88.6,1.93,2.51,0.26,15.82,13.74,0.4,67.9,48.83,10.1,2.33,5.73,41.76,41.15,10.67,0.92,0.9,0.91,0.72,0.69,129.18,120.61,94.37,69.08,41.4,21.41,17.71,34.06,26.62,9.94,9.03,6.25,4.9,62.25,124.75
