measuring point,CON_L1,GF1,GF2,GF6,GF7,GF8,GF11,GF14,GF17,SEG1,GF3,GF4,CONV1,RIS10,RIS11,CONV2,SEG2,SEG3,SEG4,SEG5,dp2,ILS1,ILS2,dp1,GF19,GF22,GF23,ZL1,ZL2,CON_R1,CON_R2,RIS1,RIS2,RIS3,RIS4,RIS5,ULS1,ULS2,RIS12,RIS13,ZR1,ZR2,gm1,gm2
sensor number,1,3,4,6,7,8,9,10,11,13,15,16,17,21,22,23,25,26,27,28,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,48,49,50,51,52,53,101,102
sensor range,500,250,250,100,100,100,100,100,100,500,250,250,250,100,100,100,250,250,250,250,25,250,250,50,50,50,50,50,50,500,500,500,500,250,250,250,250,250,100,50,50,50,1,1
sensor height,-0.187,-0.046,0.033,0.233,0.349,0.449,0.599,0.749,0.899,-0.245,0.083,0.131,0.178,0.601,1.101,0.478,-0.205,-0.165,-0.084,-0.023,nan,0.628,0.628,nan,0.999,1.295,1.488,1.154,1.592,-0.35,-0.35,-0.29,-0.225,-0.16,-0.128,-0.03,1.056,1.056,1.637,1.735,1.401,1.839,0.0,0.0
2025-09-11 18:01:41.211,79.13,26.76,9.77,1.69,1.45,1.51,1.24,0.9,1.11,87.37,1.73,2.51,0.87,13.05,11.55,0.16,68.31,47.61,8.68,1.51,4.18,41.97,39.31,8.4,1.0,0.94,0.91,0.88,0.85,126.34,112.87,92.74,67.85,40.38,20.6,13.64,33.24,29.69,8.63,8.21,6.13,4.62,62.25,124.75
2025-09-11 18:01:41.462,78.32,26.76,9.36,1.44,1.45,1.43,1.24,0.99,1.11,86.15,1.32,2.1,0.46,13.29,11.95,0.32,67.7,46.79,9.49,1.1,4.07,41.15,39.1,8.36,0.84,0.85,0.82,0.76,0.6,126.34,112.05,94.37,68.67,39.37,19.57,14.25,32.63,30.3,8.88,8.5,6.21,4.82,62.25,124.75
2025-09-11 18:01:41.715,80.77,27.78,10.99,2.09,1.94,1.59,1.16,0.99,1.11,87.78,2.13,2.1,-0.35,13.21,11.87,0.07,66.88,47.61,9.49,1.31,4.07,40.74,39.31,8.15,0.8,0.73,0.74,0.6,0.64,125.94,121.83,92.33,65.39,38.75,17.53,13.85,31.82,30.51,8.8,8.21,5.96,4.7,62.25,124.75
2025-09-11 18:01:41.961,79.13,26.76,9.77,2.01,1.69,1.84,1.4,0.9,1.11,88.6,1.93,2.91,0.46,13.13,11.95,0.32,66.88,48.42,9.9,2.12,4.28,41.15,40.74,8.4,0.84,0.77,0.82,0.72,0.77,125.94,109.61,91.93,67.85,38.35,18.14,14.46,34.06,29.9,8.8,8.26,6.13,4.7,62.25,124.75
2025-09-11 18:01:42.212,79.13,26.96,10.17,1.77,1.69,1.68,1.24,1.07,1.03,89.01,2.13,2.71,0.05,13.45,12.12,0.24,67.7,48.42,9.49,2.12,4.52,40.94,39.72,8.64,0.88,1.02,0.78,0.72,0.73,125.53,108.38,92.33,67.44,39.37,19.17,14.86,33.65,31.12,8.47,8.3,6.45,4.86,62.25,124.75
2025-09-11 18:01:42.462,78.73,26.76,9.56,1.77,1.45,1.59,1.24,0.66,1.03,87.78,1.93,2.3,0.67,13.7,12.12,0.16,66.68,47.4,9.29,2.33,4.44,40.53,40.33,8.64,0.76,0.85,0.82,0.76,0.69,127.16,110.83,91.93,68.26,38.35,18.96,14.86,36.31,34.6,9.04,8.58,6.25,4.86,62.25,124.75
2025-09-11 18:01:42.711,75.86,26.55,9.36,1.44,1.45,1.27,1.24,0.9,0.71,87.78,1.93,2.1,0.05,13.54,12.28,0.16,66.68,47.81,9.08,1.31,4.24,41.15,41.96,8.6,0.76,0.77,0.74,0.68,0.73,125.53,106.35,91.52,67.44,38.35,17.94,14.25,35.08,32.55,9.2,8.5,6.33,4.78,62.25,124.75
2025-09-11 18:01:42.962,76.27,26.15,8.95,1.36,1.21,1.27,1.16,0.99,0.95,87.37,1.32,2.3,0.05,13.37,12.04,0.07,67.29,48.01,9.9,1.92,4.01,40.94,39.92,8.44,0.8,0.81,0.82,0.76,0.69,126.34,118.16,91.52,68.26,38.35,17.73,14.66,37.53,30.71,8.88,8.5,6.0,4.78,62.25,124.75
2025-09-11 18:01:43.212,75.45,26.55,10.17,1.52,1.37,1.51,1.24,1.07,1.11,88.6,2.13,1.89,0.05,13.37,12.04,0.24,66.88,48.01,9.29,1.92,3.97,40.94,39.92,8.36,0.84,0.9,0.91,0.8,0.81,126.75,115.72,91.11,67.03,38.35,17.33,14.66,36.31,32.55,9.12,8.58,6.37,4.86,62.25,124.75
2025-09-11 18:01:43.468,77.5,26.35,9.97,1.69,1.53,1.51,1.57,1.07,1.03,86.97,1.32,1.49,-0.15,12.48,11.14,-0.5,65.04,45.36,7.05,0.08,3.97,39.1,37.87,7.95,0.47,0.41,0.54,0.51,0.4,123.91,116.53,89.07,63.35,36.72,16.3,13.03,29.57,26.01,8.23,8.05,6.08,4.49,62.25,124.75
2025-09-11 18:01:43.718,77.91,26.35,9.97,1.85,1.45,1.68,1.16,0.99,0.87,86.56,1.52,1.89,0.05,13.21,11.71,-0.01,66.68,47.4,8.68,1.51,4.24,40.33,38.69,8.36,0.84,0.85,0.74,0.72,0.6,127.16,114.09,92.33,66.62,38.35,17.73,14.05,28.55,23.15,8.47,8.3,6.08,4.53,62.25,124.75
2025-09-11 18:01:43.968,78.73,27.16,10.17,2.17,2.02,1.76,1.4,1.23,1.11,86.97,2.34,2.91,0.67,13.21,11.87,0.16,66.68,47.61,8.88,1.31,4.01,39.92,40.33,8.15,0.72,0.73,0.66,0.6,0.6,124.32,110.83,90.7,64.16,37.53,17.53,13.24,29.78,22.13,8.88,8.26,6.0,4.66,62.25,124.75
2025-09-11 18:01:44.220,78.32,26.96,10.78,2.26,2.1,2.08,1.49,0.99,1.03,87.37,2.13,2.71,0.26,12.72,11.47,-0.33,66.47,46.79,8.27,1.92,3.85,39.51,39.51,7.83,0.72,0.69,0.62,0.6,0.6,123.91,114.09,93.15,65.8,38.55,18.14,12.63,28.35,22.13,8.55,8.3,6.13,4.53,62.25,124.75
2025-09-11 18:01:44.470,77.91,27.37,10.58,2.42,2.1,2.08,1.49,0.9,0.87,87.78,1.93,2.71,-0.15,12.56,11.3,-0.01,66.27,47.61,8.47,1.92,3.62,39.71,39.51,7.66,0.63,0.61,0.7,0.6,0.44,123.91,114.5,93.56,67.44,40.38,18.96,13.44,26.92,24.99,8.8,8.3,6.08,4.7,62.25,124.75
2025-09-11 18:01:44.719,77.91,27.57,10.78,2.01,1.86,1.76,1.24,0.82,0.95,88.19,1.93,1.89,-0.15,12.39,10.98,-0.17,67.29,48.22,8.47,1.51,3.58,39.71,37.87,7.62,0.59,0.69,0.66,0.56,0.52,123.51,121.02,91.93,66.62,38.96,19.57,13.03,28.76,27.85,8.39,8.05,6.08,4.58,62.25,124.75
2025-09-11 18:01:44.974,78.73,27.16,10.58,1.77,1.86,1.51,1.32,0.99,0.71,87.37,1.73,1.89,-0.35,12.64,11.47,-0.09,66.47,46.99,8.47,1.31,3.71,39.92,39.1,7.75,0.72,0.69,0.66,0.6,0.64,124.72,117.35,93.15,66.62,39.16,18.55,13.64,29.37,29.9,8.63,8.34,6.29,4.86,62.25,124.75
2025-09-11 18:01:45.219,79.13,27.16,10.38,1.61,1.53,1.19,1.16,0.9,0.95,85.74,0.7,1.28,0.26,12.72,11.14,-0.25,66.27,46.79,7.66,0.9,4.05,40.33,39.92,7.75,0.68,0.65,0.58,0.6,0.44,123.91,120.2,91.52,64.98,38.14,17.73,13.64,32.02,30.3,8.47,8.05,6.21,4.66,62.25,124.75
2025-09-11 18:01:45.468,78.32,27.16,9.97,1.2,1.21,1.27,1.0,0.82,0.71,86.97,1.32,1.69,0.46,13.13,11.79,-0.01,66.27,46.38,7.66,1.71,4.2,40.12,38.69,8.23,0.72,0.61,0.62,0.56,0.44,126.34,115.31,92.33,66.21,38.75,18.35,14.25,33.24,29.69,8.39,8.17,6.33,4.66,62.25,124.75
2025-09-11 18:01:45.734,79.54,26.55,9.77,1.2,0.96,1.02,0.83,0.66,0.79,86.97,-0.11,1.08,0.05,12.96,11.95,-0.01,67.49,47.2,8.68,2.12,4.38,40.94,39.72,8.23,0.88,0.81,0.82,0.72,0.77,126.34,121.42,96.0,71.94,42.42,22.64,14.25,34.06,31.33,8.63,8.34,6.33,4.78,62.25,124.75
2025-09-11 18:01:45.968,78.32,26.76,9.36,1.12,0.88,0.78,0.83,0.58,0.79,84.92,0.91,1.69,-0.15,13.45,12.2,-0.09,66.68,45.97,8.68,1.31,4.09,40.53,40.33,8.48,0.84,0.65,0.7,0.51,0.6,126.34,117.76,95.6,69.08,41.61,22.85,14.25,31.0,31.94,8.63,8.5,6.21,4.78,62.25,124.75
2025-09-11 18:01:46.220,79.13,26.96,9.97,1.44,1.04,1.27,0.92,0.99,1.03,86.97,1.11,1.28,-0.35,13.37,11.87,-0.42,65.65,45.36,7.86,0.9,3.99,40.12,39.72,8.27,0.72,0.61,0.62,0.6,0.56,123.91,116.94,94.37,67.85,40.99,20.6,15.07,32.84,35.62,9.04,8.62,6.29,4.7,62.25,124.75
2025-09-11 18:01:46.468,79.13,26.96,10.17,1.2,1.21,1.27,0.75,0.99,0.95,86.56,1.32,1.69,0.46,13.7,11.87,0.24,65.04,46.58,8.27,1.31,4.36,41.15,39.92,8.8,0.63,0.73,0.7,0.68,0.56,125.53,116.53,92.74,65.39,39.37,19.37,15.07,32.22,32.35,8.88,8.54,6.21,4.62,62.25,124.75
2025-09-11 18:01:46.720,79.13,26.96,9.77,1.36,1.04,1.35,1.08,0.99,1.03,86.56,1.32,1.69,0.46,13.45,12.12,0.16,65.65,46.18,8.07,0.9,4.5,40.53,39.31,8.6,0.84,0.81,0.82,0.76,0.73,125.53,112.87,92.74,65.8,38.14,19.17,14.86,32.22,30.92,8.88,8.38,6.17,4.62,62.25,124.75
2025-09-11 18:01:46.970,79.95,26.76,9.77,1.36,1.29,1.35,1.16,0.99,1.03,86.56,1.11,1.69,0.26,13.62,11.79,0.16,65.45,45.97,7.86,0.49,4.73,41.35,38.9,8.76,0.68,0.73,0.7,0.64,0.69,125.94,117.35,92.74,65.39,38.75,18.55,14.66,33.45,33.17,8.96,8.26,6.13,4.74,62.25,124.75
2025-09-11 18:01:47.219,79.95,27.37,10.17,1.61,1.45,1.51,1.4,0.9,0.95,86.56,1.11,1.49,-0.15,13.7,12.04,-0.25,65.45,46.79,7.86,0.9,4.77,40.53,39.72,8.92,0.68,0.77,0.66,0.64,0.52,124.32,117.76,92.33,66.62,38.75,19.57,15.07,33.04,30.92,8.72,8.21,6.0,4.53,62.25,124.75
2025-09-11 18:01:47.469,80.77,27.37,9.97,1.77,1.53,1.43,1.16,0.99,0.87,86.97,0.91,1.49,0.46,14.19,12.77,0.16,66.47,46.79,8.07,2.12,4.46,40.53,41.35,9.05,0.92,0.81,0.74,0.72,0.6,126.34,110.83,93.15,65.39,39.57,19.78,15.07,32.43,29.08,9.12,8.62,6.37,4.78,62.25,124.75
2025-09-11 18:01:47.720,79.95,27.37,10.38,1.44,1.61,1.59,1.16,0.99,1.03,86.97,1.11,1.89,-0.76,13.45,11.87,-0.42,64.84,45.36,7.45,1.31,4.18,40.53,39.92,8.6,0.63,0.65,0.7,0.68,0.56,123.91,116.53,91.93,63.75,37.74,17.33,14.66,30.8,27.65,9.2,8.5,5.96,4.62,62.25,124.75
2025-09-11 18:01:47.968,79.95,27.37,10.17,1.85,1.61,1.35,1.08,0.99,1.03,86.15,1.11,1.89,0.05,13.21,11.87,-0.01,65.25,46.18,8.68,1.51,4.13,41.35,39.51,8.48,0.76,0.61,0.74,0.68,0.69,125.53,118.16,91.11,64.57,38.14,17.53,14.46,31.41,26.62,8.72,8.38,6.0,4.62,62.25,124.75
2025-09-11 18:01:48.220,81.59,29.4,12.41,3.07,3.07,2.98,2.06,1.56,1.2,86.15,1.32,2.3,0.05,13.05,11.47,-0.58,64.84,44.95,7.05,1.1,4.24,39.71,39.31,8.36,0.63,0.65,0.66,0.6,0.6,123.91,108.79,93.56,67.85,38.14,18.14,13.03,29.98,28.67,8.47,8.17,6.04,4.7,62.25,124.75
2025-09-11 18:01:48.470,84.45,30.63,13.83,2.9,2.34,2.17,1.65,0.9,0.95,86.15,1.52,1.89,-0.35,13.05,11.71,-0.42,64.43,45.15,7.25,0.9,4.34,39.51,38.9,8.48,0.59,0.65,0.66,0.39,0.48,123.1,106.75,93.96,67.44,40.18,20.39,14.05,30.39,29.49,8.55,8.3,6.13,4.66,62.25,124.75
2025-09-11 18:01:48.720,77.91,27.57,10.78,1.93,1.53,1.59,1.16,0.66,1.03,88.19,2.13,2.91,0.26,13.62,12.44,-0.25,66.27,46.38,7.45,1.92,4.22,41.15,38.08,8.56,0.92,0.73,0.74,0.68,0.77,125.13,116.94,95.6,68.67,40.38,19.98,14.86,31.41,29.49,8.96,8.46,6.08,4.66,62.25,124.75
2025-09-11 18:01:48.965,77.09,27.98,10.38,1.93,1.53,1.59,1.24,0.82,0.79,86.56,1.73,2.3,0.67,13.62,12.52,0.07,65.25,46.38,8.68,1.92,4.05,41.35,39.31,8.72,0.8,0.77,0.82,0.72,0.69,124.72,110.42,93.15,66.21,39.98,19.78,15.07,30.8,31.12,9.37,8.7,6.37,4.86,62.25,124.75
2025-09-11 18:01:49.220,78.73,28.18,10.78,1.44,1.04,1.35,1.16,0.99,0.95,83.7,1.32,1.89,-0.15,13.29,11.87,0.07,65.04,46.38,7.86,1.71,4.07,41.35,39.51,8.4,0.84,0.81,0.78,0.72,0.77,124.32,110.01,92.74,66.62,40.18,19.37,14.66,31.2,30.71,8.88,8.34,6.25,4.86,62.25,124.75
2025-09-11 18:01:49.468,79.13,27.16,9.97,1.52,1.37,1.43,1.08,0.99,1.03,86.56,1.93,1.69,0.87,13.62,12.2,0.16,65.65,46.18,7.66,2.12,4.4,41.56,40.33,8.52,0.8,0.85,0.82,0.76,0.77,123.91,109.61,93.96,69.49,39.98,20.39,14.86,32.22,28.06,8.8,8.26,6.08,4.7,62.25,124.75
2025-09-11 18:01:49.726,79.54,27.16,9.77,1.36,1.21,1.35,0.92,0.58,0.79,85.33,1.11,1.49,-0.96,13.45,11.79,-0.09,66.27,45.56,8.27,1.31,4.42,40.74,38.9,8.76,0.84,0.77,0.82,0.8,0.81,125.53,118.57,94.37,67.85,40.38,20.6,15.88,31.0,27.65,8.96,8.34,6.29,4.66,62.25,124.75
2025-09-11 18:01:49.968,77.5,26.55,8.95,1.36,1.13,1.35,0.92,0.74,0.63,86.56,0.3,1.08,0.05,13.62,12.2,-0.09,65.45,45.97,7.86,1.51,4.73,40.53,39.31,8.84,0.84,0.81,0.78,0.72,0.69,124.32,123.05,94.78,68.67,40.99,20.8,15.27,33.45,31.53,8.47,8.21,5.96,4.58,62.25,124.75
2025-09-11 18:01:50.220,77.91,26.35,9.77,1.44,1.37,1.51,1.16,0.82,0.79,86.97,0.7,1.69,0.05,14.02,12.69,0.16,66.27,46.99,8.07,1.71,4.91,40.94,40.33,9.13,0.59,0.65,0.7,0.68,0.56,123.51,116.94,96.82,70.3,41.81,22.44,15.27,35.29,30.1,9.2,8.58,6.21,4.78,62.25,124.75
2025-09-11 18:01:50.471,77.91,26.55,9.36,1.85,1.61,1.59,1.16,0.66,1.11,86.56,1.52,2.51,0.46,14.51,12.93,-0.09,66.06,46.99,7.25,2.12,5.01,41.15,38.28,9.37,0.72,0.77,0.78,0.68,0.56,124.72,107.57,94.78,69.49,42.01,22.23,15.68,31.0,25.6,9.2,8.62,6.29,4.78,62.25,124.75
2025-09-11 18:01:50.727,78.73,25.94,9.16,1.85,1.37,1.76,1.32,0.58,0.71,85.33,1.11,1.69,-0.15,13.94,12.6,-0.09,64.84,45.97,7.86,1.92,5.24,40.94,39.51,9.53,0.88,0.85,0.87,0.88,0.85,124.72,118.16,97.23,72.35,43.44,23.66,16.69,33.86,26.62,8.63,8.3,6.08,4.58,62.25,124.75
2025-09-11 18:01:50.969,76.68,26.15,9.56,1.93,1.69,1.51,1.4,0.82,0.87,86.15,1.93,2.3,0.05,14.43,13.09,0.24,66.27,46.79,8.47,1.31,5.32,40.74,39.72,9.45,0.72,0.69,0.74,0.76,0.73,124.72,120.2,96.0,70.71,41.81,22.64,15.88,32.43,25.81,8.96,8.34,6.25,4.7,62.25,124.75
2025-09-11 18:01:51.217,76.68,25.94,9.97,1.93,1.69,1.76,1.08,0.9,0.87,86.15,1.32,2.51,-0.56,14.51,12.77,0.24,65.86,47.2,7.86,2.12,5.42,40.33,39.72,9.49,0.84,0.73,0.7,0.72,0.69,125.13,117.35,96.82,70.3,41.61,23.25,15.27,31.61,25.19,8.88,8.34,6.0,4.66,62.25,124.75
2025-09-11 18:01:51.468,76.68,26.15,9.56,1.61,1.61,1.68,1.32,0.9,0.87,85.33,1.52,1.69,0.26,14.84,13.01,-0.01,66.47,46.38,7.86,2.33,5.68,40.33,41.35,9.86,0.84,0.85,0.74,0.76,0.73,125.13,116.53,96.82,70.71,42.01,23.05,16.9,30.39,25.4,9.04,8.5,6.04,4.7,62.25,124.75
2025-09-11 18:01:51.719,76.27,26.15,9.97,1.85,1.86,1.76,1.08,0.9,1.03,85.33,1.73,2.3,0.26,15.0,12.69,-0.01,65.65,46.18,7.25,1.71,5.64,39.51,39.1,10.14,0.63,0.69,0.7,0.6,0.64,123.91,127.54,95.19,69.08,40.59,21.41,16.29,30.18,25.6,8.8,8.5,5.96,4.58,62.25,124.75
2025-09-11 18:01:51.966,77.91,26.55,9.97,1.69,1.53,1.76,1.24,0.9,0.87,87.37,1.73,2.3,0.67,15.41,13.01,-0.17,67.7,48.01,9.69,2.33,5.77,41.35,41.76,10.27,0.8,0.94,0.82,0.76,0.73,125.13,120.2,95.19,69.9,40.59,21.21,16.9,31.41,27.24,9.2,8.7,6.13,4.7,62.25,124.75
2025-09-11 18:01:52.220,78.73,26.35,9.36,1.77,1.53,1.68,1.32,1.07,1.11,86.97,1.73,2.3,-0.15,15.0,13.01,-0.33,66.47,46.79,7.86,1.51,5.79,40.33,39.92,10.14,0.76,0.73,0.74,0.72,0.6,124.72,119.79,93.96,69.49,40.18,20.39,16.9,29.78,27.44,8.88,8.62,6.08,4.62,62.25,124.75
2025-09-11 18:01:52.468,77.91,26.15,9.97,1.28,1.21,1.35,1.16,0.74,0.87,87.78,1.11,2.1,0.05,15.49,13.91,-0.01,67.09,46.79,7.25,1.92,5.7,40.94,39.51,10.35,0.63,0.69,0.74,0.76,0.81,125.13,113.27,96.0,69.08,39.37,21.82,16.9,29.98,30.51,9.29,8.95,6.13,4.82,62.25,124.75
2025-09-11 18:01:52.729,78.73,26.55,9.16,1.2,1.21,1.19,0.83,0.82,0.63,85.74,0.91,1.69,0.26,15.41,13.66,0.07,66.68,47.4,8.07,2.33,5.44,41.15,39.72,10.8,0.8,0.9,0.87,0.76,0.69,124.32,120.61,96.0,70.71,41.4,22.64,16.9,33.45,30.3,9.86,9.15,6.17,4.7,62.25,124.75
2025-09-11 18:01:52.968,77.09,26.35,9.36,1.2,1.04,1.35,1.08,0.66,0.79,86.56,1.32,1.49,0.46,15.08,13.74,-0.09,66.27,47.61,7.86,1.51,4.77,40.94,38.69,10.14,0.92,0.73,0.7,0.6,0.81,124.32,116.53,96.82,70.3,42.22,22.44,16.29,32.02,31.74,9.86,9.4,6.13,4.74,62.25,124.75
2025-09-11 18:01:53.220,77.09,26.35,9.36,1.44,1.29,1.43,1.16,1.07,1.11,86.97,1.32,1.69,0.26,14.27,12.6,-0.01,66.06,46.18,7.66,0.69,4.62,40.53,39.31,9.37,0.63,0.61,0.66,0.64,0.69,125.13,117.35,94.78,66.62,41.81,21.82,15.47,33.45,32.76,9.37,8.78,6.04,4.7,62.25,124.75
2025-09-11 18:01:53.468,78.32,26.35,9.97,1.69,1.53,1.51,1.16,1.07,1.03,87.37,2.34,2.71,0.67,14.76,12.85,0.4,66.68,47.61,8.68,2.53,5.09,41.35,39.51,9.58,0.92,0.81,0.91,0.8,0.77,126.34,120.2,96.41,69.9,42.62,22.03,16.29,34.47,31.94,9.12,8.66,6.21,4.74,62.25,124.75
2025-09-11 18:01:53.720,77.5,26.15,9.16,1.52,1.37,1.59,1.24,0.99,0.87,86.15,1.32,1.49,-0.15,14.35,12.44,-0.09,65.04,46.18,7.05,0.9,5.07,40.33,39.1,9.33,0.72,0.65,0.66,0.51,0.48,123.91,111.24,93.96,67.85,40.59,20.19,14.86,32.84,28.67,8.8,8.54,5.96,4.58,62.25,124.75
2025-09-11 18:01:53.968,78.73,26.15,9.16,1.77,1.53,1.92,1.16,1.15,1.2,87.37,1.73,2.3,0.67,14.27,12.69,0.07,66.88,47.61,7.86,1.71,5.09,41.35,39.72,9.58,0.76,0.85,0.78,0.76,0.77,125.13,126.72,93.15,69.08,39.57,19.17,15.47,33.24,28.87,8.88,8.42,6.0,4.58,62.25,124.75
2025-09-11 18:01:54.220,79.13,26.96,9.97,2.01,1.86,2.0,1.81,1.23,1.03,89.42,2.13,2.51,0.46,14.43,12.44,0.16,68.52,49.65,9.49,2.73,5.26,40.94,39.51,9.45,0.88,0.9,0.87,0.8,0.77,125.94,120.61,93.56,68.26,39.98,18.96,15.27,32.43,26.83,9.04,8.3,6.08,4.66,62.25,124.75
2025-09-11 18:01:54.470,78.32,27.16,9.77,1.93,1.86,1.51,1.24,0.9,0.87,88.19,1.52,2.51,-0.15,13.78,12.04,-0.01,67.29,49.04,9.9,1.71,5.07,40.53,38.69,9.29,0.8,0.81,0.82,0.76,0.77,127.56,128.76,91.52,66.62,38.35,18.76,15.27,31.2,26.01,8.55,8.09,5.92,4.66,62.25,124.75
2025-09-11 18:01:54.728,78.32,26.96,9.77,1.69,1.45,1.27,1.32,0.74,0.47,86.97,1.11,2.1,-0.56,14.27,12.77,-0.09,67.29,49.04,10.31,2.53,5.22,41.15,40.74,9.53,0.92,0.85,0.87,0.8,0.81,127.16,111.64,92.74,67.03,39.77,18.76,15.27,31.2,24.99,9.12,8.62,6.29,4.78,62.25,124.75
2025-09-11 18:01:54.969,78.73,27.57,9.77,2.01,1.94,1.92,1.24,1.07,0.87,86.97,1.93,2.91,0.05,14.27,12.6,-0.01,67.49,48.22,8.88,1.92,4.95,40.94,39.51,9.45,0.68,0.9,0.78,0.8,0.73,126.75,120.2,93.15,66.62,38.96,17.73,15.47,31.2,28.26,9.12,8.54,6.13,4.7,62.25,124.75
2025-09-11 18:01:55.219,79.54,28.18,10.17,2.01,2.18,1.76,1.4,0.9,0.95,87.78,1.73,2.51,0.05,14.11,12.6,-0.17,67.09,48.22,9.08,1.71,4.58,40.12,38.69,9.17,0.72,0.61,0.66,0.76,0.6,126.34,118.57,90.7,64.57,37.53,16.51,14.66,32.02,29.49,9.29,8.66,6.21,4.66,62.25,124.75
2025-09-11 18:01:55.469,80.36,27.78,10.17,2.09,1.94,1.76,1.24,1.07,1.03,88.19,1.52,2.51,-0.35,13.86,12.44,-0.17,66.68,47.61,8.27,1.51,4.36,40.12,38.9,8.97,0.76,0.73,0.7,0.64,0.64,125.13,109.61,90.29,64.98,36.51,15.89,13.64,30.39,26.01,9.37,8.58,6.08,4.74,62.25,124.75
2025-09-11 18:01:55.726,79.54,26.96,10.17,2.01,1.45,1.59,1.32,0.82,0.79,85.74,1.52,2.3,-0.56,13.7,12.2,0.16,68.52,49.65,11.12,4.57,4.71,43.4,42.17,9.05,1.08,1.02,0.91,0.72,0.73,127.97,121.83,90.29,64.16,36.51,16.3,13.64,29.98,24.99,8.55,8.5,6.04,4.62,62.25,124.75
2025-09-11 18:01:55.968,75.86,26.55,9.36,1.61,1.53,1.51,1.0,0.58,0.55,86.56,1.11,2.3,-0.15,13.54,12.2,-0.17,65.86,46.79,9.08,0.9,4.26,40.74,40.33,8.76,0.68,0.61,0.66,0.64,0.56,128.37,114.09,91.93,65.8,37.33,17.33,14.05,32.84,29.9,8.88,8.62,6.29,4.74,62.25,124.75
2025-09-11 18:01:56.220,79.54,27.37,10.58,1.61,1.69,1.43,1.24,0.82,0.95,86.56,1.52,1.89,-0.15,13.21,11.95,-0.17,65.86,46.18,7.45,1.1,3.97,39.71,39.31,8.48,0.47,0.49,0.58,0.6,0.6,125.94,110.42,92.74,65.39,39.57,19.17,14.05,33.65,29.69,8.96,8.46,6.13,4.62,62.25,124.75
2025-09-11 18:01:56.471,79.54,26.96,10.38,1.69,1.37,1.35,0.92,0.74,0.79,84.51,1.11,1.49,-0.56,12.88,11.63,-0.17,65.45,46.99,8.47,0.69,3.87,40.53,40.53,8.31,0.63,0.73,0.66,0.6,0.52,126.75,115.31,93.96,67.85,40.18,19.98,14.05,34.88,30.1,8.88,8.58,6.29,4.74,62.25,124.75
2025-09-11 18:01:56.718,76.68,26.76,10.17,1.61,1.45,1.19,1.0,0.66,0.87,86.15,1.32,1.49,-0.15,12.96,11.63,-0.01,64.43,46.58,7.86,1.92,3.89,40.74,39.92,7.99,0.76,0.69,0.7,0.72,0.6,126.75,107.16,95.19,69.49,43.03,22.44,13.85,33.65,32.76,8.55,8.34,6.21,4.78,62.25,124.75
2025-09-11 18:01:56.969,78.32,26.55,10.38,1.36,1.37,1.59,1.16,1.07,1.03,86.15,1.73,2.3,0.46,12.96,11.71,0.24,66.88,46.99,8.07,3.14,3.85,40.94,40.53,7.95,0.8,0.73,0.7,0.64,0.48,125.94,121.42,95.19,70.71,41.81,21.82,13.24,34.06,34.19,8.55,8.34,6.13,4.66,62.25,124.75
2025-09-11 18:01:57.219,79.54,26.35,9.77,1.61,1.37,1.35,1.24,0.99,1.11,86.97,0.5,1.69,-0.35,12.72,11.38,-0.17,67.09,47.2,8.88,1.31,3.91,40.33,41.35,7.95,0.72,0.69,0.74,0.72,0.69,126.34,116.94,94.37,68.67,40.99,20.6,14.66,33.24,31.33,8.55,8.34,6.25,4.78,62.25,124.75
2025-09-11 18:01:57.469,79.95,26.55,9.77,1.61,1.29,1.35,1.24,1.07,1.03,87.37,1.52,2.1,-0.15,13.13,11.38,0.16,66.47,47.2,8.68,2.73,4.34,40.74,40.12,8.4,0.88,0.98,0.91,0.84,0.64,127.16,125.09,94.78,69.9,40.38,19.98,15.07,36.1,32.55,8.39,8.13,6.04,4.7,62.25,124.75
2025-09-11 18:01:57.729,79.95,26.15,9.77,1.44,1.21,1.35,1.08,0.82,0.87,86.56,1.11,1.28,-0.56,13.7,11.63,-0.01,66.47,46.79,8.68,2.12,4.81,41.35,39.92,8.8,0.92,0.9,0.95,0.88,0.81,129.59,114.09,97.23,70.71,42.83,22.23,15.27,35.08,30.3,8.88,8.3,6.25,4.78,62.25,124.75
2025-09-11 18:01:57.968,77.5,25.94,9.36,1.52,1.45,1.35,1.08,0.5,0.79,86.97,1.11,1.69,-0.15,13.54,12.52,-0.09,67.29,47.2,8.27,1.51,4.77,40.53,39.72,8.84,0.88,0.77,0.78,0.64,0.73,126.75,117.76,98.45,70.71,44.86,24.89,15.88,34.06,29.69,8.72,8.46,6.08,4.74,62.25,124.75
2025-09-11 18:01:58.218,79.13,27.37,9.97,1.77,1.37,1.76,1.49,1.15,1.03,87.37,2.13,2.91,0.87,14.43,13.26,0.32,67.29,48.42,9.29,2.73,4.91,41.15,39.51,9.45,0.8,0.85,0.87,0.64,0.81,127.97,119.79,97.23,73.58,44.46,24.48,16.49,33.24,29.08,9.29,8.78,6.41,4.82,62.25,124.75
