measuring point,CON_L5,GF1,GF2,GF6,GF7,GF8,GF11,GF14,GF17,GF3,GF4,RIS12,RIS13,dp2,ILS1,ILS2,dp1,GF19,GF22,GF23,ZL1,ZL2,RIS3,RIS5,RIS6,RIS9,RIS11,ULS1,ULS2,RIS14,RIS15,ZR1,ZR2,gm_ZR,gm_ZL
sensor number,1,3,4,6,7,8,9,10,11,15,16,21,22,30,31,32,33,34,35,36,37,38,41,42,43,44,45,48,49,50,51,52,53,101,102
sensor range,500,250,250,100,100,100,100,100,100,250,250,100,100,25,250,250,50,50,50,50,50,50,500,500,250,250,250,250,250,100,50,50,50,1,1
sensor height,-0.213,-0.046,0.033,0.233,0.349,0.449,0.599,0.749,0.899,0.083,0.131,0.644,1.144,nan,0.628,0.628,nan,0.999,1.295,1.488,1.154,1.592,-0.285,-0.225,-0.111,0.039,0.139,1.099,1.099,1.68,1.779,1.444,1.883,0.0,0.0
2025-02-01 16:30:15.828,97.13,76.04,44.73,13.54,13.04,11.14,8.08,5.88,1.36,22.96,13.93,29.84,22.29,17.45,51.2,50.55,25.96,1.33,1.26,1.27,1.08,0.77,99.27,73.17,51.38,43.29,38.26,38.55,32.96,11.81,10.13,4.74,3.43,-0.25,62.25
2025-02-01 16:30:16.098,93.04,75.23,45.94,12.89,12.47,10.81,7.68,4.82,0.95,22.14,12.3,28.78,21.23,17.37,46.07,49.33,25.72,1.04,1.02,1.03,0.76,0.52,97.63,68.26,48.12,40.83,36.83,39.37,35.42,11.4,9.72,4.45,3.02,-0.25,62.25
2025-02-01 16:30:16.329,89.77,71.36,43.71,13.13,12.8,10.89,7.84,5.23,1.68,22.35,13.72,29.19,22.12,16.78,50.58,49.94,25.76,1.33,1.14,1.23,0.92,0.77,102.12,71.53,46.7,39.81,36.43,44.06,39.1,12.38,10.25,4.78,3.39,-0.25,62.25
2025-02-01 16:30:16.578,85.27,67.08,41.88,12.97,12.47,10.32,7.76,4.9,1.6,21.74,13.72,29.6,22.45,16.88,54.68,50.76,26.0,1.33,1.35,1.19,1.08,0.69,91.93,69.49,46.9,39.81,37.44,44.88,38.07,12.54,10.7,4.86,3.39,-0.25,62.25
2025-02-01 16:30:16.828,95.49,68.1,42.29,12.32,11.99,10.24,7.19,4.25,1.44,20.31,12.91,27.64,21.15,16.51,54.48,52.6,24.99,1.16,1.1,1.11,0.84,0.52,110.68,86.27,51.18,41.45,35.61,44.47,41.75,11.16,9.88,4.04,2.9,-0.25,62.25
2025-02-01 16:30:17.098,90.58,67.28,41.88,12.0,11.74,9.92,7.11,4.41,0.87,20.51,11.28,29.6,22.45,17.11,47.09,49.94,26.09,0.88,0.98,0.99,0.64,0.44,89.07,69.49,49.34,43.7,37.44,44.26,37.26,12.3,11.11,4.98,3.35,-0.25,62.25
2025-02-01 16:30:17.328,86.9,66.27,40.66,11.92,11.66,9.59,7.6,5.06,1.36,21.12,12.5,29.35,21.64,16.9,53.04,54.44,25.64,1.24,1.26,1.35,0.92,0.73,84.18,64.57,50.57,44.51,38.26,45.49,38.28,11.89,10.58,5.1,3.35,-0.25,62.25
2025-02-01 16:30:17.578,97.54,65.45,39.64,12.24,11.99,10.24,7.92,5.39,1.28,19.9,13.32,28.54,21.55,16.82,53.04,54.03,24.91,1.16,1.06,1.19,0.8,0.69,90.29,68.26,50.97,42.47,37.65,47.53,39.3,11.16,9.76,4.7,3.35,-0.25,62.25
2025-02-01 16:30:17.829,108.17,65.86,39.03,12.89,12.39,10.89,8.25,5.88,1.36,18.47,13.32,29.27,22.69,16.94,50.99,55.05,25.68,1.37,1.22,1.15,0.96,0.52,97.63,73.58,49.14,41.24,37.65,44.47,33.37,11.97,10.21,4.7,3.1,-0.25,62.25
2025-02-01 16:30:18.078,106.53,66.06,41.27,12.89,12.31,10.89,8.41,5.55,1.52,19.69,13.93,29.84,23.26,16.72,51.2,53.41,26.25,1.16,1.06,0.99,0.84,0.48,100.9,78.49,49.14,40.43,36.63,41.2,34.39,13.03,11.23,4.78,3.39,-0.25,62.25
2025-02-01 16:30:18.328,99.99,63.21,39.24,13.22,12.8,10.65,8.25,5.88,1.36,21.12,13.72,30.49,23.51,16.8,50.58,52.6,26.57,1.08,1.1,0.95,0.88,0.6,98.86,74.4,48.53,38.79,37.04,42.43,34.6,13.28,11.43,4.9,3.43,-0.25,62.25
2025-02-01 16:30:18.579,99.17,59.95,38.63,12.73,12.47,10.81,7.76,5.06,1.28,19.9,13.32,29.68,22.69,16.76,51.61,51.78,26.0,1.2,1.1,1.11,1.04,0.64,98.45,78.08,47.51,38.18,35.82,45.9,40.73,12.63,11.27,4.94,3.51,-0.25,62.25
2025-02-01 16:30:18.828,98.76,58.53,37.61,12.08,11.58,9.75,7.27,4.41,1.28,18.06,12.5,29.11,21.64,16.55,49.35,50.35,25.31,1.16,1.18,1.11,0.92,0.64,100.08,77.26,45.07,36.34,34.6,44.88,40.73,12.22,10.86,4.9,3.39,-0.25,62.25
2025-02-01 16:30:19.112,100.81,58.73,39.24,11.75,11.42,8.94,6.45,4.17,0.87,17.04,11.68,26.99,20.01,15.53,49.14,49.94,23.32,0.72,0.69,0.87,0.6,0.48,91.52,72.76,43.03,33.88,32.16,42.02,40.32,11.0,9.97,4.82,3.18,-0.25,62.25
2025-02-01 16:30:19.329,109.4,59.34,38.22,11.67,11.42,9.18,6.62,4.49,1.36,18.06,12.09,26.58,19.85,15.9,51.81,50.14,23.24,1.04,1.18,1.15,0.96,0.6,99.27,78.08,46.49,35.72,34.19,47.53,43.8,10.51,9.44,4.74,3.35,-0.25,62.25
2025-02-01 16:30:19.578,115.94,59.14,37.41,11.43,11.01,9.1,6.54,4.09,1.2,16.84,12.09,26.66,18.87,16.17,52.02,51.78,23.48,1.2,1.14,1.11,0.88,0.56,100.49,77.67,47.71,36.75,34.19,47.53,38.28,10.59,9.15,4.61,3.02,-0.25,62.25
2025-02-01 16:30:19.828,122.89,61.17,40.05,11.67,11.34,9.51,6.78,4.82,1.11,17.24,12.3,27.23,19.85,16.29,51.2,52.6,23.65,0.96,1.02,0.99,0.76,0.56,98.86,77.26,48.73,38.38,35.21,48.96,40.12,10.75,9.31,4.82,3.35,-0.25,62.25
2025-02-01 16:30:20.098,122.89,62.4,39.24,11.84,11.42,9.34,6.94,5.15,1.03,16.84,11.28,26.25,19.68,15.64,51.4,52.8,23.32,0.92,0.81,0.82,0.64,0.36,95.19,75.63,46.9,36.95,33.78,46.3,38.89,10.43,9.4,4.61,3.06,-0.25,62.25
2025-02-01 16:30:20.335,121.66,62.19,40.05,11.84,11.42,9.67,7.27,5.15,1.28,18.26,11.89,27.31,20.82,15.98,51.2,55.87,23.89,0.96,0.98,0.99,0.76,0.4,98.04,77.67,46.9,37.56,33.78,47.73,40.73,11.0,9.52,4.7,3.18,-0.25,62.25
2025-02-01 16:30:20.585,126.98,62.6,40.05,11.75,11.5,9.43,6.37,4.49,1.2,18.67,11.07,26.66,20.01,15.68,51.4,52.8,23.77,1.0,0.98,0.95,0.76,0.44,112.31,95.68,49.34,34.91,32.36,46.51,41.35,10.67,8.95,4.17,2.61,-0.25,62.25
2025-02-01 16:30:20.836,118.39,64.03,40.66,11.75,11.58,9.67,6.78,4.41,1.28,18.06,12.5,30.0,24.32,17.08,49.35,52.39,26.05,0.96,1.06,0.99,0.68,0.44,108.64,94.05,61.56,50.03,42.12,49.77,44.21,13.03,10.98,5.39,3.96,-0.25,62.25
2025-02-01 16:30:21.139,92.22,56.9,37.81,10.54,10.53,8.53,5.97,3.92,0.71,17.65,10.05,31.31,23.91,17.94,50.58,53.41,27.59,0.68,0.73,0.7,0.43,0.24,88.26,72.76,55.45,46.76,41.92,47.53,40.12,13.28,11.56,5.47,3.88,-0.25,62.25
2025-02-01 16:30:21.329,93.45,56.9,37.81,11.27,11.18,9.34,6.29,4.33,1.11,18.26,11.68,31.8,23.51,18.41,50.79,51.98,27.79,0.92,0.9,0.87,0.64,0.36,89.07,73.99,55.66,47.99,43.14,45.69,38.69,12.95,11.31,5.23,3.59,-0.25,62.25
2025-02-01 16:30:21.578,109.4,59.34,36.8,11.19,11.18,9.51,6.54,4.33,1.2,16.43,11.89,30.66,22.37,18.21,49.76,51.78,27.26,0.96,0.9,0.99,0.76,0.64,104.16,83.4,56.88,46.76,42.53,47.12,40.73,12.46,10.66,4.61,3.27,-0.25,62.25
2025-02-01 16:30:21.828,114.3,61.38,37.81,10.7,10.85,9.02,6.37,3.92,1.28,15.0,11.89,30.33,21.31,17.62,48.12,51.17,26.74,1.0,0.98,0.87,0.88,0.44,118.43,89.54,54.44,43.9,40.09,50.79,44.0,12.3,10.62,4.66,3.1,-0.25,62.25
2025-02-01 16:30:22.098,115.94,65.86,38.83,11.02,10.77,9.34,6.45,4.09,0.95,15.61,11.28,29.19,21.64,17.74,48.94,47.28,25.68,1.0,0.94,0.99,0.64,0.44,127.4,107.15,72.56,57.39,45.18,45.49,36.64,11.49,10.13,4.61,3.47,-0.25,62.25
2025-02-01 16:30:22.328,95.49,64.64,37.61,11.02,10.77,9.43,6.86,4.49,1.36,16.63,12.09,30.82,22.04,18.17,47.5,47.89,26.37,1.08,0.98,0.87,0.84,0.48,102.53,89.54,66.25,56.37,47.21,44.88,37.05,12.22,10.62,5.43,3.8,-0.25,62.25
2025-02-01 16:30:22.578,92.22,63.82,37.21,11.27,11.1,9.51,7.11,4.66,1.2,16.22,11.89,30.25,21.88,18.29,47.71,49.73,26.49,1.0,1.02,0.99,0.76,0.52,95.6,83.4,66.45,56.78,49.24,40.79,33.99,11.81,10.01,4.9,3.43,-0.25,62.25
2025-02-01 16:30:22.828,101.63,62.6,36.39,11.59,11.42,9.75,7.11,4.66,1.44,15.61,12.5,30.98,23.18,18.92,49.14,48.51,27.79,1.2,1.22,1.11,0.92,0.64,108.24,95.27,73.58,58.42,51.89,44.06,38.48,11.97,10.17,4.66,3.22,-0.25,62.25
2025-02-01 16:30:23.078,104.9,63.82,36.19,11.35,11.18,10.08,7.11,4.41,1.44,16.22,12.3,31.63,23.26,18.55,48.12,47.89,28.2,1.08,1.26,1.11,0.96,0.6,104.16,92.41,70.52,54.33,48.02,41.41,37.26,12.71,10.94,4.94,3.43,-0.25,62.25
2025-02-01 16:30:23.328,107.35,63.82,36.8,12.16,11.91,10.57,8.08,5.55,1.52,16.02,13.52,30.82,22.45,17.74,48.12,49.73,27.1,1.16,1.1,1.31,0.92,0.6,103.75,92.41,66.04,49.01,44.16,40.79,38.07,12.71,10.62,4.61,3.31,-0.25,62.25
2025-02-01 16:30:23.579,107.76,66.47,38.63,12.4,12.31,10.81,7.92,5.39,1.52,17.24,13.32,29.35,21.8,17.06,49.14,50.35,25.88,1.41,1.1,1.03,0.96,0.6,103.75,88.72,59.93,45.33,39.68,38.96,33.58,12.06,10.29,4.66,3.14,-0.25,62.25
2025-02-01 16:30:23.828,106.12,68.91,39.03,12.97,12.72,11.06,8.17,5.55,1.36,16.63,13.52,28.29,21.47,16.13,49.56,49.73,24.95,1.2,1.14,1.11,0.88,0.6,103.75,87.5,54.64,41.65,37.85,38.75,35.01,11.97,10.33,4.66,3.18,-0.25,62.25
2025-02-01 16:30:24.098,102.03,67.28,37.61,12.32,12.07,10.65,7.6,4.57,1.03,15.81,11.89,26.91,20.5,15.11,48.32,48.92,23.69,0.88,0.9,0.91,0.68,0.48,98.86,77.67,50.16,37.97,34.39,41.81,36.03,11.65,10.29,4.57,3.1,-0.25,62.25
2025-02-01 16:30:24.329,100.4,64.03,36.6,12.48,12.07,10.65,7.6,4.98,1.2,16.63,12.91,27.07,20.74,14.96,47.3,49.33,23.24,1.33,1.06,1.07,0.88,0.48,95.6,78.9,50.36,38.79,34.8,50.38,46.46,11.73,10.29,4.98,3.55,-0.25,62.25
2025-02-01 16:30:24.578,106.53,61.99,35.58,11.84,11.5,10.16,7.02,4.25,1.36,16.43,12.7,26.01,19.85,15.33,48.12,48.51,22.75,1.16,1.1,0.95,0.8,0.56,104.97,82.99,48.33,37.16,34.19,46.71,43.19,10.83,9.23,4.57,3.22,-0.25,62.25
2025-02-01 16:30:24.828,106.53,62.4,36.39,12.0,11.74,10.41,7.11,4.57,1.44,17.04,11.89,27.8,20.98,16.55,49.76,50.76,24.05,1.24,1.14,1.11,0.96,0.6,98.45,82.58,48.73,37.97,34.6,42.22,38.28,10.92,9.36,4.86,3.27,-0.25,62.25
2025-02-01 16:30:25.098,116.76,60.77,34.56,11.19,10.85,9.43,6.62,4.17,0.55,15.0,10.66,27.64,21.15,16.55,45.45,47.48,24.58,0.84,0.73,0.7,0.56,0.24,103.75,89.54,53.62,38.59,35.0,45.08,45.03,10.92,9.36,4.25,2.77,-0.25,62.25
2025-02-01 16:30:25.328,112.26,59.95,36.8,11.92,11.5,10.16,6.94,4.57,1.44,15.41,12.7,30.49,24.16,17.53,48.12,48.71,26.61,1.0,1.02,1.07,0.88,0.56,96.82,80.54,51.99,41.86,37.44,48.14,41.55,12.54,10.82,4.82,3.47,-0.25,62.25
2025-02-01 16:30:25.578,126.57,59.75,36.8,12.16,11.91,10.16,6.86,4.9,1.28,16.84,13.11,28.05,21.31,16.55,49.14,47.69,25.19,1.08,1.06,1.03,0.72,0.56,122.1,104.28,60.75,39.61,33.38,43.24,33.37,11.0,9.36,3.84,2.37,-0.25,62.25
2025-02-01 16:30:25.829,111.03,59.75,36.39,12.48,12.23,10.49,7.6,5.64,1.28,17.24,12.09,32.12,25.7,17.8,50.38,47.69,27.75,1.2,1.02,1.03,0.88,0.52,107.83,94.05,67.06,52.49,44.77,41.0,31.12,14.17,12.0,5.35,4.04,-0.25,62.25
2025-02-01 16:30:26.078,94.67,57.92,37.21,12.24,11.66,10.24,7.68,5.55,1.2,16.63,13.11,32.12,24.48,17.94,47.91,47.28,28.28,1.08,1.02,0.95,0.6,0.48,92.74,82.99,64.41,52.69,45.58,37.33,27.03,13.77,11.8,5.19,3.59,-0.25,62.25
2025-02-01 16:30:26.337,98.76,57.71,36.6,12.32,12.15,10.49,7.84,4.9,1.11,17.45,12.3,32.61,23.26,19.35,46.27,48.1,28.97,0.92,0.94,0.95,0.68,0.44,96.41,82.58,65.23,53.92,47.21,37.73,35.01,12.79,11.19,4.82,3.35,-0.25,62.25
2025-02-01 16:30:26.586,105.31,58.93,35.99,12.32,12.23,10.16,7.84,4.9,1.11,17.45,12.7,32.45,22.69,19.59,48.94,50.76,29.14,1.16,1.1,0.99,0.84,0.56,105.38,85.86,62.38,52.08,45.79,38.14,31.33,12.3,10.78,4.45,3.1,-0.25,62.25
2025-02-01 16:30:26.836,113.48,60.56,36.19,12.48,12.15,10.16,7.6,4.41,1.44,16.63,12.5,31.55,22.04,18.68,50.79,49.33,28.16,1.04,1.14,0.99,0.8,0.6,101.71,80.95,58.71,49.62,44.57,35.08,27.85,12.63,10.94,4.74,3.22,-0.25,-0.25
2025-02-01 16:30:27.138,121.25,61.58,37.21,12.57,12.23,10.41,7.35,4.74,0.95,16.63,11.48,29.68,20.33,17.98,50.17,49.73,26.33,1.08,1.14,1.03,0.84,0.52,100.49,74.81,55.05,45.13,40.29,40.79,33.17,11.89,10.17,4.61,3.18,-0.25,-0.25
2025-02-01 16:30:27.328,126.98,62.6,37.81,12.73,12.55,10.98,8.49,6.04,2.25,20.92,15.56,30.82,21.72,18.17,50.38,51.78,25.88,1.08,0.98,1.07,0.8,0.52,99.27,75.63,53.42,42.88,39.68,43.45,35.21,10.75,9.72,4.57,3.14,-0.25,-0.25
2025-02-01 16:30:27.578,128.61,63.41,39.64,12.57,12.23,10.41,7.51,5.06,1.28,18.47,12.09,28.45,19.93,17.29,50.99,51.57,25.03,0.92,1.06,1.11,0.8,0.44,100.49,78.49,50.36,41.04,37.85,44.67,35.42,11.0,9.52,4.57,3.02,-0.25,-0.25
2025-02-01 16:30:27.828,119.21,64.03,39.44,12.57,12.47,10.57,7.35,5.06,1.28,19.29,12.91,28.54,21.39,16.94,50.17,49.73,25.23,1.08,1.06,1.07,0.84,0.52,99.27,74.4,49.14,40.63,37.85,40.79,32.76,11.57,9.84,4.74,3.22,-0.25,-0.25
2025-02-01 16:30:28.078,106.53,63.41,39.85,12.73,12.31,10.32,7.68,5.64,1.44,19.69,13.11,28.86,22.29,16.64,49.76,51.37,25.44,1.12,0.98,0.99,0.76,0.48,94.78,72.35,48.73,41.24,37.85,43.65,38.07,12.06,10.46,4.78,3.39,-0.25,-0.25
2025-02-01 16:30:28.328,106.12,64.84,40.25,12.24,11.83,10.24,7.68,5.39,1.6,19.29,12.7,29.43,22.29,17.23,50.58,51.17,25.84,1.2,1.14,1.23,0.96,0.6,99.27,75.22,47.51,41.24,38.26,39.57,32.76,11.81,10.25,4.45,3.18,-0.25,-0.25
2025-02-01 16:30:28.578,106.12,67.49,40.86,11.92,11.42,10.0,7.02,4.82,1.2,19.49,12.7,29.19,21.88,17.68,49.56,50.96,26.05,0.84,0.9,0.87,0.72,0.32,107.01,83.81,46.49,40.43,37.04,43.24,40.12,11.73,10.25,4.66,3.14,-0.25,-0.25
2025-02-01 16:30:28.828,101.63,70.13,40.46,12.0,11.58,10.24,7.11,4.66,1.28,19.9,12.5,30.09,22.29,17.47,50.17,50.35,26.33,1.16,1.1,1.15,0.84,0.52,100.49,77.67,46.49,39.2,37.85,41.2,40.12,12.14,10.5,4.61,3.14,-0.25,-0.25
2025-02-01 16:30:29.098,90.99,69.12,39.85,11.27,10.93,9.34,6.45,4.17,0.87,18.26,11.28,29.51,22.2,17.35,48.73,46.46,26.37,0.88,0.94,0.82,0.76,0.44,96.82,76.04,45.68,38.99,35.61,39.57,36.23,11.97,10.09,4.45,2.98,-0.25,-0.25
2025-02-01 16:30:29.329,90.18,67.08,40.86,11.92,11.18,9.75,6.29,4.57,1.6,21.33,12.3,29.68,22.77,16.98,51.61,50.35,26.25,1.24,1.18,1.19,1.0,0.77,100.08,71.53,45.47,38.59,37.04,43.24,39.51,12.3,10.37,4.37,3.02,-0.25,-0.25
2025-02-01 16:30:29.578,93.04,67.89,42.29,11.75,11.66,9.43,6.7,4.9,1.28,21.33,12.7,30.09,23.75,17.68,53.66,50.35,26.7,1.24,1.18,1.11,0.96,0.48,94.78,68.67,46.09,39.61,36.43,46.1,41.75,12.22,10.5,4.66,3.27,-0.25,-0.25
2025-02-01 16:30:29.828,93.04,68.91,40.86,11.92,11.42,9.51,7.02,4.82,1.44,19.69,12.5,29.03,22.94,17.45,52.22,52.19,26.17,1.2,1.1,1.11,1.08,0.64,103.75,68.67,44.86,38.18,35.82,43.24,35.83,11.65,9.76,4.37,2.94,-0.25,-0.25
2025-02-01 16:30:30.078,94.26,70.34,42.9,12.4,12.31,10.16,7.68,5.55,1.2,21.12,12.09,29.84,23.43,17.55,51.2,51.57,26.49,1.24,1.1,1.23,0.92,0.6,92.74,66.21,43.85,37.56,36.22,41.61,35.62,12.06,10.21,4.82,3.22,-0.25,-0.25
2025-02-01 16:30:30.328,98.35,67.89,42.69,12.32,11.83,10.24,8.0,5.47,1.36,20.1,12.5,29.51,23.02,17.43,50.99,52.19,26.13,1.16,1.18,1.07,0.8,0.56,91.93,73.17,44.66,38.79,36.43,45.08,37.26,11.73,10.13,4.57,3.22,-0.25,-0.25
2025-02-01 16:30:30.578,103.26,67.69,42.49,12.0,11.66,10.32,7.51,5.06,1.2,20.51,12.3,29.92,23.34,17.96,52.84,54.03,26.78,1.04,0.98,1.03,0.6,0.52,89.48,68.67,45.07,39.81,37.24,48.14,41.96,11.81,10.25,4.61,3.14,-0.25,-0.25
2025-02-01 16:30:30.828,106.12,69.32,42.49,11.75,11.5,10.41,7.51,5.15,1.52,20.72,11.68,29.84,23.26,17.45,50.17,51.78,26.61,1.2,1.18,1.15,0.84,0.6,88.26,64.57,44.05,39.2,36.83,48.55,39.3,12.22,10.54,4.78,3.35,-0.25,-0.25
2025-02-01 16:30:31.078,107.35,67.08,39.64,11.19,11.26,9.59,6.94,4.98,1.44,21.12,12.5,30.17,23.43,17.39,49.14,49.73,26.57,1.2,1.3,1.27,0.96,0.69,87.44,63.75,44.05,39.2,36.63,46.51,37.26,12.46,10.82,4.66,3.22,-0.25,-0.25
2025-02-01 16:30:31.328,113.89,68.3,42.69,11.27,11.18,9.67,6.78,4.49,1.52,21.94,11.48,29.92,22.69,17.53,48.53,48.92,26.41,1.24,1.1,1.15,0.96,0.73,88.66,63.75,41.81,38.18,36.02,47.12,36.44,11.97,10.37,4.66,3.14,-0.25,-0.25
2025-02-01 16:30:31.578,107.35,64.84,41.88,10.86,10.61,9.1,6.62,4.25,1.2,19.29,10.87,30.17,22.77,17.43,48.73,50.76,26.53,1.12,1.02,1.03,0.76,0.64,85.81,59.66,42.22,38.38,36.02,50.18,43.59,12.63,10.5,4.9,3.31,-0.25,-0.25
2025-02-01 16:30:31.828,99.99,61.79,38.63,10.45,10.2,8.86,6.45,3.76,1.36,20.72,11.28,29.6,22.86,16.92,49.35,51.37,26.05,1.0,1.06,0.95,0.84,0.56,86.62,60.07,43.44,37.97,35.21,49.77,41.55,12.46,10.58,4.82,3.39,-0.25,-0.25
2025-02-01 16:30:32.098,104.08,62.8,39.03,10.78,10.45,8.86,6.29,4.25,0.79,19.08,10.46,29.03,22.86,16.66,49.97,47.48,25.68,0.72,0.9,0.7,0.51,0.2,94.37,69.08,47.92,39.61,35.61,47.53,38.48,12.06,10.41,4.57,3.27,-0.25,-0.25
2025-02-01 16:30:32.336,97.13,63.41,40.86,11.43,11.5,10.08,7.84,5.15,1.44,20.31,12.09,29.68,23.18,16.49,51.61,49.94,26.05,0.92,0.98,1.03,0.92,0.73,87.03,62.94,47.71,40.22,36.63,47.53,36.85,12.87,11.23,4.78,3.35,-0.25,-0.25
2025-02-01 16:30:32.587,94.67,61.99,40.86,10.78,10.77,9.43,7.51,4.98,0.87,19.49,11.28,29.19,22.53,16.45,49.76,50.55,25.44,0.88,0.94,0.91,0.72,0.32,86.22,64.57,48.73,40.02,36.63,47.94,38.48,12.46,10.78,4.78,3.22,-0.25,-0.25
2025-02-01 16:30:32.837,104.08,64.84,42.69,11.43,11.58,9.59,7.11,4.49,1.36,20.31,12.3,28.21,20.9,16.66,49.35,49.53,24.74,0.92,1.02,1.07,0.84,0.48,100.49,78.08,48.33,38.99,35.41,44.47,34.6,11.24,9.97,4.57,3.1,-0.25,-0.25
2025-02-01 16:30:33.086,96.31,64.84,41.68,12.0,11.66,9.92,7.11,4.9,1.03,20.31,11.28,29.92,22.04,17.33,47.5,48.71,26.13,0.96,0.9,0.95,0.72,0.36,89.48,71.53,51.79,43.08,38.67,43.65,36.85,12.46,10.86,5.02,3.55,-0.25,-0.25
2025-02-01 16:30:33.328,104.49,64.84,40.46,11.67,11.66,9.67,7.27,4.82,1.44,20.31,12.91,30.09,22.04,16.92,49.56,49.33,26.33,1.08,0.9,0.87,0.6,0.44,93.96,71.53,49.55,40.83,36.83,42.02,36.03,12.71,11.03,4.94,3.31,62.25,-0.25
2025-02-01 16:30:33.578,101.63,63.01,39.64,11.43,11.01,9.26,6.45,4.49,1.11,18.88,12.3,29.27,22.61,15.84,48.73,48.3,25.39,1.04,0.94,1.03,0.72,0.56,96.82,76.04,50.77,40.63,36.63,45.49,38.89,13.11,11.23,4.98,3.43,62.25,-0.25
2025-02-01 16:30:33.828,108.58,61.17,39.03,11.19,10.69,9.02,6.29,4.09,1.03,18.26,12.3,28.29,21.88,15.02,50.38,50.96,24.66,0.96,0.94,0.91,0.76,0.48,109.05,85.45,47.92,37.77,35.0,44.47,37.67,12.95,11.19,4.78,3.22,62.25,-0.25
2025-02-01 16:30:34.098,113.08,60.77,37.41,11.27,11.1,9.1,6.54,4.49,0.71,16.63,11.07,27.72,21.72,15.21,48.12,48.51,24.05,0.84,0.81,0.78,0.68,0.28,104.57,83.4,53.21,39.61,35.82,42.63,37.87,12.46,11.19,4.86,3.63,62.25,-0.25
2025-02-01 16:30:34.328,109.8,61.79,37.81,11.67,11.18,9.75,7.43,4.98,1.11,17.65,11.89,27.8,20.74,15.58,50.17,48.71,23.97,1.2,1.18,1.31,1.04,0.73,93.56,75.22,53.21,38.38,34.6,43.65,39.71,11.97,10.66,4.86,3.39,62.25,-0.25
2025-02-01 16:30:34.578,114.3,63.01,37.41,11.59,11.34,10.24,7.27,4.98,1.52,16.84,12.3,26.5,19.68,15.27,48.94,47.89,23.04,1.12,1.1,1.15,1.0,0.64,94.78,80.54,56.88,37.56,33.78,39.98,35.01,11.16,9.8,4.82,3.35,62.25,-0.25
2025-02-01 16:30:34.828,115.53,65.04,39.64,12.4,12.31,11.3,8.08,5.96,1.52,18.88,13.93,25.85,19.93,14.74,50.99,50.55,22.47,1.16,1.1,1.03,0.88,0.56,98.86,81.36,55.05,37.16,33.99,39.16,35.42,11.24,9.6,4.78,3.39,62.25,-0.25
2025-02-01 16:30:35.078,114.3,67.49,40.05,12.97,12.55,11.47,8.25,5.88,1.6,18.88,13.52,26.01,20.01,14.62,49.14,50.35,22.79,1.24,1.22,1.27,0.96,0.6,103.75,82.58,50.97,35.72,32.77,38.14,32.55,11.24,9.76,4.66,3.14,62.25,-0.25
2025-02-01 16:30:35.328,113.48,69.73,41.47,13.13,12.8,11.63,7.68,5.31,1.44,20.1,13.72,27.15,21.15,15.43,51.2,49.94,23.65,1.29,1.18,1.23,0.8,0.56,98.86,79.72,49.14,35.52,33.38,36.92,28.46,11.24,10.05,4.66,3.27,62.25,-0.25
2025-02-01 16:30:35.579,107.76,73.39,42.9,13.62,13.45,11.55,8.0,6.13,1.2,20.72,14.13,27.48,20.41,15.9,49.14,50.35,24.01,0.88,0.98,0.91,0.76,0.44,96.41,72.76,45.88,34.5,32.97,37.12,31.94,11.65,10.09,4.61,3.14,62.25,-0.25
2025-02-01 16:30:35.828,97.54,74.21,42.29,12.65,13.37,11.71,8.9,6.7,2.49,25.62,16.99,28.78,22.12,15.53,51.4,52.8,23.77,1.29,1.06,1.15,0.88,0.52,94.37,78.9,43.03,33.48,31.34,35.69,33.37,11.24,9.6,4.29,2.82,62.25,-0.25
2025-02-01 16:30:36.099,93.86,70.75,41.07,12.4,11.91,10.32,7.11,4.41,1.11,19.49,12.3,26.25,20.66,15.05,48.73,48.71,23.4,1.04,1.1,1.23,1.08,0.73,100.9,79.31,44.25,36.13,34.39,39.16,36.23,12.71,10.25,4.94,3.51,62.25,-0.25
2025-02-01 16:30:36.329,94.67,71.76,42.9,12.0,11.99,10.08,7.35,4.9,1.36,19.69,13.32,26.91,21.64,14.92,49.56,49.53,23.52,1.16,1.14,1.11,0.8,0.6,95.19,76.44,42.22,34.09,31.95,37.94,36.85,12.14,10.05,4.74,3.18,62.25,-0.25
2025-02-01 16:30:36.578,93.45,68.91,40.46,11.92,11.34,9.75,6.86,4.74,1.03,19.69,12.3,27.23,21.39,15.43,49.14,48.92,23.73,1.16,1.18,1.15,0.88,0.52,96.41,72.35,41.81,33.48,31.75,37.53,33.37,11.49,9.6,4.57,3.1,62.25,-0.25
2025-02-01 16:30:36.828,92.22,67.89,41.07,11.92,11.42,9.67,7.02,4.82,1.44,19.69,12.7,28.29,22.69,15.74,50.99,49.53,24.74,1.29,1.1,1.07,0.92,0.6,90.7,70.71,43.23,36.13,33.58,35.08,30.51,12.38,10.37,4.82,3.35,62.25,-0.25
2025-02-01 16:30:37.112,91.4,66.88,42.08,11.59,11.5,9.51,6.94,4.82,0.87,18.88,11.68,28.37,22.77,15.86,52.84,50.76,24.95,0.88,0.85,0.91,0.68,0.4,91.11,68.67,40.79,35.32,33.38,36.31,35.21,12.46,10.46,4.66,3.22,-0.25,-0.25
